N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
120	0.000000000000000e0	2.568532512299070e0	1.043606711681670e-2	3.803306999843197e-1	36.443873	1.734637584346824e1	0.0000000000
