N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
2520	0.000000000000000e0	2.862941362531509e0	5.001036135790652e-4	3.803306999843197e-1	760.503803	2.155080629996921e1	0.0000000000
