k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
19	1.041611965478789e-6	2	0.55154336	0.00000000	0.19888951	0.55154336	0.23019307	0.01937406
20	1.047162357263204e-6	2	0.54751101	0.00000000	0.28448613	0.54751101	0.15943898	0.00856389
21	1.059517492885301e-6	2	0.50631102	0.00000000	0.29807459	0.50631102	0.18549588	0.01011850
22	1.063123234980982e-6	2	0.47401684	0.00000000	0.30017564	0.47401684	0.18829024	0.03751729
23	1.068426798509859e-6	2	0.52910669	0.00000000	0.28260535	0.52910669	0.17466085	0.01362711
24	1.077670572304861e-6	2	0.45665515	0.00000000	0.35481438	0.45665515	0.16759926	0.02093121
25	1.078419722319776e-6	2	0.51545071	0.00000000	0.27284402	0.51545071	0.18960724	0.02209803
26	1.086583894593359e-6	2	0.46244385	0.00000000	0.31169699	0.46244385	0.19779070	0.02806845
27	1.090361137247179e-6	2	0.51866023	0.00000000	0.26211500	0.51866023	0.19863369	0.02059108
28	1.095165230778082e-6	2	0.68109492	0.00000000	0.15952331	0.68109492	0.15020558	0.00917618
29	1.107837672823379e-6	2	0.56767275	0.00000000	0.19673245	0.56767275	0.19514381	0.04045099
30	1.113482564799782e-6	2	0.66089468	0.00000000	0.20218484	0.66089468	0.11890478	0.01801569
31	1.115093204876387e-6	2	0.55291805	0.00000000	0.20301711	0.55291805	0.23345972	0.01060512
32	1.124331629837367e-6	2	0.53963615	0.00000000	0.20166967	0.53963615	0.24493779	0.01375639
33	1.129829299130097e-6	2	0.50282463	0.00000000	0.23807005	0.50282463	0.25162458	0.00748074
34	1.132168292416194e-6	2	0.51259149	0.00000000	0.21528323	0.51259149	0.25330857	0.01881671
35	1.140714545787123e-6	2	0.46968058	0.00000000	0.14361715	0.46968058	0.35860073	0.02810154
36	1.144778083190472e-6	2	0.51592336	0.00000000	0.21363094	0.51592336	0.24107160	0.02937410
37	1.148788632674043e-6	2	0.46317467	0.00000000	0.27462985	0.46317467	0.22709177	0.03510372
38	1.154600118061849e-6	2	0.60586372	0.00000000	0.14268496	0.60586372	0.21633813	0.03511318
39	1.156287069362723e-6	2	0.54297941	0.00000000	0.21132161	0.54297941	0.20901375	0.03668524
40	1.161151997069985e-6	2	0.54102681	0.00000000	0.19224851	0.54102681	0.24843464	0.01829004
41	1.163727395658066e-6	2	0.52707965	0.00000000	0.21359614	0.52707965	0.20916411	0.05016010
42	1.171613654746884e-6	2	0.47756281	0.00000000	0.23580952	0.47756281	0.26089423	0.02573343
43	1.173115679726181e-6	2	0.41775097	0.00000000	0.27523096	0.41775097	0.28160038	0.02541769
44	1.174694631004910e-6	2	0.56852134	0.00000000	0.16393735	0.56852134	0.24081127	0.02673003
45	1.183588485491045e-6	2	0.39418240	0.00000000	0.31851731	0.39418240	0.23585479	0.05144550
46	1.188089079415030e-6	2	0.52170056	0.00000000	0.21491237	0.52170056	0.24018104	0.02320603
47	1.190692179733110e-6	2	0.49639518	0.00000000	0.21207979	0.49639518	0.27174272	0.01978231
48	1.191829412001896e-6	2	0.52148339	0.00000000	0.19672943	0.52148339	0.25086509	0.03092209
49	1.196597274671709e-6	2	0.41057473	0.00000000	0.20570744	0.41057473	0.35229928	0.03141855
50	1.197612356833924e-6	2	0.57635481	0.00000000	0.19244656	0.57635481	0.19624523	0.03495340
51	1.203792744241359e-6	2	0.55924425	0.00000000	0.14965943	0.55924425	0.26059586	0.03050046
52	1.209098810129263e-6	2	0.58389791	0.00000000	0.16669163	0.58389791	0.21875161	0.03065885
53	1.209806323995431e-6	2	0.52896835	0.00000000	0.17039787	0.52896835	0.28287938	0.01775441
54	1.213620190102849e-6	2	0.60774552	0.00000000	0.15079552	0.60774552	0.20916260	0.03229636
55	1.215855512499107e-6	2	0.41890557	0.00000000	0.24951848	0.41890557	0.29915608	0.03241987
56	1.220360016773742e-6	2	0.46809607	0.00000000	0.18902039	0.46809607	0.32623738	0.01664617
57	1.226027120875052e-6	2	0.59285494	0.00000000	0.14170256	0.59285494	0.24056680	0.02487569
58	1.230744013992035e-6	2	0.51460368	0.00000000	0.18015609	0.51460368	0.29276978	0.01247045
59	1.231892720132189e-6	2	0.54930508	0.00000000	0.21027544	0.54930508	0.21610782	0.02431166
60	1.236264642909335e-6	2	0.56110722	0.00000000	0.14069306	0.56110722	0.27871506	0.01948466
61	1.241047161578439e-6	2	0.47036015	0.00000000	0.18367605	0.47036015	0.33108484	0.01487896
62	1.243176238760967e-6	2	0.55652876	0.00000000	0.21789806	0.55652876	0.19238596	0.03318722
63	1.254362814711905e-6	2	0.47271993	0.00000000	0.27410633	0.47271993	0.24082696	0.01234678
64	1.256654943920391e-6	2	0.50599461	0.00000000	0.15878786	0.50599461	0.31844173	0.01677579
65	1.258493779311175e-6	2	0.53076251	0.00000000	0.15539610	0.53076251	0.27823931	0.03560208
66	1.258666817776902e-6	2	0.53472446	0.00000000	0.18581791	0.53472446	0.21422132	0.06523631
67	1.263238124011900e-6	2	0.52260893	0.00000000	0.20394191	0.52260893	0.24170667	0.03174249
68	1.271065188299907e-6	2	0.45588773	0.00000000	0.17500829	0.45588773	0.35981549	0.00928849
69	1.274886745641455e-6	2	0.58065128	0.00000000	0.13065395	0.58065128	0.21213956	0.07655521
70	1.275631615697912e-6	2	0.54983703	0.00000000	0.15129964	0.54983703	0.23704828	0.06181506
71	1.276571962203619e-6	2	0.53104688	0.00000000	0.17851154	0.53104688	0.28068753	0.00975405
72	1.283178910422014e-6	2	0.53225846	0.00000000	0.13261187	0.53225846	0.28965556	0.04547411
73	1.292047808498070e-6	2	0.54669417	0.00000000	0.12011504	0.54669417	0.28429349	0.04889730
74	1.295977661269510e-6	2	0.54061534	0.00000000	0.17642567	0.54061534	0.22280711	0.06015188
75	1.300087371801309e-6	2	0.49160059	0.00000000	0.22356542	0.49160059	0.23587674	0.04895724
76	1.301955300572495e-6	2	0.46544636	0.00000000	0.21927648	0.46544636	0.29814795	0.01712922
77	1.306155501360565e-6	2	0.53481212	0.00000000	0.13576300	0.53481212	0.30204562	0.02737925
78	1.311442384776204e-6	2	0.52636086	0.00000000	0.13949603	0.52636086	0.25574704	0.07839607
79	1.315207965624993e-6	2	0.50646098	0.00000000	0.16184207	0.50646098	0.31428671	0.01741024
80	1.321613100195492e-6	2	0.51907828	0.00000000	0.19127093	0.51907828	0.25979430	0.02985648
81	1.321915314449293e-6	2	0.50538401	0.00000000	0.23580148	0.50538401	0.23496298	0.02385153
82	1.329409602415401e-6	2	0.49319244	0.00000000	0.19117087	0.49319244	0.28759967	0.02803702
83	1.330957650470998e-6	2	0.46152219	0.00000000	0.22350449	0.46152219	0.27606176	0.03891156
84	1.336069592265362e-6	2	0.57326552	0.00000000	0.15126327	0.57326552	0.23783054	0.03764066
85	1.340911568351573e-6	2	0.54514006	0.00000000	0.11556575	0.54514006	0.31970788	0.01958631
86	1.343822175092562e-6	2	0.52025122	0.00000000	0.18998706	0.52025122	0.27245269	0.01730903
87	1.349123218983156e-6	2	0.45749575	0.00000000	0.16861053	0.45749575	0.34436103	0.02953269
88	1.355004536047754e-6	2	0.52662246	0.00000000	0.13269345	0.52662246	0.28054919	0.06013490
89	1.360142383132357e-6	2	0.58755910	0.00000000	0.13893794	0.58755910	0.24421829	0.02928467
90	1.366414562382856e-6	2	0.60638972	0.00000000	0.17544616	0.60638972	0.20015103	0.01801309
91	1.368542787574771e-6	2	0.40358849	0.00000000	0.23550356	0.40358849	0.33475911	0.02614885
92	1.369380406880225e-6	2	0.56835629	0.00000000	0.16517961	0.56835629	0.23881124	0.02765287
93	1.373530052854328e-6	2	0.43648259	0.00000000	0.20007383	0.43648259	0.34141858	0.02202500
94	1.381939247122402e-6	2	0.56411202	0.00000000	0.18375191	0.56411202	0.22536867	0.02676740
95	1.382737698594777e-6	2	0.46045360	0.00000000	0.20968427	0.46045360	0.30126839	0.02859374
96	1.389546627775228e-6	2	0.49239341	0.00000000	0.22588887	0.49239341	0.24840417	0.03331355
97	1.396923864112567e-6	2	0.43124329	0.00000000	0.24011961	0.43124329	0.28771696	0.04092014
98	1.400886702722126e-6	2	0.47541205	0.00000000	0.23531522	0.47541205	0.24740495	0.04186778
99	1.406047177571236e-6	2	0.48804326	0.00000000	0.19817950	0.48804326	0.26166888	0.05210837
100	1.411307368992955e-6	2	0.48271251	0.00000000	0.21221290	0.48271251	0.28137483	0.02369975
101	1.414057291559613e-6	2	0.46811145	0.00000000	0.23102413	0.46811145	0.28375680	0.01710762
102	1.416668734736802e-6	2	0.43148270	0.00000000	0.26563005	0.43148270	0.28361316	0.01927409
103	1.423345850135593e-6	2	0.47069226	0.00000000	0.15778782	0.47069226	0.34925174	0.02226818
104	1.424567064733845e-6	2	0.44355521	0.00000000	0.12337016	0.44355521	0.40851347	0.02456117
105	1.431690257633766e-6	2	0.40906009	0.00000000	0.28090555	0.40906009	0.24734600	0.06268836
106	1.435038751082031e-6	2	0.52243419	0.00000000	0.15449434	0.52243419	0.30152634	0.02154514
107	1.438879834584532e-6	2	0.43731154	0.00000000	0.28921713	0.43731154	0.23379133	0.03968000
108	1.447376397580510e-6	2	0.45335858	0.00000000	0.18557366	0.45335858	0.34294106	0.01812670
109	1.450891549335158e-6	2	0.44542569	0.00000000	0.25802586	0.44542569	0.27618757	0.02036088
110	1.458524207416887e-6	2	0.45658223	0.00000000	0.22046633	0.45658223	0.27880435	0.04414709
111	1.464139334779946e-6	2	0.54142431	0.00000000	0.15990340	0.54142431	0.27810844	0.02056385
112	1.470181667629520e-6	2	0.54977079	0.00000000	0.14562049	0.54977079	0.28834983	0.01625890
113	1.473251896751417e-6	2	0.65797135	0.00000000	0.09634729	0.65797135	0.23416995	0.01151140
114	1.478604810379345e-6	2	0.44149871	0.00000000	0.21967458	0.44149871	0.31130666	0.02752005
115	1.482759899605117e-6	2	0.49501817	0.00000000	0.17874594	0.49501817	0.29575911	0.03047678
116	1.484848760122429e-6	2	0.38012203	0.00000000	0.30594276	0.38012203	0.29913963	0.01479557
117	1.487973631421385e-6	3	0.40096438	0.00000000	0.24011721	0.34383714	0.40096438	0.01508126
118	1.497575955909008e-6	2	0.42934427	0.00000000	0.26025318	0.42934427	0.29242884	0.01797371
119	1.498846707790911e-6	3	0.43323267	0.00000000	0.12734415	0.42590087	0.43323267	0.01352231
120	1.502929746640835e-6	2	0.49514518	0.00000000	0.18675224	0.49514518	0.30705352	0.01104907
121	1.512191600287384e-6	2	0.47702984	0.00000000	0.19239150	0.47702984	0.30473976	0.02583891
122	1.521447985660405e-6	2	0.42785608	0.00000000	0.24026664	0.42785608	0.29280341	0.03907387
123	1.523167254517448e-6	2	0.53753677	0.00000000	0.13289874	0.53753677	0.30650911	0.02305537
124	1.533384871385980e-6	2	0.53531848	0.00000000	0.14024868	0.53531848	0.30219360	0.02223925
125	1.537495190523950e-6	2	0.41552800	0.00000000	0.24039113	0.41552800	0.28955041	0.05453046
126	1.542068748951613e-6	2	0.46867817	0.00000000	0.19018657	0.46867817	0.31526406	0.02587121
127	1.543537121893379e-6	2	0.50584011	0.00000000	0.12821491	0.50584011	0.35418884	0.01175614
128	1.546628499577555e-6	2	0.49139918	0.00000000	0.24549598	0.49139918	0.22493618	0.03816866
129	1.549719696938708e-6	2	0.45457555	0.00000000	0.22124324	0.45457555	0.29524625	0.02893495
130	1.558535122761617e-6	2	0.49216827	0.00000000	0.16593267	0.49216827	0.33185831	0.01004075
131	1.563122662203365e-6	2	0.51989277	0.00000000	0.15061088	0.51989277	0.30386272	0.02563363
132	1.566668446154325e-6	2	0.50132420	0.00000000	0.20718443	0.50132420	0.25857969	0.03291168
133	1.573082922695768e-6	2	0.51943017	0.00000000	0.13278685	0.51943017	0.32912802	0.01865495
134	1.581913240179578e-6	2	0.46691612	0.00000000	0.21655457	0.46691612	0.29150141	0.02502791
135	1.584805207375155e-6	2	0.39543715	0.00000000	0.20815044	0.39543715	0.37650821	0.01990421
136	1.589725458219192e-6	2	0.46080818	0.00000000	0.23088405	0.46080818	0.27226367	0.03604411
137	1.592730726342503e-6	2	0.40757305	0.00000000	0.28076843	0.40757305	0.27988557	0.03177295
138	1.602225173874446e-6	2	0.51151354	0.00000000	0.15697108	0.51151354	0.30206568	0.02944970
139	1.606893462422589e-6	2	0.46448675	0.00000000	0.21633791	0.46448675	0.29164112	0.02753422
140	1.608861511242362e-6	2	0.49102298	0.00000000	0.15955346	0.49102298	0.31654050	0.03288306
141	1.617819236207229e-6	2	0.46847998	0.00000000	0.19595933	0.46847998	0.31062895	0.02493173
142	1.626042943012431e-6	2	0.47557413	0.00000000	0.18413320	0.47557413	0.30302403	0.03726865
143	1.629223497607818e-6	2	0.44400948	0.00000000	0.19129965	0.44400948	0.33251512	0.03217575
144	1.631281658984010e-6	2	0.52757092	0.00000000	0.17750779	0.52757092	0.28043978	0.01448151
145	1.636292367961466e-6	2	0.51117470	0.00000000	0.16162190	0.51117470	0.29622440	0.03097900
146	1.639891901715732e-6	2	0.44158744	0.00000000	0.13166268	0.44158744	0.40713401	0.01961587
147	1.645657244247289e-6	2	0.55527141	0.00000000	0.10311360	0.55527141	0.31127810	0.03033688
148	1.655561120988236e-6	2	0.50632537	0.00000000	0.14491370	0.50632537	0.31440637	0.03435456
149	1.657010647892979e-6	2	0.53126251	0.00000000	0.17305478	0.53126251	0.26887622	0.02680648
150	1.664921871505490e-6	2	0.52025877	0.00000000	0.12990738	0.52025877	0.30960711	0.04022674
151	1.666143106480984e-6	2	0.46220343	0.00000000	0.18220706	0.46220343	0.33126261	0.02432690
152	1.676143201345905e-6	2	0.42913918	0.00000000	0.19635021	0.42913918	0.34006273	0.03444788
153	1.683377135760469e-6	2	0.45599745	0.00000000	0.19795650	0.45599745	0.31301438	0.03303168
154	1.690482595462241e-6	2	0.51410054	0.00000000	0.16721294	0.51410054	0.27158937	0.04709715
155	1.695849069246995e-6	2	0.52158809	0.00000000	0.16879022	0.52158809	0.27568667	0.03393502
156	1.699401070756349e-6	2	0.47234472	0.00000000	0.18002663	0.47234472	0.31209811	0.03553054
157	1.701467856641992e-6	2	0.49700671	0.00000000	0.18328421	0.49700671	0.28619073	0.03351834
158	1.706814906194601e-6	2	0.45036824	0.00000000	0.14373809	0.45036824	0.37549269	0.03040098
159	1.713758284767816e-6	2	0.47654037	0.00000000	0.16697059	0.47654037	0.30800191	0.04848712
160	1.715700719473594e-6	2	0.48351311	0.00000000	0.19933323	0.48351311	0.29218450	0.02496916
161	1.724560580058673e-6	2	0.48382576	0.00000000	0.08191047	0.48382576	0.40697787	0.02728591
162	1.728428915558069e-6	2	0.53143973	0.00000000	0.14387638	0.53143973	0.30568613	0.01899776
163	1.732786352085874e-6	2	0.46253362	0.00000000	0.17849651	0.46253362	0.31636653	0.04260334
164	1.737040566400653e-6	2	0.55919647	0.00000000	0.14815725	0.55919647	0.26474714	0.02789914
165	1.742464900088873e-6	2	0.49853616	0.00000000	0.16607081	0.49853616	0.28594885	0.04944417
166	1.747316373148171e-6	2	0.36305499	0.00000000	0.24272822	0.36305499	0.36245691	0.03175988
167	1.751187072405733e-6	2	0.45284883	0.00000000	0.21642618	0.45284883	0.29100115	0.03972384
168	1.751461975943379e-6	2	0.41076689	0.00000000	0.19101961	0.41076689	0.37514310	0.02307040
169	1.757380223465240e-6	2	0.54233264	0.00000000	0.16850468	0.54233264	0.25864060	0.03052208
170	1.769681980967564e-6	2	0.50137888	0.00000000	0.09447980	0.50137888	0.38418886	0.01995246
171	1.770959201762206e-6	2	0.45843210	0.00000000	0.15476517	0.45843210	0.34992336	0.03687937
172	1.773107062274139e-6	2	0.44856994	0.00000000	0.19977646	0.44856994	0.30995940	0.04169421
173	1.776364940279359e-6	2	0.48139484	0.00000000	0.16054547	0.48139484	0.33326829	0.02479140
174	1.785347731692126e-6	2	0.46768254	0.00000000	0.16988362	0.46768254	0.34875357	0.01368027
175	1.788070777264174e-6	2	0.50260386	0.00000000	0.15544695	0.50260386	0.28489603	0.05705315
176	1.794462674039095e-6	2	0.48077254	0.00000000	0.17458177	0.48077254	0.29994688	0.04469881
177	1.803359339449938e-6	2	0.47142350	0.00000000	0.17787396	0.47142350	0.32113050	0.02957205
178	1.809903580750693e-6	2	0.47911650	0.00000000	0.17501868	0.47911650	0.31430755	0.03155728
179	1.813440591552061e-6	2	0.42920711	0.00000000	0.19913148	0.42920711	0.33476930	0.03689211
180	1.819947292217040e-6	2	0.52490725	0.00000000	0.12835482	0.52490725	0.30258011	0.04415781
181	1.824255635524726e-6	2	0.47261857	0.00000000	0.21967716	0.47261857	0.25655450	0.05114977
182	1.834235880957794e-6	2	0.52137523	0.00000000	0.13173249	0.52137523	0.30890901	0.03798327
183	1.840780599859782e-6	2	0.47808465	0.00000000	0.15335665	0.47808465	0.34019135	0.02836735
184	1.847233358210417e-6	2	0.50363169	0.00000000	0.15725330	0.50363169	0.31478162	0.02433340
185	1.848589830237650e-6	2	0.44113601	0.00000000	0.17953373	0.44113601	0.33464469	0.04468557
186	1.856258962330157e-6	2	0.52263238	0.00000000	0.12981774	0.52263238	0.29399449	0.05355539
187	1.864315930296172e-6	2	0.46015398	0.00000000	0.15696808	0.46015398	0.34030047	0.04257747
188	1.869801718256838e-6	2	0.45512249	0.00000000	0.15306944	0.45512249	0.33887318	0.05293489
189	1.876520754607954e-6	2	0.44390416	0.00000000	0.18696463	0.44390416	0.33846572	0.03066549
190	1.881329887681445e-6	2	0.49358701	0.00000000	0.16149411	0.49358701	0.31935415	0.02556473
191	1.889095617154802e-6	2	0.43614410	0.00000000	0.21698946	0.43614410	0.29533085	0.05153560
192	1.890875652295691e-6	2	0.47177636	0.00000000	0.13783640	0.47177636	0.30162416	0.08876309
193	1.898433618401676e-6	2	0.46532758	0.00000000	0.19022618	0.46532758	0.28764672	0.05679953
194	1.901602989196935e-6	2	0.46513908	0.00000000	0.15131822	0.46513908	0.35630676	0.02723594
195	1.913340868910783e-6	2	0.54052537	0.00000000	0.14028191	0.54052537	0.28432293	0.03486979
196	1.919253539541168e-6	2	0.42425161	0.00000000	0.22268568	0.42425161	0.30756714	0.04549557
197	1.923887069292439e-6	2	0.44258867	0.00000000	0.22265811	0.44258867	0.29465952	0.04009371
198	1.932394594578913e-6	2	0.56288921	0.00000000	0.15275336	0.56288921	0.24219846	0.04215897
199	1.938473454803637e-6	2	0.46428203	0.00000000	0.13805098	0.46428203	0.36902815	0.02863884
200	1.943206878696722e-6	2	0.52374508	0.00000000	0.11840131	0.52374508	0.31974238	0.03811123
201	1.949170973706400e-6	2	0.53868797	0.00000000	0.14007918	0.53868797	0.29844182	0.02279103
202	1.955763830049546e-6	2	0.49727665	0.00000000	0.17788749	0.49727665	0.29468856	0.03014729
203	1.961765925279775e-6	2	0.47333605	0.00000000	0.22124560	0.47333605	0.27257061	0.03284774
204	1.968847694777093e-6	2	0.48572085	0.00000000	0.16345306	0.48572085	0.32099594	0.02983015
205	1.976843421303007e-6	2	0.45032755	0.00000000	0.17418240	0.45032755	0.35293726	0.02255279
206	1.979940329629218e-6	2	0.49307041	0.00000000	0.17626680	0.49307041	0.26777478	0.06288802
207	1.992132957365368e-6	2	0.43532640	0.00000000	0.19265298	0.43532640	0.34409136	0.02792926
208	1.997169151123512e-6	2	0.50107783	0.00000000	0.12962094	0.50107783	0.33061332	0.03868792
209	2.002473174536951e-6	2	0.46726158	0.00000000	0.12290138	0.46726158	0.36215187	0.04768517
210	2.011057818082267e-6	2	0.50222526	0.00000000	0.16892915	0.50222526	0.29125588	0.03758971
211	2.014945882756807e-6	2	0.52349510	0.00000000	0.17039184	0.52349510	0.26540760	0.04070545
212	2.020857264674464e-6	2	0.52511596	0.00000000	0.14058620	0.52511596	0.31071835	0.02357948
213	2.028087054767901e-6	2	0.50684709	0.00000000	0.13994649	0.50684709	0.30698430	0.04622212
214	2.034807187793482e-6	2	0.43427224	0.00000000	0.22948702	0.43427224	0.28899163	0.04724911
215	2.043598828323756e-6	2	0.44297723	0.00000000	0.19958461	0.44297723	0.30393033	0.05350783
216	2.050361797367844e-6	2	0.51745150	0.00000000	0.15048030	0.51745150	0.30752560	0.02454260
217	2.054775641775481e-6	2	0.48706638	0.00000000	0.16854844	0.48706638	0.30543322	0.03895197
218	2.063888554278213e-6	2	0.46545423	0.00000000	0.12322738	0.46545423	0.39291563	0.01840276
219	2.071840423441804e-6	2	0.47203203	0.00000000	0.16938665	0.47203203	0.31042060	0.04816072
220	2.077556907304177e-6	2	0.46423807	0.00000000	0.14448376	0.46423807	0.33108100	0.06019717
221	2.085683553146267e-6	2	0.46954925	0.00000000	0.14974677	0.46954925	0.33988064	0.04082334
222	2.088395473354115e-6	2	0.47436159	0.00000000	0.18090632	0.47436159	0.30713437	0.03759771
223	2.094908070328617e-6	2	0.47727433	0.00000000	0.19141353	0.47727433	0.28286172	0.04845043
224	2.102290199995804e-6	2	0.47884832	0.00000000	0.12230621	0.47884832	0.37778519	0.02106028
225	2.108347640796045e-6	2	0.44475958	0.00000000	0.13814681	0.44475958	0.38554996	0.03154365
226	2.113588076437276e-6	2	0.38063391	0.00000000	0.20526527	0.38063391	0.36849376	0.04560706
227	2.123732290692840e-6	2	0.40359306	0.00000000	0.18427362	0.40359306	0.39045429	0.02167903
228	2.127601148869074e-6	2	0.51785384	0.00000000	0.13572685	0.51785384	0.29549146	0.05092785
229	2.134311466910170e-6	2	0.45117810	0.00000000	0.15709315	0.45117810	0.34125229	0.05047646
230	2.143948065189618e-6	2	0.49327512	0.00000000	0.12835607	0.49327512	0.35413989	0.02422891
231	2.149243344903599e-6	2	0.52167074	0.00000000	0.12022445	0.52167074	0.31283758	0.04526723
232	2.159043764204417e-6	2	0.48064366	0.00000000	0.17345708	0.48064366	0.29226178	0.05363748
233	2.161028675552929e-6	2	0.43084729	0.00000000	0.18910141	0.43084729	0.34731362	0.03273767
234	2.167490759071679e-6	2	0.42549249	0.00000000	0.15859768	0.42549249	0.37041561	0.04549422
235	2.170978995572274e-6	2	0.49563935	0.00000000	0.12170391	0.49563935	0.33479186	0.04786488
236	2.185998995905274e-6	2	0.54343239	0.00000000	0.13183881	0.54343239	0.29878283	0.02594597
237	2.189254587829764e-6	2	0.52211331	0.00000000	0.15664097	0.52211331	0.28287240	0.03837331
238	2.197398541769554e-6	2	0.49571722	0.00000000	0.13711470	0.49571722	0.32624384	0.04092425
239	2.205851964982454e-6	2	0.51166056	0.00000000	0.09570641	0.51166056	0.36398384	0.02864919
240	2.217136818705502e-6	2	0.40459519	0.00000000	0.19977532	0.40459519	0.34385746	0.05177203
241	2.223991752088334e-6	2	0.52061294	0.00000000	0.16358674	0.52061294	0.27242272	0.04337760
242	2.228441954813301e-6	2	0.45682346	0.00000000	0.16870364	0.45682346	0.32268066	0.05179224
243	2.236299352387225e-6	2	0.51445049	0.00000000	0.13864791	0.51445049	0.29589493	0.05100667
244	2.237396698988729e-6	2	0.49804343	0.00000000	0.16654640	0.49804343	0.30853070	0.02687948
245	2.244028869517417e-6	2	0.49077783	0.00000000	0.15690907	0.49077783	0.31753767	0.03477544
246	2.258808967433038e-6	2	0.48859917	0.00000000	0.14212887	0.48859917	0.33689838	0.03237358
247	2.263433643540119e-6	2	0.47686744	0.00000000	0.12432966	0.47686744	0.34677207	0.05203083
248	2.268717490772804e-6	2	0.40519195	0.00000000	0.15274762	0.40519195	0.37068782	0.07137261
249	2.274368889083380e-6	2	0.47066700	0.00000000	0.12213609	0.47066700	0.37538603	0.03181087
250	2.284824021147381e-6	2	0.51226252	0.00000000	0.14345466	0.51226252	0.29854732	0.04573551
251	2.291418330373253e-6	2	0.46793081	0.00000000	0.14170329	0.46793081	0.34859307	0.04177283
252	2.294895432374529e-6	2	0.44121821	0.00000000	0.21283209	0.44121821	0.29753044	0.04841926
253	2.301383129396745e-6	2	0.48462886	0.00000000	0.16498745	0.48462886	0.31420752	0.03617617
254	2.314267614089012e-6	3	0.41698149	0.00000000	0.15818749	0.36798069	0.41698149	0.05685033
255	2.318162514856002e-6	2	0.42164355	0.00000000	0.13697568	0.42164355	0.40856422	0.03281655
256	2.324223592088174e-6	2	0.48592301	0.00000000	0.15806848	0.48592301	0.29814216	0.05786635
257	2.343522784587080e-6	2	0.42332857	0.00000000	0.24440867	0.42332857	0.27770104	0.05456172
258	2.346165116367598e-6	2	0.46510464	0.00000000	0.13316943	0.46510464	0.34446639	0.05725954
259	2.356254447119277e-6	2	0.54504829	0.00000000	0.10497697	0.54504829	0.30383733	0.04613741
260	2.361430077692798e-6	2	0.47758827	0.00000000	0.15249132	0.47758827	0.32588674	0.04403367
261	2.371105348669199e-6	2	0.42497805	0.00000000	0.15575889	0.42497805	0.37960154	0.03966152
262	2.381261234985457e-6	2	0.50297883	0.00000000	0.16038590	0.50297883	0.29276677	0.04386849
263	2.385337862810791e-6	2	0.55207173	0.00000000	0.10704424	0.55207173	0.31007713	0.03080690
264	2.396849885238240e-6	2	0.48962016	0.00000000	0.13855109	0.48962016	0.34092978	0.03089897
265	2.401655864088271e-6	2	0.48610985	0.00000000	0.15271914	0.48610985	0.31965947	0.04151154
266	2.415089377897920e-6	2	0.42424766	0.00000000	0.15077191	0.42424766	0.37276598	0.05221446
267	2.422611801589035e-6	2	0.46144285	0.00000000	0.09810720	0.46144285	0.41445843	0.02599152
268	2.430339093075154e-6	2	0.41893939	0.00000000	0.25686959	0.41893939	0.29172725	0.03246376
269	2.438764241312786e-6	2	0.49267495	0.00000000	0.14966842	0.49267495	0.31303657	0.04462006
270	2.444879850709875e-6	2	0.52556129	0.00000000	0.12011446	0.52556129	0.32274274	0.03158150
271	2.453309888666752e-6	2	0.43321307	0.00000000	0.15812397	0.43321307	0.36616171	0.04250125
