N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
36	0.000000000000000e0	2.179496486720279e0	3.424676729854832e-2	3.803307012085789e-1	11.105594	1.248966996493128e1	0.0000000000
