N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
24	0.000000000000000e0	1.984809127391163e0	5.079144728528279e-2	3.803307012085789e-1	7.488086	1.035800491429381e1	0.0000000000
