k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
0	2.714798167567604e-6	2	0.75439848	0.00000000	0.10675721	0.75439848	0.08047390	0.05837040
1	2.817766482913115e-6	2	0.50190961	0.00000000	0.31988674	0.50190961	0.16255462	0.01564902
2	2.861213036609781e-6	2	0.69239236	0.00000000	0.15539434	0.69239236	0.12133525	0.03087805
3	2.916238873951829e-6	2	0.57643994	0.00000000	0.26642670	0.57643994	0.14411651	0.01301685
4	2.985521360380812e-6	2	0.57030898	0.00000000	0.28593197	0.57030898	0.14166847	0.00209058
5	3.005456930960304e-6	2	0.49808932	0.00000000	0.30081876	0.49808932	0.17475919	0.02633273
6	3.018558053049124e-6	2	0.68443473	0.00000000	0.16797525	0.68443473	0.14459075	0.00299927
7	3.051466460985495e-6	2	0.54988691	0.00000000	0.15101198	0.54988691	0.26683649	0.03226462
8	3.060688667585176e-6	2	0.44383307	0.00000000	0.29658970	0.44383307	0.22896780	0.03060944
9	3.061748462119779e-6	3	0.39371577	0.00000000	0.16450503	0.37596287	0.39371577	0.06581633
10	3.097506270712549e-6	2	0.58256602	0.00000000	0.13416807	0.58256602	0.26878509	0.01448082
11	3.103954599790560e-6	2	0.61929730	0.00000000	0.11443387	0.61929730	0.24951976	0.01674907
12	3.134884709453007e-6	1	0.39036479	0.00000000	0.39036479	0.36661645	0.21224084	0.03077792
13	3.158876181370295e-6	2	0.42686692	0.00000000	0.38682960	0.42686692	0.18281912	0.00348436
14	3.174769684882853e-6	2	0.59384086	0.00000000	0.14439297	0.59384086	0.24725863	0.01450754
15	3.199494106481722e-6	2	0.43281550	0.00000000	0.17529260	0.43281550	0.38304318	0.00884872
16	3.207117425413348e-6	2	0.67465653	0.00000000	0.07842444	0.67465653	0.23897020	0.00794883
17	3.228967149627657e-6	2	0.50208260	0.00000000	0.09879430	0.50208260	0.38724511	0.01187800
18	3.256084477786229e-6	2	0.50829207	0.00000000	0.24902156	0.50829207	0.21264440	0.03004197
19	3.274693155313947e-6	2	0.50713615	0.00000000	0.24876329	0.50713615	0.19448434	0.04961623
20	3.294787046580529e-6	2	0.39330379	0.00000000	0.38406751	0.39330379	0.20942648	0.01320222
21	3.320692057718381e-6	2	0.62088996	0.00000000	0.10767840	0.62088996	0.26469717	0.00673446
22	3.360876468992989e-6	2	0.55550718	0.00000000	0.16971799	0.55550718	0.26604564	0.00872920
23	3.368876889141313e-6	2	0.61908030	0.00000000	0.26266623	0.61908030	0.10347191	0.01478156
24	3.383237810783137e-6	2	0.53589159	0.00000000	0.23777103	0.53589159	0.17899845	0.04733893
25	3.403285857185579e-6	2	0.61045342	0.00000000	0.22389413	0.61045342	0.16266224	0.00299021
26	3.417050129124314e-6	2	0.61524963	0.00000000	0.09585992	0.61524963	0.27839143	0.01049902
27	3.424009236973224e-6	2	0.60888902	0.00000000	0.22469443	0.60888902	0.15949894	0.00691761
