N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
1680	0.000000000000000e0	2.850123594647759e0	7.500422226009484e-4	3.803307012085789e-1	507.079055	2.135826657946548e1	0.0000000000
