N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
7560	0.000000000000000e0	2.883010939448749e0	1.667297467967862e-4	3.803307012085789e-1	2281.120847	2.185401296968365e1	0.0000000000
