N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
10000	0.000000000000000e0	2.885915562620872e0	1.260769028977045e-4	3.803306999843197e-1	3016.656431	2.189807090229821e1	0.0000000000
