N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
55440	0.000000000000000e0	2.894554141478224e0	2.267633200002035e-5	3.803306999843197e-1	16772.143748	2.202936465106331e1	0.0000000000
