k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
0	1.263616262311915e-6	2	0.56529961	0.00000000	0.21705721	0.56529961	0.20815350	0.00948969
1	1.299938899385746e-6	2	0.48150710	0.00000000	0.34485201	0.48150710	0.17060119	0.00303970
2	1.330835657129930e-6	2	0.57606890	0.00000000	0.28963469	0.57606890	0.13169383	0.00260258
3	1.363402396553601e-6	2	0.44649848	0.00000000	0.35562748	0.44649848	0.19401993	0.00385411
4	1.386224897655257e-6	2	0.50681071	0.00000000	0.30811929	0.50681071	0.17516308	0.00990692
5	1.438056693238398e-6	2	0.61154887	0.00000000	0.21434298	0.61154887	0.15329588	0.02081227
6	1.476240323922218e-6	2	0.50305048	0.00000000	0.31052006	0.50305048	0.17321621	0.01321325
7	1.502243742158740e-6	2	0.42324218	0.00000000	0.38745964	0.42324218	0.18324271	0.00605548
8	1.536064958762242e-6	2	0.56261094	0.00000000	0.28370141	0.56261094	0.13346296	0.02022469
9	1.542782966846393e-6	2	0.50272763	0.00000000	0.29614393	0.50272763	0.19507768	0.00605076
10	1.575106582797325e-6	1	0.42918916	0.00000000	0.42918916	0.40186352	0.15501613	0.01393119
11	1.587216052368546e-6	2	0.44727393	0.00000000	0.30290558	0.44727393	0.23202866	0.01779184
12	1.598816966618745e-6	2	0.52204613	0.00000000	0.26103127	0.52204613	0.20192864	0.01499396
13	1.608432019083914e-6	2	0.47925666	0.00000000	0.21136271	0.47925666	0.28203788	0.02734274
14	1.626742855734897e-6	2	0.48959069	0.00000000	0.17546240	0.48959069	0.31449575	0.02045116
15	1.633033672350214e-6	2	0.55382543	0.00000000	0.21507243	0.55382543	0.22314962	0.00795252
16	1.647203456227016e-6	2	0.43583599	0.00000000	0.27937965	0.43583599	0.26339118	0.02139319
17	1.653699736148839e-6	2	0.42082001	0.00000000	0.13867962	0.42082001	0.40727057	0.03322979
18	1.668738386087182e-6	2	0.47712001	0.00000000	0.18706951	0.47712001	0.32208849	0.01372199
19	1.675087544991206e-6	2	0.43431264	0.00000000	0.29989780	0.43431264	0.24600465	0.01978490
20	1.684431607397264e-6	2	0.35662586	0.00000000	0.30480995	0.35662586	0.30037914	0.03818506
21	1.693301941334045e-6	2	0.44895434	0.00000000	0.25977608	0.44895434	0.26796678	0.02330281
22	1.695675389685849e-6	2	0.41410332	0.00000000	0.25803213	0.41410332	0.30022897	0.02763558
23	1.699458876263974e-6	2	0.55248913	0.00000000	0.19592094	0.55248913	0.22156239	0.03002755
24	1.706032760762116e-6	2	0.50022823	0.00000000	0.20490640	0.50022823	0.26673681	0.02812856
25	1.720550867828301e-6	2	0.50506390	0.00000000	0.21361471	0.50506390	0.27082609	0.01049530
26	1.726965218807119e-6	2	0.53863392	0.00000000	0.18954346	0.53863392	0.25508571	0.01673691
27	1.729765087264173e-6	2	0.57738589	0.00000000	0.21094934	0.57738589	0.20856526	0.00309951
28	1.735059278394481e-6	2	0.49928376	0.00000000	0.18538772	0.49928376	0.29648246	0.01884606
29	1.743503065932833e-6	2	0.53942932	0.00000000	0.17896356	0.53942932	0.24545551	0.03615161
30	1.749645846612106e-6	2	0.56162501	0.00000000	0.19821737	0.56162501	0.18745176	0.05270586
31	1.753062530410658e-6	2	0.44095958	0.00000000	0.19421766	0.44095958	0.35774450	0.00707826
32	1.760128963068652e-6	2	0.55357543	0.00000000	0.12553172	0.55357543	0.30423594	0.01665691
33	1.771125791179045e-6	2	0.50747429	0.00000000	0.23795109	0.50747429	0.24436324	0.01021138
34	1.777478426111872e-6	2	0.51056002	0.00000000	0.21507000	0.51056002	0.23514530	0.03922467
35	1.783813440362355e-6	2	0.46229282	0.00000000	0.19115041	0.46229282	0.34189504	0.00466173
