N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
48	0.000000000000000e0	2.296587303115968e0	2.582975138787033e-2	3.803307012085789e-1	14.724520	1.386770309121315e1	0.0000000000
