N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
60	0.000000000000000e0	2.376164605212704e0	2.073324553862991e-2	3.803306999843197e-1	18.344002	1.484539173750219e1	0.0000000000
