N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
6	0.000000000000000e0	1.074481707972750e0	1.823324555531066e-1	3.803306999843197e-1	2.085919	3.035544963411147e0	0.0000000000
