N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
720	0.000000000000000e0	2.807045684366667e0	1.748989275481239e-3	3.803307012085789e-1	217.457423	2.071751096896144e1	0.0000000000
