N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
840	0.000000000000000e0	2.816972740567690e0	1.499371243605332e-3	3.803307012085789e-1	253.660128	2.086430413291718e1	0.0000000000
