k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
0	1.033098679138301e-5	1	0.53580852	0.00000000	0.53580852	0.36200060	0.10102539	0.00116548
1	1.080112952140327e-5	1	0.54026199	0.00000000	0.54026199	0.29367727	0.16592234	0.00013840
2	1.103509719559459e-5	2	0.58861957	0.00000000	0.25095621	0.58861957	0.15986978	0.00055443
3	1.138544876560826e-5	2	0.46186386	0.00000000	0.14007839	0.46186386	0.39549234	0.00256541
4	1.148252084620250e-5	2	0.66270503	0.00000000	0.18515853	0.66270503	0.14233781	0.00979864
5	1.177518738652631e-5	2	0.70297504	0.00000000	0.20092375	0.70297504	0.07880522	0.01729600
6	1.185507696069730e-5	2	0.54639101	0.00000000	0.25402520	0.54639101	0.19684275	0.00274104
7	1.192492866793573e-5	2	0.52242234	0.00000000	0.21883181	0.52242234	0.25845582	0.00029003
8	1.216182444693026e-5	2	0.42869235	0.00000000	0.28044697	0.42869235	0.29001892	0.00084177
9	1.240679934489183e-5	2	0.43487613	0.00000000	0.36903496	0.43487613	0.19509297	0.00099593
10	1.243691520925057e-5	2	0.76433564	0.00000000	0.09876989	0.76433564	0.13658368	0.00031078
11	1.259986075840158e-5	2	0.49014805	0.00000000	0.14602368	0.49014805	0.35948535	0.00434291
12	1.274955661320088e-5	2	0.45714255	0.00000000	0.31324719	0.45714255	0.22810126	0.00150901
13	1.288277881044654e-5	2	0.54942810	0.00000000	0.23501311	0.54942810	0.21400361	0.00155517
14	1.311732395504162e-5	2	0.51432926	0.00000000	0.33885068	0.51432926	0.14140886	0.00541120
15	1.323152666387417e-5	2	0.48475378	0.00000000	0.37531703	0.48475378	0.13773095	0.00219825
16	1.332671382446317e-5	2	0.65419206	0.00000000	0.22684402	0.65419206	0.08333163	0.03563229
17	1.371230174508857e-5	2	0.54641896	0.00000000	0.34378535	0.54641896	0.04378704	0.06600865
18	1.375164272682398e-5	2	0.73494825	0.00000000	0.16699280	0.73494825	0.05466353	0.04339543
19	1.379610798773248e-5	2	0.66025649	0.00000001	0.25840860	0.66025649	0.07733229	0.00400262
20	1.405753179678343e-5	2	0.68149073	0.00000000	0.13498700	0.68149073	0.18274970	0.00077257
21	1.407389071711242e-5	2	0.62514673	0.00000000	0.26057915	0.62514673	0.10959183	0.00468229
22	1.426419730008790e-5	2	0.87771406	0.00000000	0.07297349	0.87771406	0.04894980	0.00036265
23	1.434391243206364e-5	2	0.66083274	0.00000000	0.16066548	0.66083274	0.17653940	0.00196238
24	1.454111068049833e-5	2	0.53799970	0.00000000	0.36275473	0.53799970	0.09813755	0.00110802
25	1.478530685063459e-5	2	0.40829842	0.00000000	0.28514658	0.40829842	0.30649352	0.00006148
26	1.496735924258744e-5	2	0.49521896	0.00000000	0.22715774	0.49521896	0.27500711	0.00261619
27	1.506414476510841e-5	2	0.54869122	0.00000000	0.20383919	0.54869122	0.24693371	0.00053588
28	1.524118719530287e-5	1	0.49143668	0.00000000	0.49143668	0.30174088	0.20207968	0.00474277
29	1.542403420662331e-5	2	0.39598411	0.00000000	0.32590207	0.39598411	0.27811033	0.00000349
30	1.564558253944256e-5	2	0.38767519	0.00000000	0.33776576	0.38767519	0.27455085	0.00000820
31	1.586473636745873e-5	2	0.69917207	0.00000000	0.15399272	0.69917207	0.14676196	0.00007325
32	1.604741893178833e-5	2	0.45968783	0.00000000	0.41016743	0.45968783	0.12938364	0.00076109
33	1.629501292519516e-5	2	0.80854248	0.00000000	0.05351451	0.80854248	0.13792947	0.00001354
34	1.637273598344036e-5	2	0.75608123	0.00000000	0.10871123	0.75608123	0.13496449	0.00024305
35	1.677478347665501e-5	2	0.62622959	0.00000000	0.20219789	0.62622959	0.17123302	0.00033950
36	1.681137100864232e-5	2	0.56163195	0.00000000	0.28681964	0.56163195	0.15050398	0.00104443
37	1.708141469401058e-5	2	0.57994774	0.00000000	0.31151960	0.57994774	0.10835613	0.00017653
38	1.726761284532375e-5	2	0.52045162	0.00000000	0.33566907	0.52045162	0.14357989	0.00029942
39	1.739173107120933e-5	2	0.58282297	0.00000000	0.17716440	0.58282297	0.23968289	0.00032974
40	1.776115008041146e-5	2	0.42311260	0.00000000	0.24560763	0.42311260	0.33114003	0.00013974
41	1.788912702964137e-5	2	0.45307925	0.00000000	0.22463682	0.45307925	0.32116594	0.00111799
42	1.817326777889373e-5	1	0.47992679	0.00000000	0.47992679	0.39595966	0.12124499	0.00286856
43	1.839517370549792e-5	1	0.36340968	0.00000001	0.36340968	0.35214375	0.28399797	0.00044860
44	1.868517990433765e-5	2	0.47139496	0.00000000	0.20329627	0.47139496	0.32387019	0.00143858
45	1.878419953655185e-5	2	0.40661553	0.00000000	0.32310327	0.40661553	0.26963648	0.00064472
46	1.897181255872043e-5	2	0.46865210	0.00000000	0.40765238	0.46865210	0.12325341	0.00044211
47	1.921082815852877e-5	2	0.46077544	0.00000000	0.19298527	0.46077544	0.34447371	0.00176558
48	1.958314801039646e-5	2	0.42004133	0.00000000	0.32099118	0.42004133	0.25580582	0.00316166
49	1.965649796712384e-5	2	0.46642312	0.00000000	0.15266136	0.46642312	0.37798738	0.00292815
50	2.003421577472751e-5	2	0.41954300	0.00000000	0.35239434	0.41954300	0.22762904	0.00043363
51	2.008082048564070e-5	2	0.42780336	0.00000000	0.39709795	0.42780336	0.17491876	0.00017993
52	2.033979532486382e-5	2	0.55472870	0.00000000	0.26205299	0.55472870	0.18006381	0.00315450
53	2.062416741096813e-5	2	0.47315069	0.00000000	0.23179326	0.47315069	0.28779529	0.00726076
54	2.072308086953084e-5	2	0.52198047	0.00000000	0.24293997	0.52198047	0.22825913	0.00682042
55	2.111471251127128e-5	2	0.59373352	0.00000000	0.13011935	0.59373352	0.25995178	0.01619535
56	2.130676570345595e-5	2	0.53116235	0.00000000	0.24119409	0.53116235	0.18964354	0.03800002
57	2.140798763091276e-5	2	0.63805197	0.00000000	0.14337189	0.63805197	0.20994350	0.00863264
58	2.172311520838349e-5	2	0.56034082	0.00000000	0.14859394	0.56034082	0.28723919	0.00382604
59	2.197457518813637e-5	2	0.62495213	0.00000000	0.13387095	0.62495213	0.20681199	0.03436493
60	2.204320042233532e-5	2	0.47222230	0.00000000	0.36709732	0.47222230	0.15954368	0.00113670
61	2.253606621983038e-5	2	0.48070554	0.00000000	0.23355692	0.48070554	0.28256662	0.00317091
62	2.260470418239682e-5	2	0.46156138	0.00000000	0.15867962	0.46156138	0.37329009	0.00646891
63	2.284770596208966e-5	2	0.47174051	0.00000000	0.24062483	0.47174051	0.28481588	0.00281878
64	2.322863696393584e-5	2	0.63074368	0.00000000	0.15255439	0.63074368	0.19395427	0.02274767
65	2.345707970758256e-5	2	0.51750695	0.00000001	0.20023119	0.51750695	0.26973290	0.01252895
66	2.366963851156477e-5	2	0.46016379	0.00000000	0.39672694	0.46016379	0.13781172	0.00529755
67	2.392965456917177e-5	2	0.60205166	0.00000000	0.16492578	0.60205166	0.23170089	0.00132166
68	2.417684086958778e-5	2	0.45598788	0.00000000	0.32117258	0.45598788	0.22094920	0.00189034
69	2.464339023597822e-5	2	0.51759476	0.00000000	0.24115097	0.51759476	0.23192164	0.00933263
70	2.482524907694627e-5	2	0.54351990	0.00000000	0.22632871	0.54351990	0.22898595	0.00116545
71	2.524039070211963e-5	2	0.49924098	0.00000000	0.22841680	0.49924098	0.26333267	0.00900954
72	2.543278593692846e-5	2	0.52161358	0.00000000	0.25336341	0.52161358	0.19969210	0.02533092
73	2.568106847661437e-5	2	0.50320117	0.00000000	0.24138489	0.50320117	0.25170252	0.00371142
74	2.599396189368364e-5	2	0.49345723	0.00000000	0.15293161	0.49345723	0.34906857	0.00454259
75	2.630669168328467e-5	2	0.54902235	0.00000000	0.14563592	0.54902235	0.28794155	0.01740018
76	2.644137997100851e-5	2	0.51898586	0.00000000	0.16096600	0.51898586	0.29621075	0.02383739
77	2.695057400527925e-5	2	0.63469277	0.00000002	0.17458628	0.63469277	0.18575132	0.00496962
78	2.709561199404226e-5	2	0.59404165	0.00000001	0.16513823	0.59404165	0.22247467	0.01834545
79	2.741535022065347e-5	2	0.62537755	0.00000000	0.09575533	0.62537755	0.27821430	0.00065282
80	2.762478871036695e-5	2	0.67134695	0.00000000	0.14025604	0.67134695	0.17555570	0.01284131
81	2.780129614477955e-5	2	0.60631662	0.00000000	0.15098021	0.60631662	0.23339576	0.00930741
82	2.803233817557713e-5	2	0.60415888	0.00000000	0.14391643	0.60415888	0.21375168	0.03817301
83	2.879630325224677e-5	2	0.52901145	0.00000000	0.22532178	0.52901145	0.23707350	0.00859327
84	2.896048732366112e-5	2	0.47065789	0.00000000	0.17926178	0.47065789	0.32612236	0.02395797
85	2.919883314940208e-5	2	0.52787462	0.00000000	0.16232644	0.52787462	0.27577934	0.03401959
86	2.935084389766053e-5	2	0.58386137	0.00000001	0.10223062	0.58386137	0.30004376	0.01386425
87	2.967501550984342e-5	2	0.50700121	0.00000000	0.18798457	0.50700121	0.29243091	0.01258331
88	3.006708562076810e-5	2	0.58673512	0.00000001	0.12968465	0.58673512	0.27484833	0.00873189
89	3.025494388034362e-5	2	0.60495215	0.00000001	0.13043736	0.60495215	0.25867566	0.00593483
90	3.084214660153303e-5	2	0.56182761	0.00000000	0.19678592	0.56182761	0.21687084	0.02451562
91	3.093889508773120e-5	2	0.49562035	0.00000001	0.19196640	0.49562035	0.30536518	0.00704807
92	3.135666765622764e-5	2	0.44280187	0.00000000	0.37570935	0.44280187	0.17212864	0.00936013
93	3.158877301675706e-5	2	0.72032979	0.00000000	0.09543317	0.72032979	0.17686398	0.00737305
94	3.189978032247146e-5	2	0.58636299	0.00000000	0.19223565	0.58636299	0.19728306	0.02411830
95	3.218425128300107e-5	2	0.62708927	0.00000000	0.13442964	0.62708927	0.22320427	0.01527682
96	3.280842465042705e-5	2	0.49499499	0.00000000	0.20795336	0.49499499	0.29557784	0.00147381
97	3.319954220243713e-5	2	0.59298400	0.00000000	0.14090309	0.59298400	0.26360274	0.00251016
98	3.388900914885049e-5	2	0.52600423	0.00000002	0.14819179	0.52600423	0.32006034	0.00574361
99	3.426043258760329e-5	2	0.47342441	0.00000000	0.19347695	0.47342441	0.29597371	0.03712492
100	3.458794515889400e-5	2	0.56940674	0.00000001	0.15959623	0.56940674	0.26902045	0.00197657
101	3.501642783930645e-5	2	0.50459814	0.00000000	0.19953000	0.50459814	0.29493977	0.00093208
102	3.525862296457392e-5	2	0.57986348	0.00000000	0.21247833	0.57986348	0.20646350	0.00119469
103	3.537499394418450e-5	2	0.59866794	0.00000000	0.09843733	0.59866794	0.29600013	0.00689459
104	3.601348055053575e-5	2	0.62924266	0.00000000	0.15689311	0.62924266	0.20111305	0.01275118
105	3.637310899426241e-5	2	0.58036386	0.00000000	0.14607348	0.58036386	0.25951502	0.01404763
106	3.644568266421604e-5	2	0.59424901	0.00000000	0.15549965	0.59424901	0.24836397	0.00188737
107	3.687261274193276e-5	2	0.53245255	0.00000001	0.16659709	0.53245255	0.30034622	0.00060413
108	3.715708319990235e-5	2	0.53250775	0.00000002	0.12999096	0.53250775	0.33068133	0.00681994
