N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
12	0.000000000000000e0	1.570305890917824e0	9.811067222256001e-2	3.803306999843197e-1	3.876548	6.483464498534782e0	0.0000000000
