k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
27	2.477052313397721e-6	2	0.71542122	0.00000000	0.10468180	0.71542122	0.17318981	0.00670717
28	2.504917427033017e-6	2	0.56357626	0.00000000	0.18425518	0.56357626	0.23211534	0.02005322
29	2.505603918925988e-6	2	0.73493402	0.00000000	0.10574159	0.73493402	0.12726228	0.03206211
30	2.512786960008177e-6	2	0.59789573	0.00000000	0.13113382	0.59789573	0.26505501	0.00591544
31	2.531452534109268e-6	2	0.46327729	0.00000000	0.23137343	0.46327729	0.27213645	0.03321283
32	2.542943819182218e-6	2	0.50274552	0.00000000	0.10286012	0.50274552	0.36755239	0.02684197
33	2.556411675286091e-6	2	0.52730616	0.00000000	0.28298968	0.52730616	0.16574882	0.02395534
34	2.577436466938558e-6	2	0.63304595	0.00000000	0.12224819	0.63304595	0.19323933	0.05146653
35	2.584061143411469e-6	2	0.48984481	0.00000000	0.25895042	0.48984481	0.24461085	0.00659391
36	2.592238372507027e-6	2	0.55097228	0.00000000	0.12238911	0.55097228	0.28930361	0.03733500
37	2.612114417903494e-6	2	0.49274567	0.00000000	0.24128674	0.49274567	0.24930347	0.01666413
38	2.621836274568596e-6	2	0.50442399	0.00000000	0.24992287	0.50442399	0.21948924	0.02616390
39	2.635997133985135e-6	2	0.50274144	0.00000000	0.12327580	0.50274144	0.33409140	0.03989136
40	2.647126219603187e-6	2	0.50481817	0.00000000	0.15508982	0.50481817	0.33222778	0.00786423
41	2.666866798230932e-6	2	0.56160866	0.00000000	0.19509384	0.56160866	0.22505646	0.01824105
42	2.691553212632393e-6	2	0.51107432	0.00000000	0.12044308	0.51107432	0.32768110	0.04080150
43	2.702136240069086e-6	2	0.56502963	0.00000000	0.13896114	0.56502963	0.20740090	0.08860834
44	2.708249242724346e-6	2	0.60958529	0.00000000	0.15669429	0.60958529	0.22199710	0.01172333
45	2.729366832535126e-6	2	0.48607686	0.00000000	0.31833107	0.48607686	0.17722459	0.01836748
46	2.749757933233581e-6	2	0.61103395	0.00000000	0.17112588	0.61103395	0.21160044	0.00623973
47	2.757716855249543e-6	2	0.60837746	0.00000000	0.12899348	0.60837746	0.25233262	0.01029645
48	2.769124690953335e-6	2	0.46363622	0.00000000	0.37607944	0.46363622	0.14847371	0.01181063
49	2.783672544278233e-6	2	0.41423806	0.00000000	0.34912380	0.41423806	0.22457907	0.01205907
50	2.801612527555250e-6	2	0.45632767	0.00000000	0.29724766	0.45632767	0.23740952	0.00901515
51	2.806926407470342e-6	2	0.49792851	0.00000000	0.21901754	0.49792851	0.27894395	0.00410999
52	2.815291814285547e-6	3	0.49903828	0.00000000	0.13717343	0.35853716	0.49903828	0.00525112
53	2.829163416936238e-6	2	0.65306778	0.00000000	0.15309276	0.65306778	0.18992899	0.00391048
54	2.842402604166502e-6	2	0.44145399	0.00000000	0.27339630	0.44145399	0.28304596	0.00210375
55	2.866236466344610e-6	2	0.51835408	0.00000000	0.28876263	0.51835408	0.17887628	0.01400702
56	2.871450153152874e-6	2	0.47507329	0.00000000	0.21979486	0.47507329	0.29263463	0.01249722
57	2.882434051640996e-6	2	0.44547627	0.00000000	0.26464799	0.44547627	0.27756317	0.01231257
58	2.906087211934184e-6	2	0.38078559	0.00000000	0.31495272	0.38078559	0.29918457	0.00507711
59	2.927173490662256e-6	2	0.35402710	0.00000000	0.34811288	0.35402710	0.28658557	0.01127444
60	2.935992964235313e-6	1	0.34312857	0.00000000	0.34312857	0.32546163	0.32550810	0.00590170
61	2.959723239749270e-6	2	0.51626616	0.00000000	0.28986673	0.51626616	0.18377745	0.01008967
62	2.982813458194596e-6	2	0.55712628	0.00000000	0.22987096	0.55712628	0.20677534	0.00622742
63	2.994387148811647e-6	2	0.47947347	0.00000000	0.28434502	0.47947347	0.23328272	0.00289879
64	3.006451545891060e-6	2	0.62671726	0.00000000	0.12807463	0.62671726	0.23145196	0.01375615
65	3.026984067905287e-6	2	0.48721655	0.00000000	0.33912117	0.48721655	0.15828945	0.01537283
66	3.034443623068269e-6	2	0.50288710	0.00000000	0.27943017	0.50288710	0.20491533	0.01276741
67	3.060977113157466e-6	2	0.42502793	0.00000000	0.24643325	0.42502793	0.30703030	0.02150852
68	3.078741044348624e-6	2	0.48266367	0.00000000	0.13132232	0.48266367	0.34592319	0.04009082
69	3.090858373519933e-6	2	0.59861391	0.00000000	0.20367900	0.59861391	0.18215199	0.01555510
70	3.095805352935648e-6	2	0.55260442	0.00000000	0.21463425	0.55260442	0.20853620	0.02422513
71	3.127169238918375e-6	2	0.58599593	0.00000000	0.11581122	0.58599593	0.28137316	0.01681969
72	3.150548617977380e-6	2	0.52872577	0.00000000	0.14361472	0.52872577	0.29141695	0.03624256
73	3.162604615442083e-6	2	0.51292361	0.00000000	0.30274474	0.51292361	0.17129987	0.01303178
74	3.180424525614537e-6	2	0.42054663	0.00000000	0.32746551	0.42054663	0.24571812	0.00626974
75	3.195772161609742e-6	2	0.64189119	0.00000000	0.12695320	0.64189119	0.22086371	0.01029190
76	3.224262245865169e-6	2	0.47082786	0.00000000	0.20539958	0.47082786	0.31207642	0.01169614
77	3.231781928572678e-6	2	0.64240585	0.00000000	0.09111431	0.64240585	0.25849642	0.00798342
78	3.262545800364103e-6	2	0.51096075	0.00000000	0.16698153	0.51096075	0.30780970	0.01424802
79	3.280983061111455e-6	2	0.48862598	0.00000000	0.25365613	0.48862598	0.22704718	0.03067071
80	3.291350276651414e-6	2	0.51864447	0.00000000	0.22090559	0.51864447	0.21982729	0.04062265
81	3.311413975542171e-6	2	0.40798288	0.00000000	0.37285254	0.40798288	0.20918325	0.00998134
82	3.344452363205038e-6	2	0.52871375	0.00000000	0.10773052	0.52871375	0.35796438	0.00559135
83	3.355176824440645e-6	2	0.50392301	0.00000000	0.20373500	0.50392301	0.25429698	0.03804501
84	3.391905704625246e-6	2	0.53819783	0.00000000	0.30652612	0.53819783	0.14825903	0.00701702
85	3.401732589869960e-6	2	0.69800374	0.00000000	0.15516582	0.69800374	0.13478496	0.01204547
86	3.411798371152787e-6	2	0.53649914	0.00000000	0.20456024	0.53649914	0.24687168	0.01206894
87	3.421739522829882e-6	2	0.58281021	0.00000000	0.24118749	0.58281021	0.16842089	0.00758141
88	3.442929877225293e-6	2	0.64130766	0.00000000	0.16568247	0.64130766	0.18589445	0.00711542
89	3.478615013112754e-6	2	0.49857206	0.00000000	0.28166435	0.49857206	0.21302735	0.00673623
90	3.500025525055659e-6	2	0.60471573	0.00000000	0.16902657	0.60471573	0.21639007	0.00986763
91	3.518598368979224e-6	2	0.53294366	0.00000000	0.27783380	0.53294366	0.17062472	0.01859782
92	3.527734324724668e-6	2	0.52321358	0.00000000	0.18414097	0.52321358	0.25268161	0.03996385
93	3.546418864174929e-6	2	0.57537806	0.00000000	0.26104702	0.57537806	0.15672260	0.00685232
94	3.572520705420311e-6	2	0.41498774	0.00000000	0.20580103	0.41498774	0.34036971	0.03884152
95	3.612857049618645e-6	2	0.48786990	0.00000000	0.26762907	0.48786990	0.23775863	0.00674239
96	3.626660368869203e-6	2	0.56285166	0.00000000	0.10578376	0.56285166	0.32062378	0.01074080
97	3.643406761663268e-6	2	0.54994426	0.00000000	0.21880527	0.54994426	0.22075987	0.01049059
98	3.673660309152297e-6	2	0.54544593	0.00000000	0.22645815	0.54544593	0.19389056	0.03420536
99	3.697970815271766e-6	2	0.52364945	0.00000000	0.23562171	0.52364945	0.23265164	0.00807721
100	3.718332662283291e-6	2	0.51893446	0.00000000	0.15608242	0.51893446	0.30360623	0.02137689
101	3.729039956371755e-6	2	0.41265462	0.00000000	0.24870023	0.41265462	0.32454521	0.01409994
102	3.750027297853810e-6	2	0.47785679	0.00000000	0.29839681	0.47785679	0.21314719	0.01059922
103	3.776871034999919e-6	2	0.50157220	0.00000000	0.17158384	0.50157220	0.31816831	0.00867565
104	3.795655223599310e-6	2	0.38728464	0.00000000	0.28600746	0.38728464	0.30162649	0.02508141
105	3.814085946870502e-6	3	0.38562800	0.00000000	0.27812131	0.32886103	0.38562800	0.00738967
106	3.836797547796446e-6	3	0.40260884	0.00000000	0.18843836	0.39447220	0.40260884	0.01448060
107	3.854366879617206e-6	3	0.39127761	0.00000000	0.24901895	0.35247656	0.39127761	0.00722687
108	3.873579779155983e-6	2	0.47605656	0.00000000	0.17922033	0.47605656	0.32953297	0.01519014
109	3.893948955200138e-6	2	0.49375513	0.00000000	0.18598324	0.49375513	0.31088470	0.00937693
110	3.920691868518820e-6	2	0.49210688	0.00000000	0.25318273	0.49210688	0.23857234	0.01613806
111	3.929123764021628e-6	2	0.49561047	0.00000000	0.17486267	0.49561047	0.32339615	0.00613071
112	3.936786716777492e-6	2	0.41622874	0.00000000	0.19707213	0.41622874	0.37663302	0.01006611
113	3.970026548534200e-6	2	0.39037422	0.00000000	0.26782162	0.39037422	0.30229311	0.03951105
114	3.985306318702349e-6	2	0.48579686	0.00000000	0.22882038	0.48579686	0.27174726	0.01363549
115	4.008701006802294e-6	2	0.49094949	0.00000000	0.20898034	0.49094949	0.27823360	0.02183656
116	4.025322303390914e-6	2	0.40776543	0.00000000	0.20151572	0.40776543	0.38176586	0.00895300
117	4.056103346021636e-6	2	0.56816546	0.00000000	0.18551344	0.56816546	0.22672537	0.01959573
118	4.071147178211981e-6	2	0.49283259	0.00000000	0.18973027	0.49283259	0.31168124	0.00575589
119	4.081329936387319e-6	2	0.46292135	0.00000000	0.26144693	0.46292135	0.22318828	0.05244344
120	4.121929084841874e-6	2	0.47179102	0.00000000	0.25724425	0.47179102	0.25879373	0.01217100
121	4.138309907145806e-6	2	0.40699584	0.00000000	0.30100947	0.40699584	0.28420907	0.00778561
122	4.145935686372707e-6	2	0.43623595	0.00000000	0.27965670	0.43623595	0.26706768	0.01703967
123	4.173433192725495e-6	2	0.50705128	0.00000000	0.19831640	0.50705128	0.27338133	0.02125098
124	4.202053837012932e-6	2	0.42826499	0.00000000	0.19908424	0.42826499	0.34849509	0.02415567
125	4.225827895201595e-6	2	0.52281251	0.00000000	0.23738482	0.52281251	0.22469822	0.01510445
126	4.245678685844151e-6	2	0.50739799	0.00000000	0.18336337	0.50739799	0.28462541	0.02461323
127	4.261398019279130e-6	2	0.45887512	0.00000000	0.25384926	0.45887512	0.27152068	0.01575493
128	4.275054414476629e-6	2	0.46641974	0.00000000	0.17301867	0.46641974	0.33567772	0.02488388
129	4.291044670965207e-6	2	0.49736819	0.00000000	0.18495490	0.49736819	0.28982802	0.02784889
130	4.311009857799673e-6	2	0.50155916	0.00000000	0.20215988	0.50155916	0.29007767	0.00620329
131	4.336618683221234e-6	2	0.54646739	0.00000000	0.16570432	0.54646739	0.26359751	0.02423078
132	4.367143572580240e-6	2	0.47130345	0.00000000	0.23230762	0.47130345	0.28008872	0.01630020
133	4.399300780953351e-6	2	0.51184970	0.00000000	0.18915223	0.51184970	0.26663959	0.03235848
134	4.417332732491851e-6	2	0.55029096	0.00000000	0.11476182	0.55029096	0.31909414	0.01585308
135	4.424362147343077e-6	2	0.41848542	0.00000000	0.25326659	0.41848542	0.31501126	0.01323674
136	4.458592992708053e-6	3	0.40042790	0.00000000	0.21246304	0.37566952	0.40042790	0.01143954
137	4.471058766425118e-6	2	0.41715442	0.00000000	0.26119313	0.41715442	0.30955420	0.01209825
138	4.504488000451365e-6	2	0.48493571	0.00000000	0.14825491	0.48493571	0.34533476	0.02147462
139	4.544500426861420e-6	2	0.42252418	0.00000000	0.15698360	0.42252418	0.38718132	0.03331090
140	4.555881584760500e-6	2	0.41438787	0.00000000	0.26657607	0.41438787	0.31087683	0.00815923
141	4.574847699932243e-6	2	0.53266949	0.00000000	0.15984553	0.53266949	0.29432696	0.01315802
142	4.611949869045283e-6	2	0.55260516	0.00000000	0.12640882	0.55260516	0.30370371	0.01728230
143	4.640170599215544e-6	2	0.43824485	0.00000000	0.18500827	0.43824485	0.35121565	0.02553123
144	4.660151743299210e-6	2	0.47834125	0.00000000	0.15450937	0.47834125	0.35898082	0.00816856
145	4.704014701849855e-6	2	0.47186435	0.00000000	0.15735492	0.47186435	0.36272314	0.00805759
146	4.714979343001921e-6	2	0.51290459	0.00000000	0.17879481	0.51290459	0.28690005	0.02140055
147	4.742128363780798e-6	2	0.50030123	0.00000000	0.15658217	0.50030123	0.32396702	0.01914958
148	4.755314365349423e-6	2	0.53330671	0.00000000	0.14634350	0.53330671	0.28846656	0.03188324
149	4.768758926200761e-6	2	0.52739911	0.00000000	0.13548252	0.52739911	0.31286494	0.02425342
150	4.781177192371628e-6	2	0.60418021	0.00000000	0.13147444	0.60418021	0.25506550	0.00927985
151	4.789582728471371e-6	2	0.54137144	0.00000000	0.17123041	0.54137144	0.26442289	0.02297526
152	4.853931572096292e-6	2	0.51451079	0.00000000	0.14569345	0.51451079	0.29870431	0.04109146
153	4.863291762036285e-6	2	0.51659408	0.00000000	0.18999026	0.51659408	0.28339813	0.01001753
154	4.873238151571003e-6	2	0.50864348	0.00000000	0.20358221	0.50864348	0.26763093	0.02014337
155	4.898956271407044e-6	2	0.56657062	0.00000000	0.14044751	0.56657062	0.28178741	0.01119446
156	4.916291483278398e-6	2	0.43720726	0.00000000	0.14118950	0.43720726	0.39836118	0.02324207
157	4.940734219707741e-6	2	0.42789396	0.00000000	0.20417564	0.42789396	0.31412043	0.05380997
158	4.981786236063973e-6	2	0.51964966	0.00000000	0.15963603	0.51964966	0.28426683	0.03644749
159	4.987540270854876e-6	2	0.50725273	0.00000000	0.15895795	0.50725273	0.31110156	0.02268776
160	5.018136813147311e-6	2	0.46968478	0.00000000	0.14812859	0.46968478	0.34260786	0.03957877
161	5.042100454991076e-6	2	0.54342582	0.00000000	0.11247723	0.54342582	0.31925670	0.02484026
162	5.046219627496053e-6	2	0.48398280	0.00000000	0.17545308	0.48398280	0.30796256	0.03260156
163	5.075156124565229e-6	2	0.45886258	0.00000000	0.21982750	0.45886258	0.31249876	0.00881116
164	5.100864488824211e-6	2	0.45012794	0.00000000	0.21227135	0.45012794	0.31565830	0.02194241
165	5.109162223625071e-6	2	0.53963247	0.00000000	0.18143581	0.53963247	0.24654688	0.03238484
166	5.147495941749279e-6	2	0.48409753	0.00000000	0.21974916	0.48409753	0.26061514	0.03553816
167	5.175415742233094e-6	2	0.50060420	0.00000000	0.17687029	0.50060420	0.30233377	0.02019175
168	5.192928705467422e-6	2	0.55484947	0.00000000	0.14457755	0.55484947	0.28522439	0.01534859
169	5.200290681075203e-6	2	0.56252475	0.00000000	0.16617997	0.56252475	0.24263081	0.02866447
170	5.275161941103710e-6	2	0.49400515	0.00000000	0.15937161	0.49400515	0.31604269	0.03058055
171	5.289866238154116e-6	2	0.48669742	0.00000000	0.13112503	0.48669742	0.32622562	0.05595192
172	5.332681415703413e-6	2	0.47263350	0.00000000	0.19757862	0.47263350	0.31959223	0.01019565
173	5.361818832637926e-6	2	0.51722912	0.00000000	0.17650089	0.51722912	0.28118332	0.02508667
174	5.388528809762408e-6	2	0.44543077	0.00000000	0.17229824	0.44543077	0.35035416	0.03191682
175	5.399024737074169e-6	2	0.50603285	0.00000000	0.18693668	0.50603285	0.27726957	0.02976090
176	5.422189765320040e-6	2	0.46891182	0.00000000	0.14274310	0.46891182	0.35084526	0.03749981
177	5.448162210374088e-6	2	0.43390313	0.00000000	0.15034972	0.43390313	0.35596666	0.05978049
178	5.465940163726519e-6	2	0.51707277	0.00000000	0.11609240	0.51707277	0.31990972	0.04692512
179	5.489211108730030e-6	2	0.52079546	0.00000000	0.19480895	0.52079546	0.26351256	0.02088303
180	5.496699313167354e-6	2	0.49234113	0.00000000	0.13611266	0.49234113	0.34129063	0.03025557
181	5.522965732129559e-6	2	0.46867474	0.00000000	0.16279416	0.46867474	0.34883795	0.01969314
182	5.562919344577081e-6	2	0.46648535	0.00000000	0.19101067	0.46648535	0.29126344	0.05124053
183	5.575460724391087e-6	2	0.52963909	0.00000000	0.12883638	0.52963909	0.31060145	0.03092307
184	5.602776771322186e-6	2	0.51291821	0.00000000	0.17312682	0.51291821	0.29186970	0.02208527
185	5.625374906386576e-6	2	0.48561117	0.00000000	0.14424309	0.48561117	0.35735925	0.01278649
186	5.647728743780683e-6	2	0.48432923	0.00000000	0.16703144	0.48432923	0.33368046	0.01495888
187	5.658929818722872e-6	2	0.48300230	0.00000000	0.16712827	0.48300230	0.32012341	0.02974601
188	5.689321373704492e-6	2	0.45922541	0.00000000	0.14844205	0.45922541	0.36454950	0.02778304
189	5.736356297740348e-6	2	0.47627660	0.00000000	0.17934595	0.47627660	0.31474934	0.02962811
190	5.777560315256942e-6	2	0.48982128	0.00000000	0.17039949	0.48982128	0.31661697	0.02316226
191	5.781073779173181e-6	2	0.45611050	0.00000000	0.21013185	0.45611050	0.30614439	0.02761326
192	5.803884246085771e-6	2	0.64635855	0.00000000	0.12219560	0.64635855	0.21194080	0.01950505
193	5.857876510523879e-6	2	0.49774570	0.00000000	0.14958382	0.49774570	0.32275378	0.02991669
194	5.866122715863407e-6	2	0.46805909	0.00000000	0.19289869	0.46805909	0.30230355	0.03673866
195	5.908732374329308e-6	2	0.47966248	0.00000000	0.14811870	0.47966248	0.33944546	0.03277336
196	5.919171815708495e-6	2	0.51944109	0.00000000	0.15456417	0.51944109	0.29428460	0.03171014
197	5.956970983718742e-6	2	0.44766971	0.00000000	0.14077231	0.44766971	0.35564238	0.05591560
198	5.975627529894971e-6	2	0.54836996	0.00000000	0.14347787	0.54836996	0.28932304	0.01882913
199	5.997749151246197e-6	2	0.54864905	0.00000000	0.11644195	0.54864905	0.30651979	0.02838920
200	6.012075883119440e-6	2	0.53698844	0.00000000	0.15781782	0.53698844	0.27891708	0.02627666
201	6.031134821565684e-6	2	0.47211232	0.00000000	0.22169573	0.47211232	0.28591413	0.02027782
202	6.068341343223954e-6	2	0.52592958	0.00000000	0.13905032	0.52592958	0.30194607	0.03307403
203	6.116685114137595e-6	2	0.53923631	0.00000000	0.10995071	0.53923631	0.33252223	0.01829074
204	6.162446637258251e-6	2	0.46871685	0.00000000	0.16274710	0.46871685	0.34743152	0.02110453
205	6.178335737491874e-6	2	0.51480141	0.00000000	0.12240857	0.51480141	0.35425813	0.00853190
206	6.197819314149247e-6	2	0.47004229	0.00000000	0.15917105	0.47004229	0.33812371	0.03266295
207	6.236194421435862e-6	2	0.51460681	0.00000000	0.15139774	0.51460681	0.32453595	0.00945950
208	6.253852146251839e-6	2	0.55390998	0.00000000	0.13668058	0.55390998	0.28195453	0.02745492
209	6.267875100165398e-6	2	0.42099958	0.00000000	0.20781652	0.42099958	0.35227927	0.01890464
210	6.311234487402248e-6	2	0.52202721	0.00000000	0.15517169	0.52202721	0.30171749	0.02108360
211	6.342896477802954e-6	2	0.46848567	0.00000000	0.17079839	0.46848567	0.29783114	0.06288480
212	6.387450023736531e-6	2	0.56462654	0.00000000	0.14269143	0.56462654	0.27327006	0.01941198
213	6.409538796068778e-6	2	0.47670976	0.00000000	0.18829285	0.47670976	0.30821225	0.02678515
214	6.432257425433352e-6	2	0.41608210	0.00000000	0.15767890	0.41608210	0.40326365	0.02297535
215	6.447725041991724e-6	2	0.47189959	0.00000000	0.19720550	0.47189959	0.30529226	0.02560265
216	6.513517345532383e-6	2	0.48300926	0.00000000	0.15852229	0.48300926	0.33481348	0.02365498
217	6.535671954368700e-6	2	0.52992521	0.00000000	0.11373249	0.52992521	0.32591719	0.03042511
218	6.547358393233469e-6	2	0.49740740	0.00000000	0.12656250	0.49740740	0.33984446	0.03618565
219	6.590836357484821e-6	2	0.49238238	0.00000000	0.18105045	0.49238238	0.30614735	0.02041982
220	6.659954971750369e-6	2	0.48999005	0.00000000	0.17720261	0.48999005	0.31408116	0.01872619
221	6.684278060447784e-6	2	0.46128743	0.00000000	0.14444176	0.46128743	0.36578846	0.02848235
222	6.717403279471936e-6	2	0.51263834	0.00000000	0.12776245	0.51263834	0.32635300	0.03324621
223	6.736106287398471e-6	2	0.51818412	0.00000000	0.15106090	0.51818412	0.30869643	0.02205855
224	6.777422943336708e-6	2	0.47167336	0.00000000	0.21391569	0.47167336	0.27972253	0.03468841
225	6.798247718088715e-6	2	0.50745345	0.00000000	0.13299676	0.50745345	0.32265022	0.03689957
226	6.832877072010329e-6	2	0.47360364	0.00000000	0.16255463	0.47360364	0.33563973	0.02820201
227	6.851325103628443e-6	2	0.52350308	0.00000000	0.15922018	0.52350308	0.30171411	0.01556263
228	6.891977096503968e-6	2	0.45642047	0.00000000	0.12006092	0.45642047	0.38046150	0.04305711
229	6.918857679872977e-6	2	0.49552833	0.00000000	0.13234691	0.49552833	0.36079522	0.01132953
230	6.952303463111277e-6	2	0.55514332	0.00000000	0.09366083	0.55514332	0.32883297	0.02236288
231	6.975455718222399e-6	2	0.42227133	0.00000000	0.22006349	0.42227133	0.33214880	0.02551638
232	7.048723974501186e-6	2	0.46944700	0.00000000	0.16536447	0.46944700	0.35625901	0.00892952
233	7.066402064109858e-6	2	0.49497110	0.00000000	0.15707008	0.49497110	0.31106251	0.03689630
234	7.075605415208046e-6	2	0.48343045	0.00000000	0.15870287	0.48343045	0.31286045	0.04500622
235	7.108016222356190e-6	2	0.47548280	0.00000000	0.17899848	0.47548280	0.30106987	0.04444885
236	7.116708995160594e-6	2	0.46141319	0.00000000	0.13699379	0.46141319	0.38913133	0.01246169
237	7.142160297876915e-6	2	0.40302923	0.00000000	0.19681841	0.40302923	0.37512953	0.02502283
238	7.193713800798575e-6	2	0.56880789	0.00000000	0.14007677	0.56880789	0.26311732	0.02799802
239	7.197751918150439e-6	2	0.50997092	0.00000000	0.10749608	0.50997092	0.36396678	0.01856622
240	7.253356645185603e-6	2	0.48964233	0.00000000	0.13866939	0.48964233	0.32907046	0.04261782
241	7.335470272245424e-6	2	0.47497157	0.00000000	0.16980875	0.47497157	0.32016340	0.03505627
242	7.346798969892461e-6	2	0.51074733	0.00000000	0.15746889	0.51074733	0.31929795	0.01248584
243	7.404359305942643e-6	2	0.44461678	0.00000000	0.17700645	0.44461678	0.31775565	0.06062111
244	7.433308749354879e-6	2	0.46250143	0.00000000	0.15691654	0.46250143	0.34573674	0.03484528
245	7.472979650154456e-6	2	0.53836091	0.00000000	0.12984488	0.53836091	0.30529370	0.02650052
246	7.498783424425107e-6	2	0.46187721	0.00000000	0.11040652	0.46187721	0.39990295	0.02781331
247	7.579532597142101e-6	2	0.51332557	0.00000000	0.10897214	0.51332557	0.36582088	0.01188142
248	7.597981777484775e-6	2	0.48260271	0.00000000	0.15094409	0.48260271	0.31140858	0.05504462
249	7.651577536636821e-6	2	0.54877327	0.00000000	0.13136792	0.54877327	0.28291531	0.03694350
250	7.672036630393131e-6	2	0.45400523	0.00000000	0.16983867	0.45400523	0.35313115	0.02302495
251	7.720728013717872e-6	2	0.50564561	0.00000000	0.08995661	0.50564561	0.39117630	0.01322148
252	7.743244572233121e-6	2	0.43322839	0.00000000	0.16235035	0.43322839	0.38543821	0.01898304
253	7.765879242293592e-6	2	0.51818139	0.00000000	0.11911415	0.51818139	0.32075189	0.04195258
254	7.801048159295220e-6	2	0.51767388	0.00000000	0.12952706	0.51767388	0.33827890	0.01452016
255	7.854152371535265e-6	2	0.50718365	0.00000000	0.16116750	0.50718365	0.29077505	0.04087380
256	7.867425071829890e-6	2	0.48473558	0.00000000	0.21156829	0.48473558	0.28136266	0.02233347
257	7.950732723620471e-6	2	0.48936799	0.00000000	0.11558784	0.48936799	0.31078115	0.08426302
258	7.983525995496096e-6	2	0.51310374	0.00000000	0.13213956	0.51310374	0.31999984	0.03475687
259	8.029452459997168e-6	2	0.44556339	0.00000000	0.17307216	0.44556339	0.36145272	0.01991173
260	8.064814293082505e-6	2	0.48965657	0.00000000	0.11232482	0.48965657	0.38607677	0.01194185
261	8.118317877531554e-6	2	0.51993803	0.00000000	0.10771114	0.51993803	0.34095349	0.03139734
262	8.148085274783305e-6	2	0.47138664	0.00000000	0.12870195	0.47138664	0.37388576	0.02602566
263	8.231527885487562e-6	2	0.45671445	0.00000000	0.12585460	0.45671445	0.37020507	0.04722588
264	8.279698618723528e-6	2	0.47403880	0.00000000	0.13668488	0.47403880	0.34501701	0.04425932
265	8.295339190870315e-6	2	0.53566776	0.00000000	0.09898785	0.53566776	0.34628413	0.01906026
266	8.346447303004303e-6	2	0.50845660	0.00000000	0.12439786	0.50845660	0.34130642	0.02583912
267	8.392705723716174e-6	2	0.54313178	0.00000000	0.14470058	0.54313178	0.29216143	0.02000621
268	8.459690622014124e-6	2	0.47790149	0.00000000	0.15029033	0.47790149	0.34198559	0.02982259
269	8.478276178120423e-6	2	0.48450251	0.00000000	0.09468037	0.48450251	0.37243767	0.04837944
270	8.536129682174473e-6	2	0.50085128	0.00000000	0.13929469	0.50085128	0.32998950	0.02986453
271	8.555743730463683e-6	2	0.49525910	0.00000000	0.10552879	0.49525910	0.37672664	0.02248547
