N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
2	0.000000000000000e0	3.113257869099205e-1	3.803306999843197e-1	3.803306999843197e-1	1.000000	2.548407099376338e-1	0.0000000000
