omega	count	median	mean	std	energy_center	purity
1	27	5.927789648359326e-3	1.302927365972974e-1	5.361305073989575e-1	9.533108224932356e-2	0.57812506
2	19	2.456416066641203e-3	6.419711028324895e-3	8.843962803901758e-3	5.409266165604089e-2	0.64237104
3	0	0.000000000000000e0	0.000000000000000e0	0.000000000000000e0	0.000000000000000e0	0.00000000
4	0	0.000000000000000e0	0.000000000000000e0	0.000000000000000e0	0.000000000000000e0	0.00000000
