N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
1260	0.000000000000000e0	2.838369695544507e0	9.998941006221296e-4	3.803307012085789e-1	380.370982	2.118246700301799e1	0.0000000000
