k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
69	4.421360215067785e-7	2	0.57717849	0.00000000	0.20106505	0.57717849	0.19261283	0.02914363
70	4.433176418068352e-7	2	0.51111029	0.00000000	0.24401108	0.51111029	0.22230637	0.02257225
71	4.442151993111041e-7	2	0.51168766	0.00000000	0.23148824	0.51168766	0.24516806	0.01165604
72	4.444864779076667e-7	2	0.55217610	0.00000000	0.23031254	0.55217610	0.20175219	0.01575917
73	4.452231284612561e-7	2	0.46405554	0.00000000	0.29447096	0.46405554	0.22669152	0.01478198
74	4.463304846294439e-7	2	0.50671144	0.00000000	0.22267170	0.50671144	0.25174251	0.01887435
75	4.483738602883905e-7	2	0.52210401	0.00000000	0.22789219	0.52210401	0.22856908	0.02143472
76	4.490004332220742e-7	2	0.54578022	0.00000000	0.24067824	0.54578022	0.19910136	0.01444018
77	4.500835936940712e-7	2	0.57328678	0.00000000	0.19093518	0.57328678	0.21157284	0.02420520
78	4.506717791011887e-7	2	0.45584920	0.00000000	0.28029227	0.45584920	0.24662855	0.01722999
79	4.514069084033445e-7	2	0.50303093	0.00000000	0.22557315	0.50303093	0.25340626	0.01798966
80	4.514898409396779e-7	2	0.49533666	0.00000000	0.22249769	0.49533666	0.26066020	0.02150546
81	4.528483476303431e-7	2	0.48493862	0.00000000	0.22599752	0.48493862	0.27536083	0.01370302
82	4.541880035531043e-7	2	0.55869244	0.00000000	0.20458560	0.55869244	0.21657529	0.02014666
83	4.549221459104620e-7	2	0.42797001	0.00000000	0.27584970	0.42797001	0.27983516	0.01634512
84	4.557489579826590e-7	2	0.44217951	0.00000000	0.26558240	0.44217951	0.26286915	0.02936894
85	4.567269029757486e-7	2	0.50784473	0.00000000	0.19240102	0.50784473	0.27536946	0.02438479
86	4.573409268454495e-7	2	0.48376853	0.00000000	0.21288604	0.48376853	0.28287450	0.02047094
87	4.578692212967912e-7	2	0.49684671	0.00000000	0.21104005	0.49684671	0.27748582	0.01462742
88	4.581832711107371e-7	2	0.49465932	0.00000000	0.25985807	0.49465932	0.22887136	0.01661125
89	4.588751796579048e-7	2	0.49803726	0.00000000	0.24930051	0.49803726	0.22838218	0.02428005
90	4.602016173498105e-7	2	0.45720524	0.00000000	0.25546109	0.45720524	0.25920151	0.02813216
91	4.615350132809203e-7	2	0.47341187	0.00000000	0.25779554	0.47341187	0.24379140	0.02500119
92	4.620649831131324e-7	2	0.49179766	0.00000000	0.20848869	0.49179766	0.28630060	0.01341305
93	4.626068611110510e-7	2	0.49275829	0.00000000	0.24482528	0.49275829	0.24691674	0.01549969
94	4.632669771563999e-7	2	0.49904979	0.00000000	0.24196883	0.49904979	0.23961090	0.01937048
95	4.643805105259593e-7	2	0.50837573	0.00000000	0.21378521	0.50837573	0.25883995	0.01899910
96	4.660177342026970e-7	2	0.49000123	0.00000000	0.23181357	0.49000123	0.25487352	0.02331169
97	4.667856874697377e-7	2	0.50641435	0.00000000	0.25863009	0.50641435	0.21134841	0.02360714
98	4.670750540676968e-7	2	0.50114111	0.00000000	0.26885111	0.50114111	0.20675015	0.02325762
99	4.671962015809946e-7	2	0.52393936	0.00000000	0.20660732	0.52393936	0.25526617	0.01418716
100	4.680742048828092e-7	2	0.45607150	0.00000000	0.29524662	0.45607150	0.23187478	0.01680711
101	4.690577208124427e-7	2	0.52205555	0.00000000	0.20356794	0.52205555	0.23845381	0.03592269
102	4.694991168600654e-7	2	0.46593120	0.00000000	0.22538373	0.46593120	0.27974474	0.02894033
103	4.703423664540767e-7	2	0.51896599	0.00000000	0.23636995	0.51896599	0.22739082	0.01727323
104	4.709602335421721e-7	2	0.53313769	0.00000000	0.23170053	0.53313769	0.20655092	0.02861087
105	4.716814125582719e-7	2	0.52084995	0.00000000	0.23777579	0.52084995	0.21865649	0.02271777
106	4.722375135119557e-7	2	0.46856746	0.00000000	0.23302395	0.46856746	0.27314038	0.02526821
107	4.734809817181469e-7	2	0.44923136	0.00000000	0.25702760	0.44923136	0.27277477	0.02096628
108	4.745730358394570e-7	2	0.45771714	0.00000000	0.24762648	0.45771714	0.27531359	0.01934278
109	4.746701897450572e-7	2	0.48505270	0.00000000	0.23823560	0.48505270	0.26567588	0.01103582
110	4.753350283694337e-7	2	0.50566106	0.00000000	0.21388247	0.50566106	0.26234526	0.01811120
111	4.758873884584120e-7	2	0.48772112	0.00000000	0.23266171	0.48772112	0.25523411	0.02438305
112	4.765481302137750e-7	2	0.49821775	0.00000000	0.23710232	0.49821775	0.23063681	0.03404312
113	4.771900995059867e-7	2	0.51588989	0.00000000	0.23927497	0.51588989	0.21536640	0.02946874
114	4.786194965384434e-7	2	0.48398531	0.00000000	0.24396965	0.48398531	0.24750428	0.02454075
115	4.793369118546435e-7	2	0.42043703	0.00000000	0.26354685	0.42043703	0.30003897	0.01597715
116	4.795924767056278e-7	2	0.50691804	0.00000000	0.23010475	0.50691804	0.24082699	0.02215023
117	4.804547984296364e-7	2	0.45198403	0.00000000	0.27364732	0.45198403	0.24363651	0.03073214
118	4.812805683801176e-7	2	0.43911021	0.00000000	0.26182803	0.43911021	0.27898944	0.02007232
119	4.829876313922749e-7	2	0.43331652	0.00000000	0.24286379	0.43331652	0.29874459	0.02507511
120	4.833306062414525e-7	2	0.46837001	0.00000000	0.26061248	0.46837001	0.24279512	0.02822239
121	4.834942208298666e-7	2	0.49676361	0.00000000	0.24476288	0.49676361	0.23456809	0.02390543
122	4.839210179767492e-7	2	0.48219404	0.00000000	0.26639395	0.48219404	0.22755355	0.02385846
123	4.852181125205874e-7	2	0.54301857	0.00000000	0.19008803	0.54301857	0.24451877	0.02237463
124	4.853800590423136e-7	2	0.49136627	0.00000000	0.22223272	0.49136627	0.25695293	0.02944807
125	4.862481294248533e-7	2	0.46278912	0.00000000	0.25007318	0.46278912	0.26192715	0.02521054
126	4.873155842207706e-7	2	0.47697138	0.00000000	0.26769071	0.47697138	0.22866028	0.02667763
127	4.882525263686967e-7	2	0.51294312	0.00000000	0.22911074	0.51294312	0.23783269	0.02011344
128	4.893457713440362e-7	2	0.43464521	0.00000000	0.27727587	0.43464521	0.26305773	0.02502120
129	4.901501298237869e-7	2	0.44515512	0.00000000	0.26916631	0.44515512	0.24372182	0.04195674
130	4.912390510827907e-7	2	0.50545089	0.00000000	0.25017180	0.50545089	0.21398321	0.03039410
131	4.916540094261443e-7	2	0.47216476	0.00000000	0.22102083	0.47216476	0.28247005	0.02434435
132	4.926756800333401e-7	2	0.49262810	0.00000000	0.21705327	0.49262810	0.26609425	0.02422439
133	4.930591808463792e-7	2	0.51858315	0.00000000	0.20360854	0.51858315	0.24765218	0.03015614
134	4.950344963512627e-7	2	0.42801192	0.00000000	0.24689997	0.42801192	0.29455990	0.03052822
135	4.959099506094898e-7	2	0.51688864	0.00000000	0.24436693	0.51688864	0.21587390	0.02287053
136	4.964110872747030e-7	2	0.42128888	0.00000000	0.26846843	0.42128888	0.27677584	0.03346685
137	4.965247633198078e-7	2	0.44468520	0.00000000	0.28757782	0.44468520	0.24590816	0.02182882
138	4.976723627074302e-7	2	0.49467109	0.00000000	0.20123167	0.49467109	0.27896471	0.02513254
139	4.978603500463289e-7	2	0.42814374	0.00000000	0.27433655	0.42814374	0.27273145	0.02478826
140	4.986385521237102e-7	2	0.51107380	0.00000000	0.23566085	0.51107380	0.22887208	0.02439327
141	4.989563888749742e-7	2	0.45309225	0.00000000	0.24234880	0.45309225	0.28463510	0.01992385
142	4.996488422114743e-7	2	0.47746338	0.00000000	0.24214050	0.47746338	0.25399715	0.02639897
143	5.007421155265396e-7	2	0.50061260	0.00000000	0.21964022	0.50061260	0.25495955	0.02478763
144	5.009422284391923e-7	2	0.46147385	0.00000000	0.25023161	0.46147385	0.26186465	0.02642989
145	5.018524590189203e-7	2	0.50249179	0.00000000	0.20399059	0.50249179	0.27306682	0.02045079
146	5.023010532942757e-7	2	0.45887404	0.00000000	0.21602772	0.45887404	0.29794708	0.02715117
147	5.031873337883502e-7	2	0.46351465	0.00000000	0.27146128	0.46351465	0.24151362	0.02351045
148	5.042320083868527e-7	2	0.45792629	0.00000000	0.25451694	0.45792629	0.26852282	0.01903395
149	5.048348306332397e-7	2	0.46712894	0.00000000	0.23247104	0.46712894	0.27917399	0.02122603
150	5.058530105407908e-7	2	0.48790712	0.00000000	0.23497679	0.48790712	0.24615563	0.03096046
151	5.062782984616129e-7	2	0.45726448	0.00000000	0.26061416	0.45726448	0.25710913	0.02501223
152	5.077200105206775e-7	2	0.47002798	0.00000000	0.23752671	0.47002798	0.27414360	0.01830171
153	5.083535548384662e-7	2	0.48401791	0.00000000	0.23373990	0.48401791	0.24047908	0.04176311
154	5.086215514276334e-7	2	0.47124583	0.00000000	0.23617231	0.47124583	0.26562526	0.02695660
155	5.093471004671415e-7	2	0.48665275	0.00000000	0.23770872	0.48665275	0.24713107	0.02850746
156	5.105509121910042e-7	2	0.42040155	0.00000000	0.26541359	0.42040155	0.29103001	0.02315485
157	5.112922820827814e-7	2	0.45576852	0.00000000	0.24209484	0.45576852	0.27605081	0.02608582
158	5.122512949122950e-7	2	0.52514558	0.00000000	0.22211728	0.52514558	0.22446205	0.02827509
159	5.130405470910641e-7	2	0.49058562	0.00000000	0.21750240	0.49058562	0.27183539	0.02007659
160	5.134474744245058e-7	2	0.46411844	0.00000000	0.24170034	0.46411844	0.27535530	0.01882592
161	5.149851804703051e-7	2	0.46649433	0.00000000	0.24559167	0.46649433	0.26171491	0.02619909
162	5.152950565390734e-7	2	0.47651081	0.00000000	0.24525776	0.47651081	0.25950355	0.01872787
163	5.161708776949912e-7	2	0.46449697	0.00000000	0.24889775	0.46449697	0.25381830	0.03278698
164	5.170201072924506e-7	2	0.47940952	0.00000000	0.18939964	0.47940952	0.30437905	0.02681179
165	5.183255295442570e-7	2	0.49761072	0.00000000	0.21457771	0.49761072	0.25673159	0.03107998
166	5.190577107219255e-7	2	0.46927549	0.00000000	0.20625005	0.46927549	0.29663315	0.02784132
167	5.196245281447085e-7	2	0.48519888	0.00000000	0.24590684	0.48519888	0.23959946	0.02929482
168	5.209721993482676e-7	2	0.45676742	0.00000000	0.24695803	0.45676742	0.27324655	0.02302800
169	5.212726357932199e-7	2	0.46927846	0.00000000	0.22008564	0.46927846	0.27711621	0.03351970
170	5.220925339068958e-7	2	0.48659125	0.00000000	0.20819631	0.48659125	0.27631240	0.02890003
171	5.222350381962356e-7	2	0.53237335	0.00000000	0.18997324	0.53237335	0.25457558	0.02307782
172	5.225160325424155e-7	2	0.50143362	0.00000000	0.22400412	0.50143362	0.24558188	0.02898038
173	5.228647159151879e-7	2	0.53064947	0.00000000	0.17487201	0.53064947	0.27685323	0.01762529
174	5.239383084057210e-7	2	0.48689589	0.00000000	0.18495336	0.48689589	0.30909960	0.01905115
175	5.245116531671743e-7	2	0.55428889	0.00000000	0.17502297	0.55428889	0.25502485	0.01566329
176	5.261475984145842e-7	2	0.50652266	0.00000000	0.18994900	0.50652266	0.28548404	0.01804430
177	5.267210858817823e-7	2	0.51206478	0.00000000	0.18307248	0.51206478	0.28519119	0.01967155
178	5.272176214101421e-7	2	0.50131063	0.00000000	0.22594052	0.50131063	0.23820752	0.03454132
179	5.279784429016049e-7	2	0.47364951	0.00000000	0.19045391	0.47364951	0.31600155	0.01989502
180	5.285736107306505e-7	2	0.46916536	0.00000000	0.19107371	0.46916536	0.31561956	0.02414136
181	5.293795232257178e-7	2	0.50367290	0.00000000	0.21812550	0.50367290	0.25052898	0.02767262
182	5.300493506557105e-7	2	0.43607381	0.00000000	0.23646196	0.43607381	0.30204254	0.02542169
183	5.308134111694092e-7	2	0.52263314	0.00000000	0.16902442	0.52263314	0.28984740	0.01849504
184	5.311919999076374e-7	2	0.49749990	0.00000000	0.19751178	0.49749990	0.27866449	0.02632382
185	5.322019489827947e-7	2	0.47449452	0.00000000	0.21200812	0.47449452	0.28018018	0.03331718
186	5.342293217037857e-7	2	0.51768743	0.00000000	0.18572155	0.51768743	0.27406287	0.02252815
187	5.344626233559458e-7	2	0.45744296	0.00000000	0.19770690	0.45744296	0.32228320	0.02256694
188	5.349664325717930e-7	2	0.49512536	0.00000000	0.17642530	0.49512536	0.29228011	0.03616923
189	5.358376328410811e-7	2	0.47563450	0.00000000	0.20643173	0.47563450	0.26961595	0.04831782
190	5.366297093982200e-7	2	0.48256508	0.00000000	0.22953070	0.48256508	0.26430819	0.02359603
191	5.371670638191255e-7	2	0.50011005	0.00000000	0.20846762	0.50011005	0.26509728	0.02632505
192	5.375729430277542e-7	2	0.49104043	0.00000000	0.20359105	0.49104043	0.28309188	0.02227664
193	5.384964205890384e-7	2	0.52262122	0.00000000	0.16956106	0.52262122	0.28237344	0.02544427
194	5.387331488229896e-7	2	0.47341881	0.00000000	0.19760902	0.47341881	0.29927455	0.02969762
195	5.389453238345686e-7	2	0.50709087	0.00000000	0.20058716	0.50709087	0.25394335	0.03837862
196	5.391015585146232e-7	2	0.49608243	0.00000000	0.17603003	0.49608243	0.29395062	0.03393691
197	5.404407306765388e-7	2	0.47553891	0.00000000	0.22639956	0.47553891	0.27262286	0.02543867
198	5.411357728027581e-7	2	0.45067109	0.00000000	0.21676733	0.45067109	0.29769703	0.03486456
199	5.423802490566973e-7	2	0.50622956	0.00000000	0.18315574	0.50622956	0.27867335	0.03194135
200	5.427747668985087e-7	2	0.46186040	0.00000000	0.19086069	0.46186040	0.31552889	0.03175003
201	5.435548907165341e-7	2	0.52599404	0.00000000	0.15620532	0.52599404	0.28769718	0.03010346
202	5.438757251133821e-7	2	0.54225086	0.00000000	0.17348348	0.54225086	0.25596523	0.02830043
203	5.442155012287630e-7	2	0.53075727	0.00000000	0.14431528	0.53075727	0.29715172	0.02777573
204	5.452714448831520e-7	2	0.44236730	0.00000000	0.18680344	0.44236730	0.34059002	0.03023924
205	5.461965140791907e-7	2	0.45804927	0.00000000	0.20776905	0.45804927	0.30297564	0.03120605
206	5.469597164164953e-7	2	0.46528422	0.00000000	0.17890578	0.46528422	0.33231828	0.02349171
207	5.471450692133551e-7	2	0.47201174	0.00000000	0.17214362	0.47201174	0.31521995	0.04062469
208	5.479883572521618e-7	2	0.47958585	0.00000000	0.19484418	0.47958585	0.29998029	0.02558969
209	5.483712717767722e-7	2	0.50639867	0.00000000	0.19096721	0.50639867	0.26822701	0.03440711
210	5.486465965028328e-7	2	0.48053533	0.00000000	0.17792934	0.48053533	0.30102452	0.04051081
211	5.493768381290333e-7	2	0.51751005	0.00000000	0.16027028	0.51751005	0.30205635	0.02016332
212	5.498066889018192e-7	2	0.48004270	0.00000000	0.19360315	0.48004270	0.29191940	0.03443475
213	5.501891953805803e-7	2	0.46383417	0.00000000	0.17701392	0.46383417	0.33494199	0.02420991
214	5.504228040024336e-7	2	0.48385812	0.00000000	0.19778082	0.48385812	0.28717065	0.03119041
215	5.517731187164882e-7	2	0.47872379	0.00000000	0.17330680	0.47872379	0.32610053	0.02186888
216	5.524189327754888e-7	2	0.45297982	0.00000000	0.21641672	0.45297982	0.30640791	0.02419554
217	5.527728634157114e-7	2	0.51015526	0.00000000	0.16123676	0.51015526	0.30334116	0.02526683
218	5.534309292127087e-7	2	0.55740999	0.00000000	0.13756953	0.55740999	0.27677106	0.02824942
219	5.542049491077794e-7	2	0.49318500	0.00000000	0.19430544	0.49318500	0.28910312	0.02340643
220	5.549654263083527e-7	2	0.50527545	0.00000000	0.17676640	0.50527545	0.29202741	0.02593074
221	5.554544190256708e-7	2	0.50966408	0.00000000	0.18193800	0.50966408	0.27934324	0.02905468
222	5.558816727539820e-7	2	0.46150747	0.00000000	0.18346093	0.46150747	0.31880562	0.03622598
223	5.564223511069791e-7	2	0.46602939	0.00000000	0.22629954	0.46602939	0.26308073	0.04459034
224	5.577096996708227e-7	2	0.47273806	0.00000000	0.17567501	0.47273806	0.31816575	0.03342118
225	5.582592253219960e-7	2	0.50126563	0.00000000	0.18647015	0.50126563	0.28310559	0.02915863
226	5.585292077364296e-7	2	0.43853704	0.00000000	0.20429872	0.43853704	0.30907080	0.04809344
227	5.601161759946401e-7	2	0.46365590	0.00000000	0.16990333	0.46365590	0.33797302	0.02846775
228	5.602037781682201e-7	2	0.46272983	0.00000000	0.18162488	0.46272983	0.32763179	0.02801350
229	5.604602867200360e-7	2	0.48298673	0.00000000	0.17046170	0.48298673	0.31712033	0.02943124
230	5.610404806941140e-7	2	0.50029133	0.00000000	0.19128612	0.50029133	0.28286402	0.02555853
231	5.617368886880506e-7	2	0.49924974	0.00000000	0.16951636	0.49924974	0.30631608	0.02491782
232	5.625836772757840e-7	2	0.50454503	0.00000000	0.18194971	0.50454503	0.28994812	0.02355714
233	5.631458436228118e-7	2	0.50853121	0.00000000	0.15948091	0.50853121	0.30789196	0.02409591
234	5.638417616899091e-7	2	0.43090952	0.00000000	0.19469933	0.43090952	0.33877631	0.03561484
235	5.647907636805081e-7	2	0.53458734	0.00000000	0.15319152	0.53458734	0.29320607	0.01901508
236	5.654225795145931e-7	2	0.49587718	0.00000000	0.18138274	0.49587718	0.29794477	0.02479531
237	5.659343654567693e-7	2	0.44972481	0.00000000	0.19666197	0.44972481	0.32116796	0.03244526
238	5.662153674700894e-7	2	0.44875501	0.00000000	0.21541075	0.44875501	0.29922836	0.03660588
239	5.669404284195078e-7	2	0.46391910	0.00000000	0.16920695	0.46391910	0.33497177	0.03190218
240	5.675373838041949e-7	2	0.48641914	0.00000000	0.18478034	0.48641914	0.29974818	0.02905233
241	5.677937679570218e-7	2	0.48343986	0.00000000	0.18714987	0.48343986	0.30446321	0.02494705
242	5.679466886067692e-7	2	0.46193114	0.00000000	0.17007887	0.46193114	0.34345545	0.02453454
243	5.690974462660856e-7	2	0.46541164	0.00000000	0.19533839	0.46541164	0.31619147	0.02305850
244	5.693608233556096e-7	2	0.46342463	0.00000000	0.18414437	0.46342463	0.32320779	0.02922321
245	5.699432309985203e-7	2	0.50539213	0.00000000	0.20371834	0.50539213	0.26163819	0.02925134
246	5.721257804356696e-7	2	0.47303421	0.00000000	0.15849201	0.47303421	0.34307891	0.02539486
247	5.724247052031234e-7	2	0.50625206	0.00000000	0.17638999	0.50625206	0.28250196	0.03485599
248	5.726177265694111e-7	2	0.48043477	0.00000000	0.14893665	0.48043477	0.33442616	0.03620243
249	5.727900074916839e-7	2	0.47718051	0.00000000	0.19240146	0.47718051	0.29640850	0.03400953
250	5.738961060065528e-7	2	0.50261186	0.00000000	0.17977118	0.50261186	0.28633805	0.03127891
251	5.744743572990924e-7	2	0.48501670	0.00000000	0.18052679	0.48501670	0.31251240	0.02194412
252	5.750351498652604e-7	2	0.46176182	0.00000000	0.17884134	0.46176182	0.33160190	0.02779495
253	5.753785276906694e-7	2	0.45186437	0.00000000	0.16423711	0.45186437	0.35525671	0.02864181
254	5.759390380676179e-7	2	0.44378195	0.00000000	0.22051266	0.44378195	0.29831869	0.03738670
255	5.765013487563462e-7	2	0.52024446	0.00000000	0.15364209	0.52024446	0.30046839	0.02564507
256	5.771015979043493e-7	2	0.47528449	0.00000000	0.17723277	0.47528449	0.30907996	0.03840278
257	5.782875536955217e-7	2	0.48403660	0.00000000	0.20109139	0.48403660	0.27540162	0.03947039
258	5.789411997012554e-7	2	0.48782742	0.00000000	0.16345399	0.48782742	0.32058641	0.02813219
259	5.794958159114394e-7	2	0.49983259	0.00000000	0.18459317	0.49983259	0.29050719	0.02506704
260	5.803412255862146e-7	2	0.47741788	0.00000000	0.17331411	0.47741788	0.31147798	0.03779002
261	5.816556517708410e-7	2	0.47947016	0.00000000	0.18444427	0.47947016	0.30587227	0.03021330
262	5.818806834086777e-7	2	0.48338177	0.00000000	0.20068847	0.48338177	0.28010124	0.03582852
263	5.831852706536711e-7	2	0.49045376	0.00000000	0.16414460	0.49045376	0.30131541	0.04408624
264	5.833515723401873e-7	2	0.51920783	0.00000000	0.15355654	0.51920783	0.29677280	0.03046284
265	5.844719361471347e-7	2	0.49226929	0.00000000	0.18357061	0.49226929	0.29157092	0.03258919
266	5.847067911578256e-7	2	0.54475669	0.00000000	0.15524442	0.54475669	0.26275902	0.03723988
267	5.853517439777893e-7	2	0.45016957	0.00000000	0.18324571	0.45016957	0.32856299	0.03802173
268	5.855315230753251e-7	2	0.45514246	0.00000000	0.19786684	0.45514246	0.30415426	0.04283643
269	5.860290609108755e-7	2	0.46379417	0.00000000	0.18604482	0.46379417	0.32583982	0.02432119
270	5.880017662839804e-7	2	0.49774859	0.00000000	0.17044306	0.49774859	0.30635578	0.02545257
271	5.881742814305561e-7	2	0.43834065	0.00000000	0.18971872	0.43834065	0.33993097	0.03200966
