k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
96	4.245535305508877e-4	2	0.49793454	0.00000492	0.31875483	0.49793454	0.18330570	-0.00000000
97	4.581265789161297e-4	2	0.59890053	0.00000207	0.25062501	0.59890053	0.15047239	-0.00000000
98	4.596499245165931e-4	2	0.57964988	0.00000099	0.28939692	0.57964988	0.13095221	-0.00000000
99	4.817286000898466e-4	2	0.64325412	0.00000380	0.25368804	0.64325412	0.10305405	-0.00000000
100	5.013842007698372e-4	2	0.53820625	0.00000064	0.17081023	0.53820625	0.29098289	-0.00000000
101	5.058385298611704e-4	2	0.63118767	0.00000013	0.27059488	0.63118767	0.09821733	-0.00000000
102	5.443580100494335e-4	2	0.63124534	0.00000011	0.24140829	0.63124534	0.12734625	-0.00000000
103	5.491985725790669e-4	2	0.60681268	0.00000277	0.28130806	0.60681268	0.11187649	-0.00000000
104	5.679163687803321e-4	2	0.58107132	0.00000549	0.28751484	0.58107132	0.13140835	-0.00000000
105	5.835160227778512e-4	2	0.66542908	0.00000145	0.24500012	0.66542908	0.08956935	-0.00000000
106	5.999123653853258e-4	2	0.56743118	0.00000177	0.23928565	0.56743118	0.19328140	-0.00000000
107	6.189896418009296e-4	1	0.46006011	0.00000040	0.46006011	0.40180532	0.13813417	-0.00000000
108	6.380329030018731e-4	2	0.67028653	0.00000372	0.25602515	0.67028653	0.07368461	-0.00000000
109	6.729470801681977e-4	2	0.53311898	0.00000307	0.33108773	0.53311898	0.13579022	-0.00000000
110	6.761568496417926e-4	2	0.63983467	0.00000083	0.24118659	0.63983467	0.11897791	-0.00000000
111	6.940102239230836e-4	2	0.57531933	0.00000053	0.31529094	0.57531933	0.10938920	-0.00000000
112	7.392616540140383e-4	2	0.55144097	0.00000977	0.24068421	0.55144097	0.20786505	-0.00000000
113	7.754651971392647e-4	2	0.66070173	0.00000375	0.18490298	0.66070173	0.15439153	-0.00000000
114	7.907463322724054e-4	2	0.56358304	0.00000229	0.26265215	0.56358304	0.17376252	-0.00000000
115	8.526963069379060e-4	2	0.60965002	0.00000035	0.27152414	0.60965002	0.11882549	-0.00000000
116	8.603863984021336e-4	2	0.54895315	0.00000043	0.33901518	0.54895315	0.11203124	-0.00000000
117	9.072064201094277e-4	2	0.60912539	0.00001503	0.22056098	0.60912539	0.17029861	-0.00000000
118	9.693011147856265e-4	2	0.44987180	0.00000194	0.33808837	0.44987180	0.21203789	-0.00000000
119	9.842919078368166e-4	2	0.59840570	0.00000062	0.30618877	0.59840570	0.09540491	-0.00000000
120	1.074922199718707e-3	2	0.59734880	0.00000526	0.26523409	0.59734880	0.13741186	-0.00000000
121	1.129301918231427e-3	2	0.50066065	0.00000993	0.39502871	0.50066065	0.10430071	-0.00000000
122	1.149727046947764e-3	2	0.48769208	0.00001465	0.41144204	0.48769208	0.10085124	-0.00000000
123	1.178624322153915e-3	2	0.64949193	0.00000666	0.24461828	0.64949193	0.10588313	-0.00000000
124	1.270323438739856e-3	1	0.55552265	0.00000107	0.55552265	0.37807287	0.06640341	-0.00000000
125	1.294857928900669e-3	2	0.68389267	0.00000119	0.22900940	0.68389267	0.08709674	-0.00000000
126	1.353681977625627e-3	2	0.65471974	0.00007215	0.28032604	0.65471974	0.06488207	-0.00000000
127	1.377000103001552e-3	2	0.58257219	0.00001018	0.35007103	0.58257219	0.06734661	-0.00000000
128	1.443776605186629e-3	2	0.53317684	0.00000381	0.32611177	0.53317684	0.14070758	-0.00000000
129	1.507877024274823e-3	2	0.44878084	0.00016491	0.43897152	0.44878084	0.11208272	-0.00000000
130	1.590970889019578e-3	2	0.53230484	0.00000109	0.38253638	0.53230484	0.08515769	-0.00000000
131	1.639629579724183e-3	2	0.64937129	0.00002636	0.24846262	0.64937129	0.10213973	-0.00000000
132	1.722132250721303e-3	2	0.56921839	0.00005133	0.33320320	0.56921839	0.09752708	-0.00000000
133	1.751126740390919e-3	2	0.61221684	0.00005122	0.32736128	0.61221684	0.06037066	-0.00000000
134	1.818945343671066e-3	2	0.53512724	0.00008374	0.25904021	0.53512724	0.20574881	-0.00000000
135	1.856888782319025e-3	2	0.60951793	0.00000544	0.29512342	0.60951793	0.09535321	-0.00000000
136	2.006826037488727e-3	2	0.64648411	0.00001176	0.23858397	0.64648411	0.11492017	-0.00000000
137	2.100258441903949e-3	2	0.49900327	0.00000929	0.38404304	0.49900327	0.11694440	-0.00000000
138	2.168198585566848e-3	2	0.59044718	0.00001559	0.31488087	0.59044718	0.09465637	-0.00000000
139	2.302201957338362e-3	2	0.62318218	0.00000002	0.24824202	0.62318218	0.12857579	-0.00000000
140	2.452847812927417e-3	2	0.55780396	0.00000808	0.34521584	0.55780396	0.09697212	-0.00000000
141	2.558638866390532e-3	2	0.55050249	0.00000160	0.41181606	0.55050249	0.03767985	-0.00000000
142	2.962669578770361e-3	2	0.63468591	0.00000005	0.25229528	0.63468591	0.11301876	-0.00000000
143	3.104275227681386e-3	2	0.53535595	0.00000369	0.37406733	0.53535595	0.09057302	-0.00000000
144	3.320393130518753e-3	2	0.59943585	0.00001276	0.30771137	0.59943585	0.09284003	-0.00000000
145	3.941319673773877e-3	2	0.45987673	0.00038971	0.43103767	0.45987673	0.10869589	-0.00000000
146	4.130799010224818e-3	2	0.52824242	0.00002142	0.36045938	0.52824242	0.11127678	-0.00000000
147	4.568003618104487e-3	2	0.68902244	0.00013538	0.23267712	0.68902244	0.07816506	-0.00000000
148	4.925573331725118e-3	2	0.52717038	0.00007349	0.39302348	0.52717038	0.07973265	-0.00000000
149	5.119984613954142e-3	2	0.65542222	0.00002638	0.27338960	0.65542222	0.07116180	-0.00000000
150	5.327458813675010e-3	2	0.49610234	0.00055283	0.43891178	0.49610234	0.06443305	-0.00000000
151	6.309970223057107e-3	1	0.50794492	0.00040547	0.50794492	0.46635532	0.02529429	-0.00000000
152	6.901806751291860e-3	2	0.48967397	0.00009741	0.39174174	0.48967397	0.11848688	-0.00000000
153	7.113141659034958e-3	2	0.59070087	0.00011629	0.31488783	0.59070087	0.09429502	-0.00000000
154	7.404819467910348e-3	1	0.47490189	0.00000995	0.47490189	0.46011087	0.06497729	-0.00000000
155	9.185030986394085e-3	2	0.55059881	0.00017156	0.39903846	0.55059881	0.05019117	-0.00000000
156	9.833044721211628e-3	2	0.66160207	0.00016366	0.27052630	0.66160207	0.06770797	-0.00000000
157	1.081649813294844e-2	1	0.55353516	0.00069014	0.55353516	0.37419429	0.07158041	-0.00000000
158	1.246470759777985e-2	1	0.58309149	0.00033722	0.58309149	0.34712925	0.06944204	-0.00000000
159	1.390266165634996e-2	2	0.57155330	0.00000109	0.34477090	0.57155330	0.08367471	-0.00000000
160	1.609058462837721e-2	2	0.52765433	0.00055542	0.37394724	0.52765433	0.09784302	-0.00000000
161	1.678142583954057e-2	2	0.50996215	0.00096872	0.44841196	0.50996215	0.04065718	-0.00000000
162	2.018339457384332e-2	2	0.52428725	0.00039313	0.41189658	0.52428725	0.06342304	-0.00000000
163	2.244863413674520e-2	2	0.45922263	0.00007066	0.44573872	0.45922263	0.09496799	-0.00000000
164	2.287208448251683e-2	2	0.57052923	0.00009455	0.36201284	0.57052923	0.06736338	-0.00000000
165	2.303374605868469e-2	1	0.46581758	0.00041888	0.46581758	0.45605359	0.07770995	-0.00000000
166	2.495871836012394e-2	2	0.55828525	0.00015838	0.34806012	0.55828525	0.09349625	-0.00000000
167	2.518844126307881e-2	2	0.48834071	0.00091627	0.43475345	0.48834071	0.07598957	-0.00000000
168	2.596680107486346e-2	2	0.57316357	0.00004021	0.35903862	0.57316357	0.06775761	-0.00000000
169	2.724596064899832e-2	1	0.53468184	0.00251475	0.53468184	0.44796301	0.01484040	-0.00000000
170	2.885072332680879e-2	1	0.61271881	0.00118480	0.61271881	0.34848208	0.03761431	-0.00000000
171	3.363596613605727e-2	1	0.49068114	0.01018572	0.49068114	0.46593232	0.03320082	-0.00000000
172	3.644869400714356e-2	1	0.92687310	0.03801092	0.92687310	0.03412416	0.00099182	-0.00000000
173	4.406035723458562e-2	1	0.65573344	0.05665824	0.65573344	0.25128042	0.03632789	-0.00000000
174	6.167579216621701e-2	1	0.78282818	0.05609503	0.78282818	0.13998142	0.02109538	-0.00000000
175	8.153345436034054e-2	0	0.38904418	0.38904418	0.33494682	0.23631088	0.03969812	-0.00000000
176	1.840300978897143e-1	1	0.34963664	0.24339542	0.34963664	0.34879018	0.05817775	-0.00000000
177	7.224729259314104e-1	1	0.46055428	0.14470801	0.46055428	0.31624338	0.07849433	-0.00000000
178	3.771666067800513e0	1	0.47289443	0.05074250	0.47289443	0.41877804	0.05758503	-0.00000000
