N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
1000	0.000000000000000e0	2.826950403162266e0	1.259663486748174e-3	3.803306999843197e-1	301.930400	2.101236787424412e1	0.0000000000
