N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
180	0.000000000000000e0	2.649096081354849e0	6.972810470207861e-3	3.803307012085789e-1	54.544821	1.845160021515330e1	0.0000000000
