N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
240	0.000000000000000e0	2.694885051791526e0	5.235394642999739e-3	3.803307012085789e-1	72.646042	1.909497555493583e1	0.0000000000
