k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
47	7.340332996367261e-7	2	0.46096559	0.00000000	0.26951936	0.46096559	0.25106389	0.01845116
48	7.359697898751004e-7	2	0.44452333	0.00000000	0.28673516	0.44452333	0.25032648	0.01841503
49	7.388118777295982e-7	2	0.44902324	0.00000000	0.25503912	0.44902324	0.28242519	0.01351245
50	7.392891963940236e-7	2	0.48308958	0.00000000	0.21772573	0.48308958	0.26941819	0.02976651
51	7.427132911887921e-7	2	0.51868449	0.00000000	0.23225509	0.51868449	0.22678741	0.02227301
52	7.453689159477929e-7	2	0.40615347	0.00000000	0.19279826	0.40615347	0.37949744	0.02155083
53	7.462274332802430e-7	2	0.52747744	0.00000000	0.19511316	0.52747744	0.25861269	0.01879672
54	7.500062159174826e-7	2	0.51460813	0.00000000	0.20353963	0.51460813	0.26635600	0.01549623
55	7.512628899093655e-7	2	0.46124998	0.00000000	0.28499818	0.46124998	0.23096190	0.02278994
56	7.532082075744710e-7	2	0.50632899	0.00000000	0.21663164	0.50632899	0.25610994	0.02092943
57	7.574063827080414e-7	2	0.50160429	0.00000000	0.23581477	0.50160429	0.23824998	0.02433096
58	7.580289977503842e-7	2	0.57271669	0.00000000	0.21015411	0.57271669	0.20318014	0.01394906
59	7.611885770245914e-7	2	0.52098395	0.00000000	0.21655001	0.52098395	0.23936918	0.02309686
60	7.621817397073176e-7	2	0.52761918	0.00000000	0.21818573	0.52761918	0.22547750	0.02871759
61	7.636491723359791e-7	2	0.54322757	0.00000000	0.21965928	0.54322757	0.22538715	0.01172599
62	7.658995758724292e-7	2	0.50932458	0.00000000	0.17349009	0.50932458	0.29132557	0.02585977
63	7.684751284581987e-7	2	0.51664074	0.00000000	0.22260324	0.51664074	0.24435773	0.01639830
64	7.706224214818021e-7	2	0.47835628	0.00000000	0.24291275	0.47835628	0.24957080	0.02916017
65	7.733722892993518e-7	2	0.46441677	0.00000000	0.22065898	0.46441677	0.28435667	0.03056759
66	7.749394800263793e-7	2	0.45491352	0.00000000	0.26500455	0.45491352	0.26217746	0.01790447
67	7.774396818432257e-7	2	0.54741591	0.00000000	0.18609139	0.54741591	0.24684726	0.01964545
68	7.787065520308506e-7	2	0.53360123	0.00000000	0.18930482	0.53360123	0.25953365	0.01756029
69	7.803577705499889e-7	2	0.57157123	0.00000000	0.16600304	0.57157123	0.24586833	0.01655740
70	7.816149073613638e-7	2	0.46668279	0.00000000	0.22279572	0.46668279	0.28146234	0.02905915
71	7.856291519567978e-7	2	0.42012440	0.00000000	0.32910992	0.42012440	0.21931211	0.03145357
72	7.862908717508355e-7	2	0.47796632	0.00000000	0.18831210	0.47796632	0.31239449	0.02132709
73	7.877217400321597e-7	2	0.55152104	0.00000000	0.15745075	0.55152104	0.27610469	0.01492353
74	7.886698501510668e-7	2	0.49515941	0.00000000	0.25510891	0.49515941	0.22372901	0.02600267
75	7.892103188121395e-7	2	0.54274022	0.00000000	0.21998807	0.54274022	0.21392786	0.02334385
76	7.937749393953916e-7	2	0.43799831	0.00000000	0.23453573	0.43799831	0.31227706	0.01518890
77	7.950062305043003e-7	2	0.45324750	0.00000000	0.22553993	0.45324750	0.29754057	0.02367200
78	7.968682317486877e-7	2	0.49246502	0.00000000	0.22287282	0.49246502	0.26907539	0.01558677
79	7.990665962675027e-7	2	0.53944858	0.00000000	0.17168029	0.53944858	0.26132653	0.02754460
80	7.999937092324130e-7	2	0.53734561	0.00000000	0.19247001	0.53734561	0.25122256	0.01896182
81	8.016487416429301e-7	2	0.50940011	0.00000000	0.20038273	0.50940011	0.26778560	0.02243156
82	8.033517648106669e-7	2	0.43029752	0.00000000	0.24203289	0.43029752	0.29351289	0.03415671
83	8.050879799786699e-7	2	0.53852683	0.00000000	0.20881668	0.53852683	0.22160366	0.03105283
84	8.063990328770030e-7	2	0.48277693	0.00000000	0.21496422	0.48277693	0.28618709	0.01607176
85	8.073651132605767e-7	2	0.52705585	0.00000000	0.17591287	0.52705585	0.26298432	0.03404695
86	8.090465523403589e-7	2	0.44407332	0.00000000	0.21591843	0.44407332	0.32051905	0.01948920
87	8.105554383297717e-7	2	0.47236102	0.00000000	0.15481598	0.47236102	0.32909968	0.04372332
88	8.135613383098492e-7	2	0.48515772	0.00000000	0.17890639	0.48515772	0.31656067	0.01937522
89	8.142920566392297e-7	2	0.44076122	0.00000000	0.20866527	0.44076122	0.31068222	0.03989130
90	8.156514486259488e-7	2	0.46221785	0.00000000	0.22765973	0.46221785	0.29262242	0.01750000
91	8.162875113892458e-7	2	0.52726312	0.00000000	0.16598945	0.52726312	0.27587843	0.03086900
92	8.183525189804719e-7	2	0.43696409	0.00000000	0.20969961	0.43696409	0.29195296	0.06138334
93	8.190472925674467e-7	2	0.55151670	0.00000000	0.15819775	0.55151670	0.26070756	0.02957799
94	8.224593301078105e-7	2	0.44604007	0.00000000	0.18426419	0.44604007	0.35073886	0.01895687
95	8.248341752913116e-7	2	0.51856336	0.00000000	0.21510518	0.51856336	0.25066300	0.01566846
96	8.257084385134460e-7	2	0.44756210	0.00000000	0.18552929	0.44756210	0.33081731	0.03609130
97	8.284657625822951e-7	2	0.50196654	0.00000000	0.17608255	0.50196654	0.29263410	0.02931681
98	8.293063470171645e-7	2	0.43196753	0.00000000	0.23701342	0.43196753	0.30667814	0.02434091
99	8.299688743973998e-7	2	0.45063131	0.00000000	0.24745041	0.45063131	0.27623560	0.02568268
100	8.311060242086583e-7	2	0.42246175	0.00000000	0.23935097	0.42246175	0.31470665	0.02348064
101	8.339492780343725e-7	2	0.37285564	0.00000000	0.24995864	0.37285564	0.34930493	0.02788079
102	8.361815311431846e-7	2	0.45387861	0.00000000	0.22642057	0.45387861	0.29221039	0.02749044
103	8.380257674289869e-7	2	0.46407329	0.00000000	0.21037808	0.46407329	0.28636844	0.03918019
104	8.392315420325987e-7	2	0.49142125	0.00000000	0.19336013	0.49142125	0.28197854	0.03324008
105	8.406126843058970e-7	2	0.47269738	0.00000000	0.22240530	0.47269738	0.27151971	0.03337761
106	8.426064341763028e-7	2	0.49083089	0.00000000	0.19867647	0.49083089	0.27726432	0.03322831
107	8.429458967050898e-7	2	0.44459876	0.00000000	0.21790432	0.44459876	0.31458434	0.02291258
108	8.448569949069126e-7	2	0.47149891	0.00000000	0.22153276	0.47149891	0.26025651	0.04671182
109	8.456762298816984e-7	2	0.44115542	0.00000000	0.24617286	0.44115542	0.28906614	0.02360558
110	8.472251888078961e-7	2	0.44168127	0.00000000	0.25236738	0.44168127	0.27695275	0.02899860
111	8.479600518909675e-7	2	0.43123087	0.00000000	0.21343816	0.43123087	0.30881541	0.04651557
112	8.493664078908748e-7	2	0.47564926	0.00000000	0.21033473	0.47564926	0.29026280	0.02375321
113	8.514158756946133e-7	2	0.49514459	0.00000000	0.21810603	0.49514459	0.25130326	0.03544611
114	8.544503266494268e-7	2	0.47710745	0.00000000	0.25600019	0.47710745	0.23923461	0.02765774
115	8.555460302939222e-7	2	0.46585654	0.00000000	0.20661262	0.46585654	0.31376853	0.01376231
116	8.577402617492789e-7	2	0.48670181	0.00000000	0.15145539	0.48670181	0.33651756	0.02532525
117	8.594279299430786e-7	2	0.47774896	0.00000000	0.19712835	0.47774896	0.30028302	0.02483967
118	8.609992083589116e-7	2	0.49561053	0.00000000	0.19471890	0.49561053	0.27382335	0.03584722
119	8.618719578406965e-7	2	0.47911498	0.00000000	0.19070072	0.47911498	0.30800145	0.02218286
120	8.639108557413761e-7	2	0.45613906	0.00000000	0.26783323	0.45613906	0.24819681	0.02783090
121	8.662534448046626e-7	2	0.47011236	0.00000000	0.23344216	0.47011236	0.27073131	0.02571418
122	8.672996222911124e-7	2	0.47859516	0.00000000	0.18807533	0.47859516	0.31023810	0.02309141
123	8.691281105844817e-7	2	0.54028124	0.00000000	0.14362960	0.54028124	0.28365054	0.03243862
124	8.719542974874812e-7	2	0.48283105	0.00000000	0.21976843	0.48283105	0.27483785	0.02256267
125	8.736540523588617e-7	2	0.43818150	0.00000000	0.24687492	0.43818150	0.28292653	0.03201705
126	8.767541399267501e-7	2	0.55991978	0.00000000	0.13688347	0.55991978	0.27228752	0.03090923
127	8.779761226481481e-7	2	0.46382055	0.00000000	0.18920542	0.46382055	0.31818284	0.02879119
128	8.792258649222558e-7	2	0.53085737	0.00000000	0.18699404	0.53085737	0.23870246	0.04344614
129	8.810250951394777e-7	2	0.48560880	0.00000000	0.21090125	0.48560880	0.27842036	0.02506959
130	8.838536012396809e-7	2	0.50987311	0.00000000	0.21568147	0.50987311	0.23410537	0.04034005
131	8.845988531611414e-7	2	0.47411964	0.00000000	0.18150655	0.47411964	0.32538166	0.01899215
132	8.862149600547015e-7	2	0.45541693	0.00000000	0.19856273	0.45541693	0.31644239	0.02957795
133	8.877113371603256e-7	2	0.51988459	0.00000000	0.15625044	0.51988459	0.30125583	0.02260914
134	8.888751253413569e-7	2	0.52780770	0.00000000	0.20195079	0.52780770	0.23992545	0.03031606
135	8.909753178415200e-7	2	0.50656481	0.00000000	0.17842867	0.50656481	0.28790811	0.02709841
136	8.931326690815086e-7	2	0.50857573	0.00000000	0.20792172	0.50857573	0.24714529	0.03635726
137	8.960844284836214e-7	2	0.49495649	0.00000000	0.15967993	0.49495649	0.32432219	0.02104139
138	8.981938425757849e-7	2	0.52529940	0.00000000	0.13751268	0.52529940	0.31799515	0.01919277
139	8.992664993268001e-7	2	0.52772805	0.00000000	0.17087871	0.52772805	0.27122829	0.03016494
140	9.001962510779341e-7	2	0.48314627	0.00000000	0.15868005	0.48314627	0.32001982	0.03815386
141	9.025672522224295e-7	2	0.46794472	0.00000000	0.18701583	0.46794472	0.31494435	0.03009510
142	9.037740612804805e-7	2	0.50327623	0.00000000	0.18177076	0.50327623	0.29246790	0.02248511
143	9.058987499138049e-7	2	0.44833717	0.00000000	0.19899071	0.44833717	0.32479451	0.02787762
144	9.077445081411998e-7	2	0.45876172	0.00000000	0.18672625	0.45876172	0.32970602	0.02480601
145	9.092662573807592e-7	3	0.38648403	0.00000000	0.22820477	0.36597273	0.38648403	0.01933848
146	9.120027032264979e-7	2	0.46282066	0.00000000	0.18118579	0.46282066	0.34049932	0.01549423
147	9.133865773302935e-7	2	0.49914922	0.00000000	0.16182433	0.49914922	0.31330264	0.02572380
148	9.174550900082321e-7	2	0.46666913	0.00000000	0.16494928	0.46666913	0.34566871	0.02271288
149	9.180094150616541e-7	2	0.51876378	0.00000000	0.15298282	0.51876378	0.30089550	0.02735791
150	9.196025577868205e-7	2	0.48591052	0.00000000	0.18538686	0.48591052	0.29187580	0.03682682
151	9.221968351969793e-7	2	0.47267451	0.00000000	0.18850596	0.47267451	0.31235451	0.02646502
152	9.240491605802109e-7	2	0.45019146	0.00000000	0.19069975	0.45019146	0.33214141	0.02696739
153	9.244969416546541e-7	2	0.51029301	0.00000000	0.17363427	0.51029301	0.28701043	0.02906229
154	9.273189619902974e-7	2	0.49437224	0.00000000	0.18300396	0.49437224	0.30113728	0.02148652
155	9.286586601469159e-7	2	0.46390367	0.00000000	0.20488109	0.46390367	0.31060669	0.02060855
156	9.289391408444412e-7	2	0.47413918	0.00000000	0.23626648	0.47413918	0.26846889	0.02112545
157	9.299164431093005e-7	2	0.47886133	0.00000000	0.21672360	0.47886133	0.28322734	0.02118773
158	9.360864232631689e-7	2	0.49637503	0.00000000	0.26864313	0.49637503	0.20082845	0.03415340
159	9.364047154344704e-7	2	0.46300400	0.00000000	0.23189402	0.46300400	0.27653933	0.02856264
160	9.401474927111167e-7	2	0.42598678	0.00000000	0.20762935	0.42598678	0.33659029	0.02979358
161	9.417837541119898e-7	2	0.45801233	0.00000000	0.20449752	0.45801233	0.30732996	0.03016019
162	9.429669160517756e-7	2	0.46729170	0.00000000	0.17710490	0.46729170	0.32633464	0.02926876
163	9.464341440795214e-7	2	0.59645068	0.00000000	0.15209266	0.59645068	0.22217351	0.02928315
164	9.486966149431191e-7	2	0.47874349	0.00000000	0.16861611	0.47874349	0.33648228	0.01615812
165	9.498840531642143e-7	2	0.53350677	0.00000000	0.17856238	0.53350677	0.24967069	0.03826016
166	9.506776288884909e-7	2	0.44962196	0.00000000	0.16017401	0.44962196	0.36481830	0.02538574
167	9.520967144559494e-7	2	0.47540237	0.00000000	0.23012464	0.47540237	0.26821514	0.02625785
168	9.546605199451691e-7	2	0.49949085	0.00000000	0.16547373	0.49949085	0.30029047	0.03474496
169	9.568283914089925e-7	2	0.45659860	0.00000000	0.17727020	0.45659860	0.32159303	0.04453817
170	9.574967413380342e-7	2	0.46527982	0.00000000	0.22313418	0.46527982	0.28973963	0.02184638
171	9.603532958084892e-7	2	0.46631785	0.00000000	0.21714183	0.46631785	0.28919447	0.02734585
172	9.619950698804819e-7	2	0.46545613	0.00000000	0.19612261	0.46545613	0.29279959	0.04562167
173	9.639226630681634e-7	2	0.51027517	0.00000000	0.18549887	0.51027517	0.26650436	0.03772161
174	9.672658992865518e-7	2	0.44971989	0.00000000	0.16674655	0.44971989	0.35777192	0.02576164
175	9.677639554634114e-7	2	0.46275413	0.00000000	0.19288334	0.46275413	0.30807639	0.03628615
176	9.694475591919633e-7	2	0.53540927	0.00000000	0.15663005	0.53540927	0.28115487	0.02680580
177	9.735119737771739e-7	2	0.51009629	0.00000000	0.17594514	0.51009629	0.23870702	0.07525155
178	9.742687270737591e-7	2	0.47603041	0.00000000	0.17095886	0.47603041	0.32455371	0.02845702
179	9.756624309448588e-7	2	0.49672364	0.00000000	0.16118060	0.49672364	0.26772840	0.07436736
180	9.800243280343557e-7	2	0.47991256	0.00000000	0.18206499	0.47991256	0.31169561	0.02632684
181	9.819679567113274e-7	2	0.55301118	0.00000000	0.16730162	0.55301118	0.25516926	0.02451795
182	9.846670613113533e-7	2	0.47327892	0.00000000	0.14549767	0.47327892	0.35948080	0.02174261
183	9.860883812428273e-7	2	0.42158207	0.00000000	0.20806766	0.42158207	0.34539027	0.02496000
184	9.864436326699995e-7	2	0.52516215	0.00000000	0.11170573	0.52516215	0.34169222	0.02143990
185	9.874181702319228e-7	2	0.51367757	0.00000000	0.16493814	0.51367757	0.28735032	0.03403397
186	9.904962484139950e-7	2	0.56410308	0.00000000	0.18255040	0.56410308	0.20861027	0.04473626
187	9.918345221872159e-7	2	0.50496886	0.00000000	0.14188838	0.50496886	0.32031753	0.03282523
188	9.938062340137078e-7	2	0.50566986	0.00000000	0.19078830	0.50566986	0.26515330	0.03838855
189	9.956822011253846e-7	2	0.53843372	0.00000000	0.18498069	0.53843372	0.25096620	0.02561938
190	9.982171719049469e-7	2	0.50367877	0.00000000	0.16238003	0.50367877	0.28379631	0.05014489
191	9.999262066969854e-7	2	0.45898977	0.00000000	0.15194049	0.45898977	0.35876374	0.03030600
192	1.002503999672957e-6	2	0.53969413	0.00000000	0.14926658	0.53969413	0.27290421	0.03813508
193	1.004296410847470e-6	2	0.46753904	0.00000000	0.18324347	0.46753904	0.27707962	0.07213788
194	1.007294128860930e-6	2	0.52296094	0.00000000	0.14493479	0.52296094	0.30586481	0.02623945
195	1.008826324688837e-6	2	0.51520463	0.00000000	0.14747119	0.51520463	0.30317149	0.03415268
196	1.010613978198578e-6	2	0.50420459	0.00000000	0.18246561	0.50420459	0.27383184	0.03949796
197	1.012370419189331e-6	2	0.56668128	0.00000000	0.14329567	0.56668128	0.24407783	0.04594523
198	1.013570800741213e-6	2	0.46998717	0.00000000	0.15438447	0.46998717	0.34681995	0.02880840
199	1.017169430648885e-6	2	0.50271840	0.00000000	0.16029608	0.50271840	0.28657116	0.05041436
200	1.020760019290390e-6	2	0.50362725	0.00000000	0.17726235	0.50362725	0.26334055	0.05576984
201	1.022710911314249e-6	2	0.53862631	0.00000000	0.11828184	0.53862631	0.31456757	0.02852427
202	1.023696452917480e-6	2	0.49425503	0.00000000	0.23918961	0.49425503	0.23183939	0.03471596
203	1.025712911593190e-6	2	0.53542666	0.00000000	0.14052471	0.53542666	0.29476038	0.02928825
204	1.027663244530721e-6	2	0.54158793	0.00000000	0.15476213	0.54158793	0.25246640	0.05118354
205	1.032381414323321e-6	2	0.53609830	0.00000000	0.14125263	0.53609830	0.28972701	0.03292207
206	1.032869121174352e-6	2	0.51717090	0.00000000	0.12648046	0.51717090	0.32706036	0.02928828
207	1.033770315694495e-6	2	0.51632845	0.00000000	0.14674665	0.51632845	0.30995716	0.02696774
208	1.036263564346205e-6	2	0.50459750	0.00000000	0.14366224	0.50459750	0.32327530	0.02846496
209	1.038153650924916e-6	2	0.48908772	0.00000000	0.16954306	0.48908772	0.30933696	0.03203226
210	1.039283353398383e-6	2	0.47916886	0.00000000	0.18198391	0.47916886	0.29896898	0.03987824
211	1.040188782457327e-6	2	0.46098940	0.00000000	0.15477929	0.46098940	0.34656746	0.03766386
212	1.042744993502491e-6	2	0.48809248	0.00000000	0.17848789	0.48809248	0.29865047	0.03476916
213	1.045653261810643e-6	2	0.49063368	0.00000000	0.17255429	0.49063368	0.27597932	0.06083271
214	1.046445898753791e-6	2	0.48141616	0.00000000	0.14759209	0.48141616	0.31318866	0.05780308
215	1.049756233195357e-6	2	0.47524469	0.00000000	0.12423616	0.47524469	0.37671157	0.02380759
216	1.050758109922711e-6	2	0.47607231	0.00000000	0.18768766	0.47607231	0.30301726	0.03322277
217	1.056881527524585e-6	2	0.49114398	0.00000000	0.18271803	0.49114398	0.28165578	0.04448222
218	1.057105796621027e-6	2	0.49622087	0.00000000	0.15877489	0.49622087	0.30106922	0.04393502
219	1.057655828390125e-6	2	0.52686619	0.00000000	0.14076792	0.52686619	0.31501086	0.01735503
220	1.060261453788091e-6	2	0.52675158	0.00000000	0.13100772	0.52675158	0.30853878	0.03370192
221	1.061456788468197e-6	2	0.54685537	0.00000000	0.12687171	0.54685537	0.29624418	0.03002874
222	1.064836249180733e-6	2	0.48916566	0.00000000	0.16617141	0.48916566	0.28417474	0.06048819
223	1.066864398052068e-6	2	0.49253981	0.00000000	0.17194293	0.49253981	0.28152574	0.05399152
224	1.069602215786143e-6	2	0.53471248	0.00000000	0.12902884	0.53471248	0.29691900	0.03933968
225	1.071325759297922e-6	2	0.56217889	0.00000000	0.12293577	0.56217889	0.28662088	0.02826447
226	1.073886238069554e-6	2	0.45870632	0.00000000	0.17007972	0.45870632	0.32384627	0.04736769
227	1.077711020339648e-6	2	0.49715588	0.00000000	0.17299212	0.49715588	0.28644543	0.04340657
228	1.079009666446702e-6	2	0.52528541	0.00000000	0.15340704	0.52528541	0.28787880	0.03342875
229	1.080631871332544e-6	2	0.47753297	0.00000000	0.15906267	0.47753297	0.32280046	0.04060389
230	1.083113762581184e-6	2	0.46623961	0.00000000	0.18277335	0.46623961	0.28173093	0.06925611
231	1.084028790306490e-6	2	0.50923884	0.00000000	0.17523364	0.50923884	0.26539313	0.05013439
232	1.087109047920712e-6	2	0.49388463	0.00000000	0.16185599	0.49388463	0.32637653	0.01788285
233	1.088626951817727e-6	2	0.45594044	0.00000000	0.14930636	0.45594044	0.36179269	0.03296052
234	1.090683724716188e-6	2	0.48532411	0.00000000	0.16311502	0.48532411	0.31834951	0.03321136
235	1.092306781317322e-6	2	0.49424509	0.00000000	0.12140230	0.49424509	0.36013935	0.02421327
236	1.094375491485079e-6	2	0.46779248	0.00000000	0.14010876	0.46779248	0.35962895	0.03246981
237	1.096468675832549e-6	2	0.42446822	0.00000000	0.18123091	0.42446822	0.35454488	0.03975599
238	1.098592131748421e-6	2	0.42674877	0.00000000	0.15860640	0.42674877	0.37486060	0.03978423
239	1.103080288395550e-6	2	0.46951428	0.00000000	0.19220755	0.46951428	0.28510563	0.05317254
240	1.106322416557152e-6	2	0.51053223	0.00000000	0.16104507	0.51053223	0.29121349	0.03720921
241	1.107907165011147e-6	2	0.50243087	0.00000000	0.17711165	0.50243087	0.27079642	0.04966107
242	1.109213604009903e-6	2	0.42575783	0.00000000	0.24667961	0.42575783	0.27810569	0.04945688
243	1.112607606706882e-6	2	0.46789246	0.00000000	0.18763878	0.46789246	0.30257377	0.04189499
244	1.113461851106045e-6	2	0.45612700	0.00000000	0.18873010	0.45612700	0.32370944	0.03143346
245	1.117803478911719e-6	2	0.46082167	0.00000000	0.17624728	0.46082167	0.33527400	0.02765704
246	1.119256791354173e-6	2	0.45506916	0.00000000	0.14634157	0.45506916	0.35119406	0.04739522
247	1.123002868174063e-6	2	0.49266544	0.00000000	0.15179826	0.49266544	0.31254052	0.04299579
248	1.124293493326940e-6	2	0.44033172	0.00000000	0.16913814	0.44033172	0.34344639	0.04708375
249	1.126364813224286e-6	2	0.45458789	0.00000000	0.16419674	0.45458789	0.33376659	0.04744879
250	1.128200630426031e-6	2	0.47040351	0.00000000	0.13694213	0.47040351	0.33386682	0.05878754
251	1.130920612034027e-6	2	0.44973341	0.00000000	0.17440721	0.44973341	0.34576854	0.03009083
252	1.131267473608882e-6	2	0.44705201	0.00000000	0.12228787	0.44705201	0.38435082	0.04630930
253	1.135199423821996e-6	2	0.45694855	0.00000000	0.18215036	0.45694855	0.31756350	0.04333758
254	1.137858342742632e-6	2	0.50232904	0.00000000	0.15116672	0.50232904	0.31566817	0.03083606
255	1.140545374312673e-6	2	0.50057202	0.00000000	0.10872309	0.50057202	0.34544363	0.04526125
256	1.144492324712665e-6	2	0.50134636	0.00000000	0.12692107	0.50134636	0.33273354	0.03899904
257	1.144690745325004e-6	2	0.48162195	0.00000000	0.15781337	0.48162195	0.30789677	0.05266791
258	1.150155366623977e-6	2	0.46027068	0.00000000	0.15657336	0.46027068	0.33175908	0.05139688
259	1.150336956189154e-6	2	0.48405314	0.00000000	0.14387857	0.48405314	0.31687790	0.05519039
260	1.152206903361482e-6	2	0.53069478	0.00000000	0.11402794	0.53069478	0.32897014	0.02630713
261	1.153982361538389e-6	2	0.39749989	0.00000000	0.18665828	0.39749989	0.35463281	0.06120901
262	1.156745527986887e-6	2	0.48953168	0.00000000	0.16806920	0.48953168	0.29195655	0.05044258
263	1.157032971399492e-6	2	0.47214327	0.00000000	0.12940167	0.47214327	0.35147811	0.04697694
264	1.160016402795884e-6	2	0.53969653	0.00000000	0.10007149	0.53969653	0.32756989	0.03266209
265	1.163040947129265e-6	2	0.48696072	0.00000000	0.14075188	0.48696072	0.31315329	0.05913410
266	1.164221775918212e-6	2	0.50279236	0.00000000	0.15622397	0.50279236	0.30614237	0.03484130
267	1.167019824961776e-6	2	0.52003043	0.00000000	0.14824833	0.52003043	0.27466393	0.05705732
268	1.167853633352225e-6	2	0.51557305	0.00000000	0.12932335	0.51557305	0.31821173	0.03689187
269	1.171546170999754e-6	2	0.53596834	0.00000000	0.12708003	0.53596834	0.30535981	0.03159182
270	1.173045196055114e-6	2	0.44085320	0.00000000	0.15436087	0.44085320	0.35506700	0.04971893
271	1.175224838744075e-6	2	0.48125810	0.00000000	0.16443778	0.48125810	0.32211289	0.03219124
