N	vtGv	vtB1v	vtL1v	btv	d2	ratio	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	is_hcn	is_prime	prime_power	time
1174	0.6116810092	0.7439719287	-0.1322909194	0.7771398670	0.0574012752	0.1287831844	3.0056553514	1.4646872332	664.5230072201	2001.7294777674	-0.4292013324	0.0287999876	-0.2420581979	1.6899821146	-0.4292013324	0.1142392030	-0.1738353295	0.0000000000	-0.1062796751	-0.4832239713	49.5398255153	1.9812903166	0.2279154349	0.1778170847	0.2969104130	false	false		0.307
1175	0.6117254710	0.7444219024	-0.1326964315	0.7771692381	0.0573869948	0.1287681160	3.0062568935	1.4646312581	664.4988812062	2002.0574001925	-0.4292547395	0.0288745207	-0.2420655602	1.6901911461	-0.4292547395	0.1142407618	-0.1738936438	0.0000000000	-0.1063052897	-0.4832527639	49.6770799272	1.9817667185	0.2278825804	0.1782543354	0.2965583081	false	false		0.293
1176	0.6117698872	0.7448721965	-0.1331023092	0.7771985771	0.0573727330	0.1287530669	3.0068577793	1.4645753440	665.4389591403	2005.2840807037	-0.4293080481	0.0289489756	-0.2420729193	1.6904000012	-0.4293080481	0.1142422677	-0.1739519303	0.0000000000	-0.1063308911	-0.4832815122	49.8142820111	1.9822427711	0.2278497598	0.1786914720	0.2962057388	false	false		0.290
1177	0.6118142580	0.7453228091	-0.1335085511	0.7772278841	0.0573584897	0.1287380368	3.0074580099	1.4645194909	665.5504820903	2006.0196092324	-0.4293612584	0.0290233525	-0.2420802750	1.6906086803	-0.4293612584	0.1142437208	-0.1740101891	0.0000000000	-0.1063564793	-0.4833102164	49.9514317429	1.9827184748	0.2278169729	0.1791284923	0.2958527073	false	false		0.287
1178	0.6118574230	0.7457734560	-0.1339160330	0.7772563947	0.0573446337	0.1287234118	3.0080575867	1.4644635698	666.3549974968	2008.8393963788	-0.4294159675	0.0290976515	-0.2420876274	1.6908171837	-0.4294159675	0.1142451214	-0.1740684202	0.0000000000	-0.1063820542	-0.4833384402	50.0876420981	1.9831931059	0.2277830217	0.1795666391	0.2954999344	false	false		0.287
1179	0.6119017022	0.7462232338	-0.1343215316	0.7772856374	0.0573304273	0.1287084197	3.0086565108	1.4644078369	666.3308541848	2009.1665629866	-0.4294662749	0.0291693113	-0.2420949765	1.6910255117	-0.4294662749	0.1142437316	-0.1741266235	0.0000000000	-0.1064076159	-0.4833670268	50.2276569822	1.9836656951	0.2277515676	0.1800018085	0.2951447433	false	false		0.291
1180	0.6119459361	0.7466733293	-0.1347273932	0.7773148484	0.0573162393	0.1286934466	3.0092547837	1.4643521646	667.4326131288	2012.8813926247	-0.4295164865	0.0292408955	-0.2421023223	1.6912336645	-0.4295164865	0.1142422912	-0.1741847992	0.0000000000	-0.1064331644	-0.4833955695	50.3676183199	1.9841379396	0.2277201460	0.1804368630	0.2947890933	false	false		0.290
1181	0.6119901250	0.7471237411	-0.1351336160	0.7773440276	0.0573020697	0.1286784925	3.0098524066	1.4652489837	667.7430579683	2014.2182331873	-0.4295666027	0.0293124043	-0.2421096648	1.6914416425	-0.4295666027	0.1142408003	-0.1742429471	0.0000000000	-0.1064586996	-0.4834240684	50.5075260879	1.9846098397	0.2276887569	0.1808718002	0.2944329866	false	true	1181	0.296
1182	0.6120354217	0.7475744661	-0.1355390444	0.7773739346	0.0572875525	0.1286631742	3.0104493807	1.4651934516	669.1791681134	2018.9409029494	-0.4296154708	0.0293838379	-0.2421170040	1.6916494460	-0.4296154708	0.1142392592	-0.1743010674	0.0000000000	-0.1064842217	-0.4834525236	50.6477471097	1.9850825488	0.2276585529	0.1813050747	0.2940764264	false	false		0.291
1183	0.6120818236	0.7480243093	-0.1359424858	0.7774045673	0.0572726890	0.1286474937	3.0110457074	1.4651381066	669.1547343649	2019.2670882731	-0.4296575307	0.0294526513	-0.2421257612	1.6918570752	-0.4296575307	0.1142334819	-0.1743622458	0.0000000000	-0.1065097305	-0.4834792266	50.7957178915	1.9855537225	0.2276315599	0.1817353849	0.2937150449	false	false		0.290
1184	0.6121281788	0.7484744668	-0.1363462880	0.7774351667	0.0572578453	0.1286318339	3.0116413878	1.4650828217	669.9951616372	2022.1974624705	-0.4296995008	0.0295213920	-0.2421345141	1.6920645304	-0.4296995008	0.1142276569	-0.1744233954	0.0000000000	-0.1065352261	-0.4835058863	50.9436322191	1.9860245544	0.2276045959	0.1821655836	0.2933532127	false	false		0.295
1185	0.6121744874	0.7489249368	-0.1367504494	0.7774657330	0.0572430213	0.1286161949	3.0122364233	1.4650275965	670.0068691355	2022.6321045476	-0.4297413813	0.0295900598	-0.2421432628	1.6922718119	-0.4297413813	0.1142217843	-0.1744845161	0.0000000000	-0.1065607086	-0.4835325029	51.0914900683	1.9864950449	0.2275776609	0.1825956684	0.2929909319	false	false		0.292
1186	0.6122218955	0.7493744928	-0.1371525973	0.7774970206	0.0572278544	0.1286001979	3.0128308151	1.4649725581	670.8110199402	2025.4538264409	-0.4297794109	0.0296586551	-0.2421534222	1.6924789201	-0.4297794109	0.1142158644	-0.1745473910	0.0000000000	-0.1065873622	-0.4835587248	51.2428239289	1.9869643837	0.2275525620	0.1830227724	0.2926268137	false	false		0.296
1187	0.6122681119	0.7498233846	-0.1375552727	0.7775275213	0.0572130694	0.1285846000	3.0134245645	1.4649174537	670.7867005130	2025.7795390738	-0.4298209959	0.0297297061	-0.2421635763	1.6926858551	-0.4298209959	0.1142124253	-0.1746102362	0.0000000000	-0.1066140022	-0.4835849342	51.3915335200	1.9874347364	0.2275250823	0.1834502304	0.2922657232	false	true	1187	0.294
1188	0.6123154248	0.7502725870	-0.1379571622	0.7775587408	0.0571979432	0.1285686465	3.0140176726	1.4648625354	670.7622679563	2026.1044513283	-0.4298613485	0.0298006826	-0.2421737251	1.6928926174	-0.4298613485	0.1142089370	-0.1746730516	0.0000000000	-0.1066406285	-0.4836111009	51.5405534440	1.9879058917	0.2274987747	0.1838760533	0.2919041863	false	false		0.293
1189	0.6123626906	0.7507221018	-0.1383594112	0.7775899266	0.0571828374	0.1285527147	3.0146101409	1.4648076763	671.5666127176	2028.9273450558	-0.4299016125	0.0298715848	-0.2421838686	1.6930992071	-0.4299016125	0.1142053996	-0.1747358375	0.0000000000	-0.1066672413	-0.4836372248	51.6895178401	1.9883767065	0.2274724956	0.1843017687	0.2915422013	false	false		0.295
1190	0.6124087696	0.7511717654	-0.1387629958	0.7776203296	0.0571681103	0.1285371775	3.0152019704	1.4647527501	672.3710500991	2031.7510405104	-0.4299432536	0.0299424128	-0.2421940068	1.6933056246	-0.4299432536	0.1142018134	-0.1747985936	0.0000000000	-0.1066938404	-0.4836629808	51.8376380970	1.9888463668	0.2274450952	0.1847287161	0.2911802578	false	false		0.297
1191	0.6124536642	0.7516202582	-0.1391665940	0.7776499520	0.0571537603	0.1285220328	3.0157931626	1.4646977589	672.3469169591	2032.0764605209	-0.4299915865	0.0300156791	-0.2422041397	1.6935118702	-0.4299915865	0.1142020515	-0.1748613201	0.0000000000	-0.1067188119	-0.4836885390	51.9772835352	1.9893167014	0.2274149387	0.1851554591	0.2908249926	false	false		0.308
1192	0.6124973772	0.7520682237	-0.1395708464	0.7776787958	0.0571397857	0.1285072782	3.0163837185	1.4646427010	672.3229203635	2032.4018349301	-0.4300423280	0.0300888695	-0.2422128656	1.6937179442	-0.4300423280	0.1142022398	-0.1749226151	0.0000000000	-0.1067437697	-0.4837140939	52.1152636428	1.9897869222	0.2273832097	0.1855826932	0.2904714815	false	false		0.302
1193	0.6125410461	0.7525165016	-0.1399754554	0.7777076086	0.0571258290	0.1284925423	3.0169736394	1.4645877023	673.1277810351	2035.2273938117	-0.4300929759	0.0301619840	-0.2422215872	1.6939238468	-0.4300929759	0.1142023785	-0.1749838816	0.0000000000	-0.1067687140	-0.4837396078	52.2531888761	1.9902568026	0.2273515130	0.1860098152	0.2901175205	false	true	1193	0.304
1194	0.6125858040	0.7529650891	-0.1403792851	0.7777371346	0.0571115349	0.1284774556	3.0175629266	1.4645328882	673.9324571139	2038.0529177427	-0.4301423976	0.0302350229	-0.2422303046	1.6941295783	-0.4301423976	0.1142024677	-0.1750451194	0.0000000000	-0.1067936446	-0.4837650805	52.3914236220	1.9907274759	0.2273209817	0.1864353170	0.2897631125	false	false		0.299
1195	0.6126316483	0.7534128066	-0.1407811583	0.7777673718	0.0570969048	0.1284620204	3.0181515812	1.4644782559	673.9081794485	2038.3770547641	-0.4301851247	0.0303054892	-0.2422404135	1.6943351391	-0.4301851247	0.1141983891	-0.1751093689	0.0000000000	-0.1068185616	-0.4837888247	52.5373542773	1.9911966520	0.2272936057	0.1868579311	0.2894039664	false	false		0.300
1196	0.6126763171	0.7538602796	-0.1411839625	0.7777968349	0.0570826474	0.1284469718	3.0187396046	1.4644235569	673.8840484978	2038.7011794868	-0.4302296598	0.0303758821	-0.2422505172	1.6945405294	-0.4302296598	0.1141942634	-0.1751735887	0.0000000000	-0.1068426710	-0.4838125562	52.6821094703	1.9916651262	0.2272649701	0.1872813389	0.2890456973	false	false		0.300
1197	0.6127209412	0.7543080644	-0.1415871232	0.7778262664	0.0570684083	0.1284319424	3.0193269979	1.4662584063	675.3214121499	2043.4432855364	-0.4302741058	0.0304462018	-0.2422606157	1.6947457496	-0.4302741058	0.1141900907	-0.1752377788	0.0000000000	-0.1068667674	-0.4838362471	52.8268076868	1.9921332633	0.2272363645	0.1877046394	0.2886869826	false	false		0.302
1198	0.6127655206	0.7547561593	-0.1419906387	0.7778556665	0.0570541877	0.1284169323	3.0199137623	1.4662036055	675.6320036645	2044.7781945634	-0.4303184630	0.0305164483	-0.2422707090	1.6949507998	-0.4303184630	0.1141858713	-0.1753019392	0.0000000000	-0.1068908508	-0.4838598975	52.9714489113	1.9926010638	0.2272077888	0.1881278303	0.2883278243	false	false		0.318
1199	0.6128089303	0.7552035992	-0.1423946688	0.7778842971	0.0570403361	0.1284023042	3.0204998991	1.4661487400	676.7347100260	2048.5056254620	-0.4303663084	0.0305891032	-0.2422807971	1.6951556803	-0.4303663084	0.1141840866	-0.1753660700	0.0000000000	-0.1069149211	-0.4838835370	53.1134909112	1.9930698546	0.2271768772	0.1885513641	0.2879716396	false	false		0.309
1200	0.6128511730	0.7556510718	-0.1427998988	0.7779121605	0.0570268520	0.1283880562	3.0210854094	1.4660938095	676.7108871255	2048.8305821175	-0.4304156114	0.0306616833	-0.2422908800	1.6953603915	-0.4304156114	0.1141822535	-0.1754301712	0.0000000000	-0.1069389785	-0.4839067109	53.2546018336	1.9935376106	0.2271448372	0.1889759760	0.2876157126	false	false		0.333
1201	0.6128933732	0.7560988537	-0.1432054805	0.7779399941	0.0570133850	0.1283738257	3.0216702946	1.4660389376	677.5160827820	2051.6601077361	-0.4304648223	0.0307341887	-0.2423009577	1.6955649337	-0.4304648223	0.1141803720	-0.1754942427	0.0000000000	-0.1069630229	-0.4839298445	53.3956580711	1.9940050312	0.2271128298	0.1894004729	0.2872593418	false	true	1201	0.314
1202	0.6129366509	0.7565469421	-0.1436102911	0.7779685323	0.0569995864	0.1283592524	3.0222545557	1.4659842476	678.3210941968	2054.4895947053	-0.4305128214	0.0308066196	-0.2423110302	1.6957693070	-0.4305128214	0.1141784423	-0.1755582846	0.0000000000	-0.1069870543	-0.4839529382	53.5370220881	1.9944732368	0.2270819749	0.1898233713	0.2869025302	false	false		0.317
1203	0.6129787670	0.7569943793	-0.1440156123	0.7779963070	0.0569861530	0.1283450564	3.0228381939	1.4659294939	678.2973082910	2054.8142780072	-0.4305642849	0.0308814422	-0.2423210975	1.6959735118	-0.4305642849	0.1141789309	-0.1756222969	0.0000000000	-0.1070110727	-0.4839760212	53.6757969999	1.9949424253	0.2270488001	0.1902466072	0.2865486726	false	false		0.310
1204	0.6130197241	0.7574412966	-0.1444215725	0.7780233203	0.0569730834	0.1283312361	3.0234212106	1.4658746756	678.2736581630	2055.1389212539	-0.4306181112	0.0309561886	-0.2423297830	1.6961775484	-0.4306181112	0.1141793696	-0.1756849029	0.0000000000	-0.1070350782	-0.4839991017	53.8129243408	1.9954115006	0.2270140832	0.1906703175	0.2861965387	false	false		0.331
1205	0.6130606400	0.7578885229	-0.1448278829	0.7780503050	0.0569600301	0.1283174326	3.0240036068	1.4667520072	679.7120154145	2059.8870495553	-0.4306718423	0.0310308589	-0.2423384644	1.6963814171	-0.4306718423	0.1141797587	-0.1757474805	0.0000000000	-0.1070590707	-0.4840221424	53.9499999264	1.9958802405	0.2269794011	0.1910939122	0.2858439594	false	false		0.325
1206	0.6131004016	0.7583355074	-0.1452351058	0.7780765315	0.0569473386	0.1283040027	3.0245853838	1.4666970782	681.1504147826	2064.6337392432	-0.4307273474	0.0311054532	-0.2423471417	1.6965851181	-0.4307273474	0.1141800984	-0.1758100294	0.0000000000	-0.1070822670	-0.4840451709	54.0859137007	1.9963482879	0.2269434838	0.1915182717	0.2854922417	false	false		0.317
1207	0.6131401233	0.7587828006	-0.1456426773	0.7781027302	0.0569346629	0.1282905890	3.0251665427	1.4666422076	682.2539368723	2068.3686203758	-0.4307827565	0.0311799718	-0.2423558148	1.6967886517	-0.4307827565	0.1141803887	-0.1758725498	0.0000000000	-0.1071054510	-0.4840681598	54.2217763261	1.9968160015	0.2269076023	0.1919425126	0.2851400792	false	false		0.358
1208	0.6131786955	0.7592302021	-0.1460515065	0.7781281742	0.0569223471	0.1282775470	3.0257470847	1.4665872733	683.3575396794	2072.1046056765	-0.4308395059	0.0312544147	-0.2423644838	1.6969920181	-0.4308395059	0.1141806299	-0.1759350417	0.0000000000	-0.1071286225	-0.4840907824	54.3568093534	1.9972825989	0.2268706308	0.1923678828	0.2847879994	false	false		0.360
1209	0.6132172291	0.7596779116	-0.1464606825	0.7781535912	0.0569100467	0.1282645209	3.0263270111	1.4665323972	684.1632297771	2074.9398688656	-0.4308961585	0.0313287821	-0.2423731487	1.6971952178	-0.4308961585	0.1141808220	-0.1759975051	0.0000000000	-0.1071517815	-0.4841133656	54.4917916818	1.9977488645	0.2268336959	0.1927931302	0.2844354760	false	false		0.323
1210	0.6132568298	0.7601248547	-0.1468680250	0.7781797058	0.0568974182	0.1282511558	3.0269063229	1.4664777010	684.9687657533	2077.7751786813	-0.4309496537	0.0314030741	-0.2423831741	1.6973982508	-0.4309496537	0.1141809653	-0.1760614039	0.0000000000	-0.1071749282	-0.4841364006	54.6293538464	1.9982140743	0.2267983934	0.1932156593	0.2840816287	false	false		0.323
1211	0.6132963908	0.7605721056	-0.1472757148	0.7782057927	0.0568848055	0.1282378069	3.0274850214	1.4664230626	685.8199882949	2080.7493158014	-0.4310030546	0.0314772909	-0.2423931944	1.6976011175	-0.4310030546	0.1141810600	-0.1761252735	0.0000000000	-0.1071980624	-0.4841593961	54.7668642863	1.9986789539	0.2267631260	0.1936380702	0.2837273399	false	false		0.322
1212	0.6133348099	0.7610192599	-0.1476844499	0.7782311299	0.0568725501	0.1282248272	3.0280631077	1.4663683607	686.6713044145	2083.7242999709	-0.4310580168	0.0315514325	-0.2424032096	1.6978038182	-0.4310580168	0.1141811060	-0.1761891138	0.0000000000	-0.1072211843	-0.4841817994	54.9033717341	1.9991429540	0.2267267109	0.1940613829	0.2833735669	false	false		0.316
1213	0.6133731906	0.7614667213	-0.1480935308	0.7782564403	0.0568603099	0.1282118633	3.0286405831	1.4672403387	688.1103110646	2088.4825573428	-0.4311128839	0.0316254993	-0.2424132197	1.6980063531	-0.4311128839	0.1141811037	-0.1762529249	0.0000000000	-0.1072442938	-0.4842041637	55.0398279150	1.9996066256	0.2266903319	0.1944845738	0.2830193531	false	true	1213	0.318
1214	0.6134126315	0.7619144874	-0.1485018559	0.7782824438	0.0568477440	0.1281985625	3.0292174485	1.4671857717	689.5491018335	2093.2385956369	-0.4311665576	0.0316994912	-0.2424232247	1.6982087226	-0.4311665576	0.1141810532	-0.1763167068	0.0000000000	-0.1072673908	-0.4842264889	55.1765913531	2.0000710678	0.2266550876	0.1949061979	0.2826647018	false	false		0.322
1215	0.6134509362	0.7623616125	-0.1489106763	0.7783077012	0.0568355337	0.1281856295	3.0297937053	1.4671311424	689.5255903070	2093.5653978847	-0.4312236275	0.0317758299	-0.2424332246	1.6984109268	-0.4312236275	0.1141833760	-0.1763804595	0.0000000000	-0.1072904755	-0.4842488040	55.3107932390	2.0005364772	0.2266175706	0.1953281407	0.2823129512	false	false		0.318
1216	0.6134892026	0.7628090435	-0.1493198409	0.7783329320	0.0568233385	0.1281727120	3.0303693546	1.4670765706	690.3314014044	2096.4049072340	-0.4312806013	0.0318520922	-0.2424432195	1.6986129660	-0.4312806013	0.1141856492	-0.1764441830	0.0000000000	-0.1073135479	-0.4842710804	55.4449454391	2.0010015575	0.2265800903	0.1957499615	0.2819607604	false	false		0.318
1217	0.6135274309	0.7632567791	-0.1497293482	0.7783581363	0.0568111583	0.1281598101	3.0309443975	1.4670220563	690.3079531206	2096.7314853776	-0.4313374792	0.0319282784	-0.2424532092	1.6988148406	-0.4313374792	0.1141878727	-0.1765078773	0.0000000000	-0.1073366079	-0.4842933180	55.5790479324	2.0014663093	0.2265426469	0.1961716584	0.2816081310	false	true	1217	0.315
1218	0.6135667124	0.7637048164	-0.1501381040	0.7783840290	0.0567986544	0.1281465729	3.0315188353	1.4669677193	691.1136272989	2099.5711187319	-0.4313931701	0.0320043884	-0.2424631938	1.6990165507	-0.4313931701	0.1141900467	-0.1765715424	0.0000000000	-0.1073596555	-0.4843155171	55.7134578669	2.0019318243	0.2265063314	0.1965917993	0.2812550661	false	false		0.321
1219	0.6136048653	0.7641518503	-0.1505469850	0.7784091807	0.0567865039	0.1281337018	3.0320926689	1.4669133209	691.0901391697	2099.8971616524	-0.4314566284	0.0320828297	-0.2424718275	1.6992180966	-0.4314566284	0.1141966310	-0.1766320905	0.0000000000	-0.1073826908	-0.4843384526	55.8368759739	2.0023976877	0.2264669001	0.1970118700	0.2809096434	false	false		0.330
1220	0.6136418926	0.7645990201	-0.1509571274	0.7784335933	0.0567747060	0.1281211960	3.0326658996	1.4668588600	691.0668139053	2100.2232537370	-0.4315213896	0.0321611934	-0.2424804572	1.6994194787	-0.4315213896	0.1142031650	-0.1766926100	0.0000000000	-0.1074057137	-0.4843610378	55.9594800228	2.0028624456	0.2264264080	0.1974330642	0.2805642622	false	false		0.354
1221	0.6136788832	0.7650464932	-0.1513676100	0.7784579803	0.0567629226	0.1281087053	3.0332385286	1.4677227777	692.5065194440	2104.9894093422	-0.4315860524	0.0322394797	-0.2424890828	1.6996206972	-0.4315860524	0.1142096490	-0.1767531007	0.0000000000	-0.1074287244	-0.4843835855	56.0820330990	2.0033268748	0.2263859547	0.1978541322	0.2802184425	false	false		0.337
1222	0.6137169210	0.7654931948	-0.1517762738	0.7784830520	0.0567508170	0.1280958805	3.0338105569	1.4676684494	693.9460399556	2109.7534499562	-0.4316475558	0.0323176886	-0.2424990445	1.6998217523	-0.4316475558	0.1142160830	-0.1768150230	0.0000000000	-0.1074517227	-0.4844066129	56.2072400371	2.0037902503	0.2263471146	0.1982725318	0.2798712820	false	false		0.488
1223	0.6137560032	0.7659390450	-0.1521830418	0.7785088065	0.0567383901	0.1280827224	3.0343819857	1.4676142962	693.9223965063	2110.0789218025	-0.4317048398	0.0323934270	-0.2425090012	1.7000226444	-0.4317048398	0.1142198626	-0.1768769158	0.0000000000	-0.1074747087	-0.4844300394	56.3362610919	2.0042517047	0.2263106282	0.1986881891	0.2795217980	false	true	1223	0.392
1224	0.6137961271	0.7663851971	-0.1525890700	0.7785352421	0.0567256429	0.1280692320	3.0349528161	1.4675603183	693.8986396768	2110.4036069080	-0.4317609505	0.0324690900	-0.2425189528	1.7002233736	-0.4317609505	0.1142235938	-0.1769387790	0.0000000000	-0.1074976824	-0.4844534285	56.4655842399	2.0047139134	0.2262752575	0.1991023190	0.2791718805	false	false		0.333
1225	0.6138362113	0.7668316527	-0.1529954414	0.7785616499	0.0567129114	0.1280557577	3.0355230493	1.4675063969	694.7043891773	2113.2458352990	-0.4318169693	0.0325446778	-0.2425288994	1.7004239403	-0.4318169693	0.1142272770	-0.1770006128	0.0000000000	-0.1075206438	-0.4844767801	56.5948539928	2.0051757957	0.2262399210	0.1995163357	0.2788215279	false	false		0.325
1226	0.6138762559	0.7672784104	-0.1534021545	0.7785880302	0.0567001955	0.1280422995	3.0360926864	1.4674525319	694.6906525533	2113.6005314232	-0.4318728965	0.0326201905	-0.2425388411	1.7006243448	-0.4318728965	0.1142309121	-0.1770624170	0.0000000000	-0.1075435930	-0.4845000944	56.7240703493	2.0056373517	0.2262046186	0.1999302371	0.2784707420	false	false		0.328
1227	0.6139151852	0.7677245333	-0.1538093482	0.7786136785	0.0566878283	0.1280292023	3.0366617285	1.4673986062	695.4865089404	2116.4132575656	-0.4319321589	0.0326980071	-0.2425487777	1.7008245872	-0.4319321589	0.1142368781	-0.1771241918	0.0000000000	-0.1075665298	-0.4845233996	56.8507465462	2.0060998569	0.2261670850	0.2003444484	0.2781228107	false	false		0.329
