d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	1.656270745105609e0	1.656270745105609e0	77.3512	1.000000	1
2	6.222382437360929e-1	6.222382437360929e-1	106.4110	1.500000	2 (prime)
3	2.936515396368610e-1	2.936515396368610e-1	120.1251	1.333333	3 (prime)
5	-2.315741193287073e-1	2.315741193287073e-1	130.9401	1.200000	5 (prime)
6	-9.739474615740661e-2	9.739474615740661e-2	135.4887	2.000000	2·3
7	-6.074958217243027e-2	6.074958217243027e-2	138.3258	1.142857	7 (prime)
10	-1.794421282958478e-2	1.794421282958478e-2	139.1638	1.800000	2·5
11	-7.081282627276152e-2	7.081282627276152e-2	142.4709	1.090909	11 (prime)
13	2.486505359726462e-2	2.486505359726462e-2	143.6322	1.076923	13 (prime)
14	-1.955446517164585e-3	1.955446517164585e-3	143.7235	1.714286	2·7
15	-4.449030118232510e-2	4.449030118232510e-2	145.8013	1.600000	3·5
17	-3.173649515069369e-3	3.173649515069369e-3	145.9495	1.058824	17 (prime)
19	1.338734286278306e-2	1.338734286278306e-2	146.5747	1.052632	19 (prime)
21	6.634124506123302e-3	6.634124506123302e-3	146.8845	1.523810	3·7
22	-1.064042317871251e-3	1.064042317871251e-3	146.9342	1.636364	2·11
23	-2.185905674309154e-2	2.185905674309154e-2	147.9551	1.043478	23 (prime)
26	5.314355642197089e-3	5.314355642197089e-3	148.2033	1.615385	2·13
29	3.889715208677520e-2	3.889715208677520e-2	150.0199	1.034483	29 (prime)
30	2.102289795888825e-3	2.102289795888825e-3	150.1180	2.400000	2·3·5
31	1.381612067355297e-2	1.381612067355297e-2	150.7633	1.032258	31 (prime)
33	-1.391039597738138e-2	1.391039597738138e-2	151.4129	1.454545	3·11
34	-1.126830346484278e-3	1.126830346484278e-3	151.4656	1.588235	2·17
35	-1.975074951725128e-2	1.975074951725128e-2	152.3880	1.371429	5·7
37	-7.962308777948061e-4	7.962308777948061e-4	152.4251	1.027027	37 (prime)
38	3.716317818724276e-3	3.716317818724276e-3	152.5987	1.578947	2·19
39	-8.715895580292806e-3	8.715895580292806e-3	153.0058	1.435897	3·13
41	4.581539920958663e-3	4.581539920958663e-3	153.2197	1.024390	41 (prime)
42	1.500604184909025e-3	1.500604184909025e-3	153.2898	2.285714	2·3·7
43	1.003093751963636e-2	1.003093751963636e-2	153.7583	1.023256	43 (prime)
46	3.874522261306316e-3	3.874522261306316e-3	153.9392	1.565217	2·23
47	-7.649202620317785e-3	7.649202620317785e-3	154.2965	1.021277	47 (prime)
51	3.302057442163787e-3	3.302057442163787e-3	154.4507	1.411765	3·17
53	-9.067254888984554e-4	9.067254888984554e-4	154.4930	1.018868	53 (prime)
55	-4.447788902037065e-3	4.447788902037065e-3	154.7007	1.309091	5·11
57	-2.067515223306106e-3	2.067515223306106e-3	154.7973	1.403509	3·19
58	9.463532608782831e-4	9.463532608782831e-4	154.8415	1.551724	2·29
59	-8.554667801221610e-3	8.554667801221610e-3	155.2410	1.016949	59 (prime)
61	-9.071313336691718e-4	9.071313336691718e-4	155.2834	1.016393	61 (prime)
62	3.220020128810681e-3	3.220020128810681e-3	155.4338	1.548387	2·31
65	3.539773614477434e-3	3.539773614477434e-3	155.5991	1.292308	5·13
66	2.145582942061032e-3	2.145582942061032e-3	155.6993	2.181818	2·3·11
67	6.987481395987802e-3	6.987481395987802e-3	156.0256	1.014925	67 (prime)
69	6.211840328268203e-3	6.211840328268203e-3	156.3157	1.391304	3·23
70	2.068222930395323e-3	2.068222930395323e-3	156.4123	2.057143	2·5·7
71	2.939374130350156e-3	2.939374130350156e-3	156.5496	1.014085	71 (prime)
73	4.285535479128675e-3	4.285535479128675e-3	156.7497	1.013699	73 (prime)
74	2.643032202349758e-3	2.643032202349758e-3	156.8731	1.540541	2·37
77	4.733855615128972e-3	4.733855615128972e-3	157.0942	1.246753	7·11
78	2.660685523051515e-4	2.660685523051515e-4	157.1067	2.153846	2·3·13
79	8.944649489330960e-4	8.944649489330960e-4	157.1484	1.012658	79 (prime)
82	2.562741540454955e-3	2.562741540454955e-3	157.2681	1.536585	2·41
83	-2.433436204732409e-3	2.433436204732409e-3	157.3818	1.012048	83 (prime)
85	-2.498592490029870e-3	2.498592490029870e-3	157.4984	1.270588	5·17
86	1.876247709888281e-3	1.876247709888281e-3	157.5861	1.534884	2·43
87	-8.021886346082759e-4	8.021886346082759e-4	157.6235	1.379310	3·29
89	5.500125438333956e-4	5.500125438333956e-4	157.6492	1.011236	89 (prime)
91	6.769524466253048e-4	6.769524466253048e-4	157.6808	1.230769	7·13
93	1.265471571958677e-3	1.265471571958677e-3	157.7399	1.376344	3·31
94	2.623169311913518e-3	2.623169311913518e-3	157.8624	1.531915	2·47
95	-3.691218147196261e-4	3.691218147196261e-4	157.8797	1.263158	5·19
97	3.865016569943741e-4	3.865016569943741e-4	157.8977	1.010309	97 (prime)
101	3.636267087539331e-3	3.636267087539331e-3	158.0676	1.009901	101 (prime)
