omega_j	omega_k	Q_value
1	1	4.622476565375372e0
1	2	-2.522911919049839e0
1	3	2.743171919994956e-1
2	1	-2.522911919049839e0
2	2	1.582771868676844e0
2	3	-1.907959907751729e-1
3	1	2.743171919994956e-1
3	2	-1.907959907751729e-1
3	3	2.289043307391833e-2
