omega_j	omega_k	Q_value
1	1	1.181312273047162e1
1	2	-1.073638794261256e1
1	3	2.838560886629598e0
1	4	-1.402546305204693e-1
2	1	-1.073638794261256e1
2	2	1.103557729285729e1
2	3	-3.113873575549484e0
2	4	1.734085051896259e-1
3	1	2.838560886629598e0
3	2	-3.113873575549484e0
3	3	9.077643300503963e-1
3	4	-4.987997753743741e-2
4	1	-1.402546305204693e-1
4	2	1.734085051896259e-1
4	3	-4.987997753743741e-2
4	4	2.464778924472303e-3
