a	b	M	s_combined	ftc_sum	correction_sum	strip	formula	target	ftc_error	ftc_error_x_aM	alg_error	alg_error_x_aM
3	8	1000	9.551931090733012e-2	7.616180280899885e-2	-1.935750809833131e-2	8.333333333333333e-2	1.595795760003710e-1	7.624624266703768e-2	-8.443986e-5	2.533196e-1	1.927307e-2	5.781920e1
3	8	5000	9.561091086176383e-2	7.622934655558120e-2	-1.938156430618293e-2	8.333333333333333e-2	1.595795760003710e-1	7.624624266703768e-2	-1.689611e-5	2.534417e-1	1.936467e-2	2.904700e2
3	8	10000	9.562236711144122e-2	7.623779410217967e-2	-1.938457300926127e-2	8.333333333333333e-2	1.595795760003710e-1	7.624624266703768e-2	-8.448565e-6	2.534569e-1	1.937612e-2	5.812837e2
3	8	50000	9.563153311139623e-2	7.624455287259303e-2	-1.938698023880217e-2	8.333333333333333e-2	1.595795760003710e-1	7.624624266703768e-2	-1.689794e-6	2.534692e-1	1.938529e-2	2.907794e3
3	8	100000	9.563267892389671e-2	7.624539776472404e-2	-1.938728115917183e-2	8.333333333333333e-2	1.595795760003710e-1	7.624624266703768e-2	-8.449023e-7	2.534707e-1	1.938644e-2	5.815931e3
5	8	100	7.616564304481233e-2	4.230788257581162e-2	-3.385776046900069e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-5.039922e-4	2.519961e-1	3.335377e-2	1.667688e1
5	8	500	7.684583178102644e-2	4.271104814262531e-2	-3.413478363840117e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-1.008266e-4	2.520665e-1	3.403396e-2	8.508489e1
5	8	1000	7.693114893898402e-2	4.276147972702487e-2	-3.416966921195918e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-5.039502e-5	2.519751e-1	3.411927e-2	1.705964e2
5	8	5000	7.699945022862667e-2	4.280179227984802e-2	-3.419765794877926e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-1.008247e-5	2.520617e-1	3.418758e-2	8.546894e2
5	8	10000	7.700799089498495e-2	4.280683329665221e-2	-3.420115759833317e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-5.041450e-6	2.520725e-1	3.419612e-2	1.709806e3
5	8	50000	7.701482390827406e-2	4.281086642200473e-2	-3.420395748627000e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-1.008325e-6	2.520812e-1	3.420295e-2	8.550737e3
5	8	100000	7.701567806494057e-2	4.281137058217092e-2	-3.420430748276928e-2	1.000000000000000e-1	1.428118747466716e-1	4.281187474667161e-2	-5.041645e-7	2.520823e-1	3.420380e-2	1.710190e4
7	8	100	7.407264351097108e-2	2.667465462419711e-2	-4.739798888677389e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-3.589904e-4	2.512933e-1	4.703900e-2	3.292730e1
7	8	500	7.465260153971062e-2	2.696180171506702e-2	-4.769079982464347e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-7.184335e-5	2.514517e-1	4.761896e-2	1.666663e2
7	8	1000	7.472537583547240e-2	2.699773092267398e-2	-4.772764491279807e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-3.591414e-5	2.513990e-1	4.769173e-2	3.338421e2
7	8	5000	7.478370910216670e-2	2.702646020265388e-2	-4.775724889951270e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-7.184864e-6	2.514702e-1	4.775006e-2	1.671252e3
7	8	10000	7.479100076836415e-2	2.703005250727517e-2	-4.776094826108881e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-3.592560e-6	2.514792e-1	4.775736e-2	3.343015e3
7	8	50000	7.479683410163138e-2	2.703292653451432e-2	-4.776390756711678e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-7.185323e-7	2.514863e-1	4.776319e-2	1.671712e4
7	8	100000	7.479756326829891e-2	2.703328579939538e-2	-4.776427746890204e-2	1.071428571428571e-1	1.341765022096846e-1	2.703364506682750e-2	-3.592674e-7	2.514872e-1	4.776392e-2	3.343474e4
1	9	100	1.356674682617385e-1	1.356674682617385e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-2.572705e-3	2.572705e-1	-2.572705e-3	2.572705e-1
1	9	500	1.377210978293087e-1	1.377210978293087e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-5.190750e-4	2.595375e-1	-5.190750e-4	2.595375e-1
1	9	1000	1.379811085054483e-1	1.379811085054483e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-2.590643e-4	2.590643e-1	-2.590643e-4	2.590643e-1
1	9	5000	1.381883154457700e-1	1.381883154457700e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-5.185741e-5	2.592870e-1	-5.185741e-5	2.592870e-1
1	9	10000	1.382142488731528e-1	1.382142488731528e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-2.592398e-5	2.592398e-1	-2.592398e-5	2.592398e-1
1	9	50000	1.382349876134264e-1	1.382349876134264e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-5.185241e-6	2.592620e-1	-5.185241e-6	2.592620e-1
1	9	100000	1.382375802810236e-1	1.382375802810236e-1	0.000000000000000e0	0.000000000000000e0	1.382401728541656e-1	1.382401728541656e-1	-2.592573e-6	2.592573e-1	-2.592573e-6	2.592573e-1
2	9	100	1.064880843340424e-1	9.635540531347812e-2	-1.013267902056423e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-1.270677e-3	2.541353e-1	8.862002e-3	1.772400e0
2	9	500	1.076726511668149e-1	9.737157823359659e-2	-1.030107293321827e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-2.545037e-4	2.545037e-1	1.004657e-2	1.004657e1
2	9	1000	1.078203282610142e-1	9.749879146181382e-2	-1.032153679920042e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-1.272905e-4	2.545809e-1	1.019425e-2	2.038849e1
2	9	5000	1.079388421617767e-1	9.760062021635967e-2	-1.033822194541704e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-2.546171e-5	2.546171e-1	1.031276e-2	1.031276e2
2	9	10000	1.079536522555342e-1	9.761335069000381e-2	-1.034030156553047e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-1.273124e-5	2.546248e-1	1.032757e-2	2.065514e2
2	9	50000	1.079655040627684e-1	9.762353564459127e-2	-1.034196841817693e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-2.546284e-6	2.546284e-1	1.033942e-2	1.033942e3
2	9	100000	1.079669854970285e-1	9.762480878266917e-2	-1.034217671435953e-2	5.555555555555555e-2	1.531816374839429e-1	9.762608192838731e-2	-1.273146e-6	2.546291e-1	1.034090e-2	2.068181e3
4	9	100	8.292415772621739e-2	5.837888891166101e-2	-2.454526881455642e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-6.300248e-4	2.520099e-1	2.391524e-2	9.566098e0
4	9	500	8.366783345067565e-2	5.888274968681256e-2	-2.478508376386316e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-1.261641e-4	2.523281e-1	2.465892e-2	4.931784e1
4	9	1000	8.376017658301017e-2	5.894584282751953e-2	-2.481433375549072e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-6.307091e-5	2.522836e-1	2.475126e-2	9.900505e1
4	9	5000	8.383428059514485e-2	5.899629792715155e-2	-2.483798266799371e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-1.261581e-5	2.523162e-1	2.482537e-2	4.965073e2
4	9	10000	8.384353735493950e-2	5.900260594477198e-2	-2.484093141016806e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-6.307792e-6	2.523117e-1	2.483462e-2	9.933849e2
4	9	50000	8.385094506228356e-2	5.900765216226670e-2	-2.484329290001818e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-1.261575e-6	2.523150e-1	2.484203e-2	4.968406e3
4	9	100000	8.385187096320985e-2	5.900828295077908e-2	-2.484358801243228e-2	8.333333333333333e-2	1.423422470703690e-1	5.900891373703564e-2	-6.307863e-7	2.523145e-1	2.484296e-2	9.937183e3
5	9	100	6.695993845774953e-2	4.567108714654117e-2	-2.128885131120834e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-5.027214e-4	2.513607e-1	2.078613e-2	1.039306e1
5	9	500	6.761074554123760e-2	4.607311687238994e-2	-2.153762866884759e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-1.006917e-4	2.517293e-1	2.143694e-2	5.359234e1
5	9	1000	6.769228842043701e-2	4.612344820890685e-2	-2.156884021153012e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-5.036039e-5	2.518019e-1	2.151848e-2	1.075924e2
5	9	5000	6.775746375926620e-2	4.616373501137720e-2	-2.159372874788934e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-1.007359e-5	2.518396e-1	2.158366e-2	5.395914e2
5	9	10000	6.776561251881585e-2	4.616877165938095e-2	-2.159684085943532e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-5.036937e-6	2.518469e-1	2.159180e-2	1.079590e3
5	9	50000	6.777213093948706e-2	4.617280119391682e-2	-2.159932974557173e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-1.007403e-6	2.518506e-1	2.159832e-2	5.399581e3
5	9	100000	6.777294576041212e-2	4.617330489373155e-2	-2.159964086668334e-2	8.888888888888889e-2	1.350626974853238e-1	4.617380859643487e-2	-5.037027e-7	2.518514e-1	2.159914e-2	1.079957e4
7	9	100	6.478859350364750e-2	2.676852892576528e-2	-3.802006457788220e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-3.575643e-4	2.502950e-1	3.766250e-2	2.636375e1
7	9	500	6.533996559646578e-2	2.705434114637754e-2	-3.828562445008827e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-7.175210e-5	2.511323e-1	3.821387e-2	1.337486e2
7	9	1000	6.540878455888528e-2	2.709020472928536e-2	-3.831857982960005e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-3.588852e-5	2.512196e-1	3.828269e-2	2.679788e2
7	9	5000	6.546382240762288e-2	2.711891313987125e-2	-3.834490926775144e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-7.180106e-6	2.513037e-1	3.833773e-2	1.341821e3
7	9	10000	6.547070107182473e-2	2.712250306808004e-2	-3.834819800374482e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-3.590178e-6	2.513124e-1	3.834461e-2	2.684123e3
7	9	50000	6.547620383157744e-2	2.712537518615027e-2	-3.835082864542801e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-7.180596e-7	2.513208e-1	3.835011e-2	1.342254e4
7	9	100000	6.547689166583570e-2	2.712573421468405e-2	-3.835115745115358e-2	9.523809523809523e-2	1.223641884838073e-1	2.712609324571207e-2	-3.590310e-7	2.513217e-1	3.835080e-2	2.684556e4
8	9	100	6.635360686648488e-2	2.356569267876519e-2	-4.278791418771966e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-3.122981e-4	2.498384e-1	4.247562e-2	3.398049e1
8	9	500	6.687549545994782e-2	2.381519811393088e-2	-4.306029734601682e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-6.279263e-5	2.511705e-1	4.299750e-2	1.719900e2
8	9	1000	6.694012999109716e-2	2.384661275374269e-2	-4.309351723735450e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-3.137799e-5	2.510239e-1	4.306214e-2	3.444971e2
8	9	5000	6.699201571639234e-2	2.387171177152483e-2	-4.312030394486810e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-6.278970e-6	2.511588e-1	4.311402e-2	1.724561e3
8	9	10000	6.699849539258532e-2	2.387485144072261e-2	-4.312364395186355e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-3.139301e-6	2.511440e-1	4.312050e-2	3.449640e3
8	9	50000	6.700368091664363e-2	2.387736284737069e-2	-4.312631806927448e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-6.278939e-7	2.511575e-1	4.312569e-2	1.725028e4
8	9	100000	6.700432904673659e-2	2.387767679614812e-2	-4.312665225059029e-2	9.722222222222222e-2	1.211002129634582e-1	2.387799074123598e-2	-3.139451e-7	2.511561e-1	4.312634e-2	3.450107e4
1	10	100	1.269945258851063e-1	1.269945258851063e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-2.537679e-3	2.537679e-1	-2.537679e-3	2.537679e-1
1	10	500	1.290173706696731e-1	1.290173706696731e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-5.148345e-4	2.574173e-1	-5.148345e-4	2.574173e-1
1	10	1000	1.292743300318588e-1	1.292743300318588e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-2.578751e-4	2.578751e-1	-2.578751e-4	2.578751e-1
1	10	5000	1.294805568396383e-1	1.294805568396383e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-5.164833e-5	2.582417e-1	-5.164833e-5	2.582417e-1
1	10	10000	1.295063764239444e-1	1.295063764239444e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-2.582875e-5	2.582875e-1	-2.582875e-5	2.582875e-1
1	10	50000	1.295270386907472e-1	1.295270386907472e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-5.166483e-6	2.583242e-1	-5.166483e-6	2.583242e-1
1	10	100000	1.295296218865830e-1	1.295296218865830e-1	0.000000000000000e0	0.000000000000000e0	1.295322051740821e-1	1.295322051740821e-1	-2.583287e-6	2.583287e-1	-2.583287e-6	2.583287e-1
3	10	100	8.655494248122284e-2	7.173956764983946e-2	-1.481537483138338e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-8.366319e-4	2.509896e-1	1.397874e-2	4.193623e0
3	10	500	8.741592301609573e-2	7.240792128257294e-2	-1.500800173352286e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-1.682782e-4	2.524174e-1	1.483972e-2	2.225959e1
3	10	1000	8.752408074062570e-2	7.249200038880867e-2	-1.503208035181706e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-8.419913e-5	2.525974e-1	1.494788e-2	4.484364e1
3	10	5000	8.761069132102683e-2	7.255935007542723e-2	-1.505134124559976e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-1.684944e-5	2.527417e-1	1.503449e-2	2.255174e2
3	10	10000	8.762152290375158e-2	7.256777419619928e-2	-1.505374870755221e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-8.425324e-6	2.527597e-1	1.504532e-2	4.513597e2
3	10	50000	8.763018901033205e-2	7.257451435921861e-2	-1.505567465111280e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-1.685161e-6	2.527742e-1	1.505399e-2	2.258098e3
3	10	100000	8.763127232616391e-2	7.257535693375471e-2	-1.505591539240808e-2	6.666666666666667e-2	1.392428661869980e-1	7.257619952033136e-2	-8.425866e-7	2.527760e-1	1.505507e-2	4.516522e3
7	10	100	5.835563810182907e-2	2.836941601760307e-2	-2.998622208422599e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-3.574141e-4	2.501899e-1	2.962881e-2	2.074017e1
7	10	500	5.887655587710966e-2	2.865511912086095e-2	-3.022143675624871e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-7.171101e-5	2.509885e-1	3.014973e-2	1.055240e2
7	10	1000	5.894194252625324e-2	2.869096022041520e-2	-3.025098230583804e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-3.586991e-5	2.510894e-1	3.021511e-2	2.115058e2
7	10	5000	5.899429487075498e-2	2.871965384189209e-2	-3.027464102886320e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-7.176293e-6	2.511702e-1	3.026746e-2	1.059361e3
7	10	10000	5.900084159668721e-2	2.872324184370590e-2	-3.027759975298159e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-3.588291e-6	2.511804e-1	3.027401e-2	2.119181e3
7	10	50000	5.900607940617380e-2	2.872611245324560e-2	-3.027996695292900e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-7.176813e-7	2.511885e-1	3.027925e-2	1.059774e4
7	10	100000	5.900673415914958e-2	2.872647129244627e-2	-3.028026286670381e-2	8.571428571428572e-2	1.144411158488240e-1	2.872683013453831e-2	-3.588421e-7	2.511895e-1	3.027990e-2	2.119593e4
9	10	100	6.012886314126283e-2	2.116701153970870e-2	-3.896185160155408e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-2.778624e-4	2.500761e-1	3.868399e-2	3.481559e1
9	10	500	6.059625439093124e-2	2.138915142377817e-2	-3.920710296715296e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-5.572249e-5	2.507512e-1	3.915138e-2	1.761812e2
9	10	1000	6.065461220819900e-2	2.141700299385372e-2	-3.923760921434506e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-2.787092e-5	2.508383e-1	3.920974e-2	3.528876e2
9	10	5000	6.070128680208096e-2	2.143929817085511e-2	-3.926198863122567e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-5.575741e-6	2.509083e-1	3.925641e-2	1.766539e3
9	10	10000	6.070712038490243e-2	2.144208594372140e-2	-3.926503444118057e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-2.787968e-6	2.509171e-1	3.926225e-2	3.533602e3
9	10	50000	6.071178713149653e-2	2.144431630260215e-2	-3.926747082889414e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-5.576093e-7	2.509242e-1	3.926691e-2	1.767011e4
9	10	100000	6.071237046732988e-2	2.144459510625477e-2	-3.926777536107499e-2	8.888888888888889e-2	1.103337628007506e-1	2.144487391186171e-2	-2.788056e-7	2.509250e-1	3.926750e-2	3.534075e4
1	11	100	1.194278178155918e-1	1.194278178155918e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-2.547928e-3	2.547928e-1	-2.547928e-3	2.547928e-1
1	11	500	1.214598698274872e-1	1.214598698274872e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-5.158763e-4	2.579381e-1	-5.158763e-4	2.579381e-1
1	11	1000	1.217184423301387e-1	1.217184423301387e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-2.573038e-4	2.573038e-1	-2.573038e-4	2.573038e-1
1	11	5000	1.219242236971206e-1	1.219242236971206e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-5.152243e-5	2.576121e-1	-5.152243e-5	2.576121e-1
1	11	10000	1.219499912746917e-1	1.219499912746917e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-2.575485e-5	2.575485e-1	-2.575485e-5	2.575485e-1
1	11	50000	1.219705945346954e-1	1.219705945346954e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-5.151588e-6	2.575794e-1	-5.151588e-6	2.575794e-1
1	11	100000	1.219731703922684e-1	1.219731703922684e-1	0.000000000000000e0	0.000000000000000e0	1.219757461225714e-1	1.219757461225714e-1	-2.575730e-6	2.575730e-1	-2.575730e-6	2.575730e-1
2	11	100	9.466460788516130e-2	8.779224910780831e-2	-6.872358777352985e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-1.264996e-3	2.529992e-1	5.607363e-3	1.121473e0
2	11	500	9.581334936102309e-2	8.880388511727426e-2	-7.009464243748816e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-2.533600e-4	2.533600e-1	6.756104e-3	6.756104e0
2	11	1000	9.595723372354922e-2	8.893037847400986e-2	-7.026855249539350e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-1.268667e-4	2.537333e-1	6.899989e-3	1.379998e1
2	11	5000	9.607234163244503e-2	8.903186834658894e-2	-7.040473285855986e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-2.537678e-5	2.537678e-1	7.015097e-3	7.015097e1
2	11	10000	9.608673023237316e-2	8.904455612006455e-2	-7.042174112308764e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-1.268901e-5	2.537801e-1	7.029485e-3	1.405897e2
2	11	50000	9.609824512911387e-2	8.905470728969665e-2	-7.043537839417149e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-2.537836e-6	2.537836e-1	7.041000e-3	7.041000e2
2	11	100000	9.609968451737369e-2	8.905597618903406e-2	-7.043708328339413e-3	4.545454545454546e-2	1.345117905802274e-1	8.905724512568196e-2	-1.268937e-6	2.537873e-1	7.042439e-3	1.408488e3
3	11	100	7.971258319556274e-2	6.937207998976717e-2	-1.034050320579552e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-8.406575e-4	2.521973e-1	9.499846e-3	2.849954e0
3	11	500	8.056038299287117e-2	7.004435072390568e-2	-1.051603226896543e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-1.683868e-4	2.525802e-1	1.034765e-2	1.552147e1
3	11	1000	8.066651928199815e-2	7.012855983504176e-2	-1.053795944695631e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-8.417768e-5	2.525330e-1	1.045378e-2	3.136135e1
3	11	5000	8.075133139366686e-2	7.019590239360753e-2	-1.055542900005925e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-1.683512e-5	2.525268e-1	1.053859e-2	1.580789e2
3	11	10000	8.076193851550795e-2	7.020432011242170e-2	-1.055761840308612e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-8.417399e-6	2.525220e-1	1.054920e-2	3.164760e2
3	11	50000	8.077042330930641e-2	7.021105400602495e-2	-1.055936930328171e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-1.683505e-6	2.525258e-1	1.055769e-2	1.583653e3
3	11	100000	8.077148392294323e-2	7.021189576031776e-2	-1.055958816262562e-2	6.060606060606061e-2	1.308187981174722e-1	7.021273751141155e-2	-8.417511e-7	2.525253e-1	1.055875e-2	3.167624e3
4	11	100	6.914874578943496e-2	5.646344595737790e-2	-1.268529983205705e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-6.291127e-4	2.516451e-1	1.205619e-2	4.822475e0
4	11	500	6.984497568493071e-2	5.696671408453322e-2	-1.287826160039745e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-1.258446e-4	2.516892e-1	1.275242e-2	2.550483e1
4	11	1000	6.993220502149664e-2	5.702957732669014e-2	-1.290262769480639e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-6.298133e-5	2.519253e-1	1.283965e-2	5.135859e1
4	11	5000	7.000186336294659e-2	5.707996402018504e-2	-1.292189934276127e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-1.259464e-5	2.518928e-1	1.290930e-2	2.581861e2
4	11	10000	7.001057440520700e-2	5.708626137539509e-2	-1.292431302981215e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-6.297285e-6	2.518914e-1	1.291802e-2	5.167206e2
4	11	50000	7.001754403843397e-2	5.709129920050604e-2	-1.292624483792873e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-1.259459e-6	2.518919e-1	1.292499e-2	2.584997e3
4	11	100000	7.001841526135145e-2	5.709192892434515e-2	-1.292648633700575e-2	6.818181818181818e-2	1.252743768417936e-1	5.709255865997540e-2	-6.297356e-7	2.518943e-1	1.292586e-2	5.170343e3
5	11	100	6.837149050095521e-2	4.719027949402660e-2	-2.118121100692862e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-5.023906e-4	2.511953e-1	2.067882e-2	1.033941e1
5	11	500	6.898068515050035e-2	4.759206918477205e-2	-2.138861596572820e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-1.006009e-4	2.515023e-1	2.128802e-2	5.322004e1
5	11	1000	6.905627992690822e-2	4.764235915064993e-2	-2.141392077625822e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-5.031094e-5	2.515547e-1	2.136361e-2	1.068180e2
5	11	5000	6.911688079369743e-2	4.768260982282176e-2	-2.143427097087527e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-1.006027e-5	2.515067e-1	2.142421e-2	5.356053e2
5	11	10000	6.912445527899809e-2	4.768763985290664e-2	-2.143681542609154e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-5.030236e-6	2.515118e-1	2.143179e-2	1.071589e3
5	11	50000	6.913051620499720e-2	4.769166402917482e-2	-2.143885217582239e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-1.006060e-6	2.515150e-1	2.143785e-2	5.359462e3
5	11	100000	6.913127376439253e-2	4.769216705820435e-2	-2.143910670618709e-2	7.272727272727272e-2	1.204199428165691e-1	4.769267008929642e-2	-5.030311e-7	2.515155e-1	2.143860e-2	1.071930e4
6	11	100	5.457625655653059e-2	3.867733853893767e-2	-1.589891801759294e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-4.179850e-4	2.507910e-1	1.548093e-2	9.288560e0
6	11	500	5.512018471472187e-2	3.901161453860344e-2	-1.610857017611845e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-8.370900e-5	2.511270e-1	1.602486e-2	4.807458e1
6	11	1000	5.518848382217023e-2	3.905343978673523e-2	-1.613504403543497e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-4.188375e-5	2.513025e-1	1.609316e-2	9.655896e1
6	11	5000	5.524297781273124e-2	3.908694803205349e-2	-1.615602978067767e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-8.375509e-6	2.512653e-1	1.614765e-2	4.844296e2
6	11	10000	5.524979588127484e-2	3.909113591162963e-2	-1.615865996964507e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-4.187629e-6	2.512578e-1	1.615447e-2	9.692683e2
6	11	50000	5.525525028119988e-2	3.909448600348874e-2	-1.616076427771146e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-8.375376e-7	2.512613e-1	1.615993e-2	4.847978e3
6	11	100000	5.525593211112383e-2	3.909490476936651e-2	-1.616102734175827e-2	7.575757575757576e-2	1.148528992986479e-1	3.909532354107211e-2	-4.187717e-7	2.512630e-1	1.616061e-2	9.696365e3
7	11	100	5.610285838374570e-2	2.995407588917147e-2	-2.614878249457424e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-3.577232e-4	2.504063e-1	2.579106e-2	1.805374e1
