a	b	M	s_combined	ftc_sum	correction_sum	strip	formula	target	ftc_error	ftc_error_x_aM	alg_error	alg_error_x_aM
7	11	500	5.660637590015856e-2	3.024007441912518e-2	-2.636630148103340e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-7.172471e-5	2.510365e-1	2.629458e-2	9.203102e1
7	11	1000	5.666906892593937e-2	3.027592512618174e-2	-2.639314379975774e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-3.587400e-5	2.511180e-1	2.635727e-2	1.845009e2
7	11	5000	5.671925962758403e-2	3.030462577363592e-2	-2.641463385394810e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-7.173352e-6	2.510673e-1	2.640746e-2	9.242611e2
7	11	10000	5.672553629454478e-2	3.030821233356731e-2	-2.641732396097743e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-3.586792e-6	2.510754e-1	2.641374e-2	1.848962e3
7	11	50000	5.673055807977859e-2	3.031108174891276e-2	-2.641947633086631e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-7.173766e-7	2.510818e-1	2.641876e-2	9.246566e3
7	11	100000	5.673118577761376e-2	3.031144043603373e-2	-2.641974534158115e-2	7.792207792207792e-2	1.082338770475516e-1	3.031179912547373e-2	-3.586894e-7	2.510826e-1	2.641939e-2	1.849357e4
8	11	100	5.377215528215893e-2	2.420364021782133e-2	-2.956851506433762e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-3.125587e-4	2.500469e-1	2.925596e-2	2.340477e1
8	11	500	5.424292313277740e-2	2.445348822536146e-2	-2.978943490741595e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-6.271066e-5	2.508426e-1	2.972672e-2	1.189069e2
8	11	1000	5.430159309019592e-2	2.448482690382300e-2	-2.981676618637301e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-3.137198e-5	2.509759e-1	2.978539e-2	2.382832e2
8	11	5000	5.434853458298419e-2	2.450992514644638e-2	-2.983860943653781e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-6.273740e-6	2.509496e-1	2.983234e-2	1.193293e3
8	11	10000	5.435440451701464e-2	2.451306216283566e-2	-2.984134235417905e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-3.136724e-6	2.509379e-1	2.983821e-2	2.387056e3
8	11	50000	5.435910159803386e-2	2.451557152209788e-2	-2.984353007593619e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-6.273648e-7	2.509459e-1	2.984290e-2	1.193716e4
8	11	100000	5.435968871498478e-2	2.451588520284488e-2	-2.984380351214054e-2	7.954545454545454e-2	1.040616534323719e-1	2.451619888691740e-2	-3.136841e-7	2.509473e-1	2.984349e-2	2.387479e4
9	11	100	5.333175289707080e-2	2.050557473110381e-2	-3.282617816596695e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-2.774483e-4	2.497034e-1	3.254873e-2	2.929386e1
9	11	500	5.377753725764298e-2	2.072729532548547e-2	-3.305024193215742e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-5.572767e-5	2.507745e-1	3.299451e-2	1.484753e2
9	11	1000	5.383309279116270e-2	2.075514944257238e-2	-3.307794334859025e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-2.787355e-5	2.508620e-1	3.305007e-2	2.974506e2
9	11	5000	5.387750973110952e-2	2.077744918487328e-2	-3.310006054623597e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-5.573812e-6	2.508216e-1	3.309449e-2	1.489252e3
9	11	10000	5.388306569087716e-2	2.078023599373534e-2	-3.310282969714178e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-2.787003e-6	2.508303e-1	3.310004e-2	2.979004e3
9	11	50000	5.388751027266231e-2	2.078246557249255e-2	-3.310504470016962e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-5.574246e-7	2.508411e-1	3.310449e-2	1.489702e4
9	11	100000	5.388806582821676e-2	2.078274428382836e-2	-3.310532154438980e-2	8.080808080808081e-2	1.015911038051899e-1	2.078302299710910e-2	-2.787133e-7	2.508420e-1	3.310504e-2	2.979454e4
10	11	100	5.498871740283683e-2	1.925393590295286e-2	-3.573478149988392e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-2.493889e-4	2.493889e-1	3.548539e-2	3.548539e1
10	11	500	5.541646642133459e-2	1.945319121970887e-2	-3.596327520162568e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-5.013356e-5	2.506678e-1	3.591314e-2	1.795657e2
10	11	1000	5.546938602374241e-2	1.947824797080278e-2	-3.599113805293960e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-2.507681e-5	2.507681e-1	3.596606e-2	3.596606e2
10	11	5000	5.551180471477527e-2	1.949830960378880e-2	-3.601349511098683e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-5.015174e-6	2.507587e-1	3.600848e-2	1.800424e3
10	11	10000	5.551710604079475e-2	1.950081734178375e-2	-3.601628869901122e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-2.507436e-6	2.507436e-1	3.601378e-2	3.601378e3
10	11	50000	5.552134881774886e-2	1.950282326441818e-2	-3.601852555333154e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-5.015134e-7	2.507567e-1	3.601802e-2	1.800901e4
10	11	100000	5.552187910964339e-2	1.950307402011872e-2	-3.601880508952628e-2	8.181818181818182e-2	1.013215065959788e-1	1.950332477779695e-2	-2.507577e-7	2.507577e-1	3.601855e-2	3.601855e4
1	12	100	1.127691908400820e-1	1.127691908400820e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-2.580974e-3	2.580974e-1	-2.580974e-3	2.580974e-1
1	12	500	1.148357691355746e-1	1.148357691355746e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-5.143955e-4	2.571977e-1	-5.143955e-4	2.571977e-1
1	12	1000	1.150930961254583e-1	1.150930961254583e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-2.570685e-4	2.570685e-1	-2.570685e-4	2.570685e-1
1	12	5000	1.152987707262472e-1	1.152987707262472e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-5.139390e-5	2.569695e-1	-5.139390e-5	2.569695e-1
1	12	10000	1.153244689282919e-1	1.153244689282919e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-2.569569e-5	2.569569e-1	-2.569569e-5	2.569569e-1
1	12	50000	1.153450256828946e-1	1.153450256828946e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-5.138939e-6	2.569469e-1	-5.138939e-6	2.569469e-1
1	12	100000	1.153475951648477e-1	1.153475951648477e-1	0.000000000000000e0	0.000000000000000e0	1.153501646217912e-1	1.153501646217912e-1	-2.569457e-6	2.569457e-1	-2.569457e-6	2.569457e-1
5	12	100	6.244222537531124e-2	4.574344189559786e-2	-1.669878347971341e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-5.023424e-4	2.511712e-1	1.619644e-2	8.098221e0
5	12	500	6.303097411810830e-2	4.614522491714292e-2	-1.688574920096547e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-1.005594e-4	2.513986e-1	1.678519e-2	4.196297e1
5	12	1000	6.310444425153482e-2	4.619551089689491e-2	-1.690893335464013e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-5.027344e-5	2.513672e-1	1.685866e-2	8.429330e1
5	12	5000	6.316333180266488e-2	4.623572874355356e-2	-1.692760305911201e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-1.005560e-5	2.513899e-1	1.691755e-2	4.229387e2
5	12	10000	6.317069149779672e-2	4.624075660453396e-2	-1.692993489326305e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-5.027734e-6	2.513867e-1	1.692491e-2	8.462454e2
5	12	50000	6.317658037334649e-2	4.624477878302025e-2	-1.693180159032797e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-1.005556e-6	2.513890e-1	1.693080e-2	4.232699e3
5	12	100000	6.317731647029130e-2	4.624528156163024e-2	-1.693203490866234e-2	6.666666666666667e-2	1.129124510056426e-1	4.624578433897590e-2	-5.027773e-7	2.513887e-1	1.693153e-2	8.465766e3
7	12	100	5.114848988549704e-2	3.141300545452284e-2	-1.973548443097422e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-3.587817e-4	2.511472e-1	1.937670e-2	1.356369e1
7	12	500	5.163207479122651e-2	3.170010482445041e-2	-1.993196996677617e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-7.168234e-5	2.508882e-1	1.986029e-2	6.951101e1
7	12	1000	5.169257278060618e-2	3.173592886097967e-2	-1.995664391962661e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-3.585831e-5	2.510082e-1	1.992079e-2	1.394455e2
7	12	5000	5.174097979651230e-2	3.176461626342698e-2	-1.997636353308531e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-7.170905e-6	2.509817e-1	1.996919e-2	6.989217e2
7	12	10000	5.174703120521309e-2	3.176820154482517e-2	-1.997882966038799e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-3.585624e-6	2.509937e-1	1.997524e-2	1.398267e3
7	12	50000	5.175187241794392e-2	3.177107005158575e-2	-1.998080236635743e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-7.171172e-7	2.509910e-1	1.998009e-2	6.993030e3
7	12	100000	5.175247757488813e-2	3.177142860848082e-2	-1.998104896640593e-2	7.142857142857142e-2	1.032003585973751e-1	3.177178716880365e-2	-3.585603e-7	2.509922e-1	1.998069e-2	1.398648e4
11	12	100	5.068012411226853e-2	1.768572773441843e-2	-3.299439637785007e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-2.267886e-4	2.494674e-1	3.276761e-2	3.604437e1
11	12	500	5.106760227214118e-2	1.786692470856903e-2	-3.320067756357208e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-4.559159e-5	2.507538e-1	3.315509e-2	1.823530e2
11	12	1000	5.111610314513280e-2	1.788974207717897e-2	-3.322636106795378e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-2.277422e-5	2.505165e-1	3.320359e-2	3.652395e2
11	12	5000	5.115497698751530e-2	1.790795914337160e-2	-3.324701784414332e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-4.557157e-6	2.506436e-1	3.324246e-2	1.828335e3
11	12	10000	5.115983699974415e-2	1.791023793810941e-2	-3.324959906163455e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-2.278362e-6	2.506198e-1	3.324732e-2	3.657205e3
11	12	50000	5.116372573722295e-2	1.791206060479263e-2	-3.325166513243012e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-4.556955e-7	2.506325e-1	3.325121e-2	1.828817e4
11	12	100000	5.116421183734852e-2	1.791228845472430e-2	-3.325192338262380e-2	7.575757575757576e-2	9.367009205790590e-2	1.791251630033014e-2	-2.278456e-7	2.506302e-1	3.325170e-2	3.657687e4
1	13	100	1.069120749838721e-1	1.069120749838721e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-2.576058e-3	2.576058e-1	-2.576058e-3	2.576058e-1
1	13	500	1.089744184363155e-1	1.089744184363155e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-5.137150e-4	2.568575e-1	-5.137150e-4	2.568575e-1
1	13	1000	1.092320747459154e-1	1.092320747459154e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-2.560586e-4	2.560586e-1	-2.560586e-4	2.560586e-1
1	13	5000	1.094368439019672e-1	1.094368439019672e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-5.128949e-5	2.564475e-1	-5.128949e-5	2.564475e-1
1	13	10000	1.094624924344980e-1	1.094624924344980e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-2.564096e-5	2.564096e-1	-2.564096e-5	2.564096e-1
1	13	50000	1.094830052536620e-1	1.094830052536620e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-5.128141e-6	2.564071e-1	-5.128141e-6	2.564071e-1
1	13	100000	1.094855692812164e-1	1.094855692812164e-1	0.000000000000000e0	0.000000000000000e0	1.094881333946786e-1	1.094881333946786e-1	-2.564113e-6	2.564113e-1	-2.564113e-6	2.564113e-1
2	13	100	8.551226119596995e-2	8.054552049247453e-2	-4.966740703495415e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-1.271422e-3	2.542843e-1	3.695319e-3	7.390638e-1
2	13	500	8.663994471067289e-2	8.156424635039690e-2	-5.075698360275960e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-2.526957e-4	2.526957e-1	4.823003e-3	4.823003e0
2	13	1000	8.678085727413737e-2	8.169038495813440e-2	-5.090472316002939e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-1.265571e-4	2.531142e-1	4.963915e-3	9.927830e0
2	13	5000	8.689361630116252e-2	8.179162108835908e-2	-5.101995212803497e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-2.532099e-5	2.532099e-1	5.076674e-3	5.076674e1
2	13	10000	8.690771559596167e-2	8.180428151127661e-2	-5.103434084684979e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-1.266057e-5	2.532114e-1	5.090774e-3	1.018155e2
2	13	50000	8.691899833942462e-2	8.181441002598841e-2	-5.104588313436339e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-2.532054e-6	2.532054e-1	5.102056e-3	5.102056e2
2	13	100000	8.692040860160155e-2	8.181567605282998e-2	-5.104732548771625e-3	3.846153846153846e-2	1.202784805416941e-1	8.181694208015566e-2	-1.266027e-6	2.532055e-1	5.103467e-3	1.020693e3
3	13	100	7.423602435094213e-2	6.518229349081218e-2	-9.053730860129946e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-8.378335e-4	2.513500e-1	8.215897e-3	2.464769e0
3	13	500	7.504703251424341e-2	6.585197938128588e-2	-9.195053132957551e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-1.681476e-4	2.522214e-1	9.026906e-3	1.354036e1
3	13	1000	7.514953962126771e-2	6.593608557547354e-2	-9.213454045794149e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-8.404141e-5	2.521242e-1	9.129413e-3	2.738824e1
3	13	5000	7.523157287754925e-2	6.600331929075211e-2	-9.228253586797278e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-1.680769e-5	2.521154e-1	9.211446e-3	1.381717e2
3	13	10000	7.524182755774950e-2	6.601172256713386e-2	-9.230104990615950e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-8.404416e-6	2.521325e-1	9.221701e-3	2.766510e2
3	13	50000	7.525003311676731e-2	6.601844606973808e-2	-9.231587047029683e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-1.680913e-6	2.521370e-1	9.229906e-3	1.384486e3
3	13	100000	7.525105877509951e-2	6.601928653441015e-2	-9.231772240689827e-3	5.128205128205128e-2	1.173021782651799e-1	6.602012698312866e-2	-8.404487e-7	2.521346e-1	9.230932e-3	2.769280e3
4	13	100	6.702951025935085e-2	5.443360952989827e-2	-1.259590072945256e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-6.282464e-4	2.512986e-1	1.196765e-2	4.787062e0
4	13	500	6.769367693243569e-2	5.493617660712505e-2	-1.275750032531066e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-1.256793e-4	2.513586e-1	1.263182e-2	2.526364e1
4	13	1000	6.777695361201741e-2	5.499895022214243e-2	-1.277800338987509e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-6.290571e-5	2.516228e-1	1.271510e-2	5.086039e1
4	13	5000	6.784361478542715e-2	5.504927528721795e-2	-1.279433949820932e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-1.258064e-5	2.516128e-1	1.278176e-2	2.556352e2
4	13	10000	6.785194686878417e-2	5.505556634262288e-2	-1.279638052616130e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-6.289585e-6	2.515834e-1	1.279009e-2	5.116036e2
4	13	50000	6.785861374322638e-2	5.506059791843820e-2	-1.279801582478937e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-1.258010e-6	2.516019e-1	1.279676e-2	2.559352e3
4	13	100000	6.785944709675221e-2	5.506122692244471e-2	-1.279822017430805e-2	5.769230769230770e-2	1.127541636202808e-1	5.506185592797307e-2	-6.290055e-7	2.516022e-1	1.279759e-2	5.119036e3
5	13	100	5.894422253145948e-2	4.519316269596470e-2	-1.375105983549477e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-5.028459e-4	2.514230e-1	1.324821e-2	6.624107e0
5	13	500	5.951808186858373e-2	4.559549287868157e-2	-1.392258898990217e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-1.005157e-4	2.512893e-1	1.382207e-2	3.455518e1
5	13	1000	5.958975060937870e-2	4.564574526066847e-2	-1.394400534871018e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-5.026336e-5	2.513168e-1	1.389374e-2	6.946871e1
5	13	5000	5.964716645600519e-2	4.568595789454224e-2	-1.396120856146278e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-1.005072e-5	2.512680e-1	1.395116e-2	3.487789e2
5	13	10000	5.965434428954716e-2	4.569098305085736e-2	-1.396336123868962e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-5.025566e-6	2.512783e-1	1.395834e-2	6.979168e2
5	13	50000	5.966008773159988e-2	4.569500349596835e-2	-1.396508423563095e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-1.005121e-6	2.512801e-1	1.396408e-2	3.491020e3
5	13	100000	5.966080568531746e-2	4.569550605220898e-2	-1.396529963310742e-2	6.153846153846154e-2	1.072344701549426e-1	4.569600861648110e-2	-5.025643e-7	2.512821e-1	1.396480e-2	6.982399e3
6	13	100	5.822279143933708e-2	3.969606037411431e-2	-1.852673106522278e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-4.187351e-4	2.512411e-1	1.810800e-2	1.086480e1
6	13	500	5.873117386162940e-2	4.003115932986017e-2	-1.870001453176930e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-8.363616e-5	2.509085e-1	1.861638e-2	5.584914e1
6	13	1000	5.879520031507567e-2	4.007294404731353e-2	-1.872225626776215e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-4.185144e-5	2.511087e-1	1.868040e-2	1.120824e2
6	13	5000	5.884648327257613e-2	4.010642661134123e-2	-1.874005666123505e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-8.368878e-6	2.510663e-1	1.873169e-2	5.619506e2
6	13	10000	5.885289256739248e-2	4.011061109388483e-2	-1.874228147350764e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-4.184395e-6	2.510637e-1	1.873810e-2	1.124286e3
6	13	50000	5.885802069569191e-2	4.011395860599110e-2	-1.874406208970089e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-8.368834e-7	2.510650e-1	1.874323e-2	5.622968e3
6	13	100000	5.885866173415289e-2	4.011437704442580e-2	-1.874428468972741e-2	6.410256410256410e-2	1.042173595919240e-1	4.011479548935989e-2	-4.184449e-7	2.510670e-1	1.874387e-2	1.124632e4
7	13	100	4.595075503721308e-2	3.358543972521261e-2	-1.236531531200046e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-3.577823e-4	2.504476e-1	1.200753e-2	8.405273e0
7	13	500	4.642016733064384e-2	3.387154041936621e-2	-1.254862691127769e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-7.168157e-5	2.508855e-1	1.247695e-2	4.366931e1
7	13	1000	4.647882200503609e-2	3.390737109614040e-2	-1.257145090889586e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-3.585089e-5	2.509562e-1	1.253560e-2	8.774920e1
7	13	5000	4.652565839381640e-2	3.393605275830822e-2	-1.258960563550842e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-7.169229e-6	2.509230e-1	1.258244e-2	4.403853e2
7	13	10000	4.653151889813719e-2	3.393963759062936e-2	-1.259188130750806e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-3.584397e-6	2.509078e-1	1.258830e-2	8.811808e2
7	13	50000	4.653620759767329e-2	3.394250509165605e-2	-1.259370250601673e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-7.168957e-7	2.509135e-1	1.259299e-2	4.407545e3
7	13	100000	4.653679366974237e-2	3.394286353730148e-2	-1.259393013243990e-2	6.593406593406594e-2	9.987728792142402e-2	3.394322198735808e-2	-3.584501e-7	2.509150e-1	1.259357e-2	8.815500e3
8	13	100	4.703386515490204e-2	2.661001510222853e-2	-2.042385005267354e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-3.132808e-4	2.506246e-1	2.011057e-2	1.608846e1
8	13	500	4.746722564267061e-2	2.686062566047532e-2	-2.060659998219539e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-6.267024e-5	2.506810e-1	2.054393e-2	8.217572e1
8	13	1000	4.752177535985172e-2	2.689194107960704e-2	-2.062983428024484e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-3.135482e-5	2.508386e-1	2.059848e-2	1.647878e2
8	13	5000	4.756533451401805e-2	2.691702633767095e-2	-2.064830817634738e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-6.269563e-6	2.507825e-1	2.064204e-2	8.256815e2
8	13	10000	4.757078328044741e-2	2.692016099838392e-2	-2.065062228206370e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-3.134903e-6	2.507922e-1	2.064749e-2	1.651799e3
8	13	50000	4.757514233748408e-2	2.692266889882534e-2	-2.065247343865844e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-6.270022e-7	2.508009e-1	2.065185e-2	8.260739e3
8	13	100000	4.757568720831705e-2	2.692298239936871e-2	-2.065270480894817e-2	6.730769230769230e-2	9.423098820867080e-2	2.692329590097850e-2	-3.135016e-7	2.508013e-1	2.065239e-2	1.652191e4
9	13	100	4.476377698434560e-2	2.226510048565302e-2	-2.249867649869260e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-2.787551e-4	2.508796e-1	2.221992e-2	1.999793e1
9	13	500	4.517261186161561e-2	2.248815353167836e-2	-2.268445832993733e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-5.570205e-5	2.506592e-1	2.262876e-2	1.018294e2
9	13	1000	4.522390460862633e-2	2.251599509466426e-2	-2.270790951396220e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-2.786048e-5	2.507444e-1	2.268005e-2	2.041204e2
9	13	5000	4.526489436116238e-2	2.253828424437130e-2	-2.272661011679127e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-5.571334e-6	2.507100e-1	2.272104e-2	1.022447e3
9	13	10000	4.527002224624203e-2	2.254106996895187e-2	-2.272895227729027e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-2.785609e-6	2.507048e-1	2.272617e-2	2.045355e3
9	13	50000	4.527412470943951e-2	2.254329844003114e-2	-2.273082626940857e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-5.571380e-7	2.507121e-1	2.273027e-2	1.022862e4
9	13	100000	4.527463752290012e-2	2.254357700992458e-2	-2.273106051297674e-2	6.837606837606838e-2	9.091992395412843e-2	2.254385557806005e-2	-2.785681e-7	2.507113e-1	2.273078e-2	2.045770e4
10	13	100	4.482839608436875e-2	1.882541698076606e-2	-2.600297910360271e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-2.497548e-4	2.497548e-1	2.575322e-2	2.575322e1
10	13	500	4.521871169415533e-2	1.902506346759355e-2	-2.619364822656188e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-5.010828e-5	2.505414e-1	2.614354e-2	1.307177e2
10	13	1000	4.526743370619042e-2	1.905010511109797e-2	-2.621732859509258e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-2.506664e-5	2.506664e-1	2.619226e-2	2.619226e2
10	13	5000	4.530637897595237e-2	1.907015895316543e-2	-2.623622002278721e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-5.012796e-6	2.506398e-1	2.623121e-2	1.311560e3
10	13	10000	4.531125050180643e-2	1.907266533051771e-2	-2.623858517128894e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-2.506418e-6	2.506418e-1	2.623608e-2	2.623608e3
10	13	50000	4.531514780075585e-2	1.907467046821203e-2	-2.624047733254397e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-5.012806e-7	2.506403e-1	2.623998e-2	1.311999e4
10	13	100000	4.531563497678136e-2	1.907492110832428e-2	-2.624071386845747e-2	6.923076923076923e-2	8.830594097955301e-2	1.907517174878377e-2	-2.506405e-7	2.506405e-1	2.624046e-2	2.624046e4
11	13	100	4.545159195496124e-2	1.676583701878540e-2	-2.868575493617587e-2	6.993006993006994e-2	8.692319913100360e-2	1.699312920093367e-2	-2.272922e-4	2.500214e-1	2.845846e-2	3.130431e1
11	13	500	4.582257500572162e-2	1.694758136934666e-2	-2.887499363637506e-2	6.993006993006994e-2	8.692319913100360e-2	1.699312920093367e-2	-4.554783e-5	2.505131e-1	2.882945e-2	1.585620e2
11	13	1000	4.586920376158481e-2	1.697034735511953e-2	-2.889885640646539e-2	6.993006993006994e-2	8.692319913100360e-2	1.699312920093367e-2	-2.278185e-5	2.506003e-1	2.887607e-2	3.176368e2
11	13	5000	4.590647961725892e-2	1.698857352196052e-2	-2.891790609529836e-2	6.993006993006994e-2	8.692319913100360e-2	1.699312920093367e-2	-4.555679e-6	2.505623e-1	2.891335e-2	1.590234e3
11	13	10000	4.591114149994496e-2	1.699085120974633e-2	-2.892029029019855e-2	6.993006993006994e-2	8.692319913100360e-2	1.699312920093367e-2	-2.277991e-6	2.505790e-1	2.891801e-2	3.180981e3
11	13	50000	4.591487097081993e-2	1.699267359933084e-2	-2.892219737148842e-2	6.993006993006994e-2	8.692319913100360e-2	1.699312920093367e-2	-4.556016e-7	2.505809e-1	2.892174e-2	1.590696e4
