a	b	abs_V	ratio_to_a_lna
63	32	2.211377603165566e1	8.472143464871168e-2
63	34	7.496263294205273e0	2.871939102034935e-2
63	37	1.294940788797941e0	4.961126550935858e-3
63	38	4.164264429813031e0	1.595396716713265e-2
63	40	5.970515947702675e0	2.287400740417608e-2
63	41	8.741381541429076e0	3.348963939679508e-2
63	43	1.042533424744904e0	3.994113320456291e-3
63	44	4.796483691459408e0	1.837610089872856e-2
63	46	7.592000762863687e0	2.908617666938396e-2
63	47	1.546103148406336e1	5.923369969034987e-2
63	50	1.367390066290336e1	5.238691391948622e-2
63	52	1.445496185583910e1	5.537928504232045e-2
63	53	1.421679402525466e1	5.446682575606375e-2
63	55	2.107574234597165e1	8.074456055272065e-2
63	58	2.719176667720333e1	1.041760339902121e-1
63	59	3.177397355094561e1	1.217312059176529e-1
63	61	4.453962927625981e1	1.706384873214243e-1
63	62	5.812343967137674e1	2.226802509271953e-1
64	1	5.936176067864290e1	2.230232233060302e-1
64	3	3.742159510027846e1	1.405936189409543e-1
64	5	2.873525811591302e1	1.079588916210731e-1
64	7	1.977758424577457e1	7.430474664620486e-2
64	9	1.415737764365684e1	5.318952739191669e-2
64	11	1.587500645027328e1	5.964269031221243e-2
64	13	1.672386198215630e1	6.283185610981344e-2
64	15	6.555083228610870e0	2.462756788159197e-2
64	17	8.449643412529502e0	3.174546523056357e-2
64	19	3.786445028232750e0	1.422574339799495e-2
64	21	8.225038576325609e0	3.090162074267025e-2
64	23	5.980869665455153e0	2.247023699623798e-2
64	25	1.177242949993655e-1	4.422923348638908e-4
64	27	1.106174666240657e0	4.155918503495832e-3
64	29	6.512043605138923e0	2.446586722704847e-2
64	31	1.571731369594975e1	5.905023574282003e-2
64	33	1.571731369594975e1	5.905023574282003e-2
64	35	6.512043605138923e0	2.446586722704847e-2
64	37	1.106174666240657e0	4.155918503495832e-3
64	39	1.177242949993655e-1	4.422923348638908e-4
64	41	5.980869665455153e0	2.247023699623798e-2
64	43	8.225038576325609e0	3.090162074267025e-2
64	45	3.786445028232750e0	1.422574339799495e-2
64	47	8.449643412529502e0	3.174546523056357e-2
64	49	6.555083228610870e0	2.462756788159197e-2
64	51	1.672386198215630e1	6.283185610981344e-2
64	53	1.587500645027328e1	5.964269031221243e-2
64	55	1.415737764365684e1	5.318952739191669e-2
