a	b	abs_V	ratio_to_a_lna
175	169	1.182308704965942e2	1.308098685361435e-1
175	171	1.420260154999579e2	1.571366626857149e-1
175	172	1.570405563769714e2	1.737486533612743e-1
175	173	1.795013938771647e2	1.985991783406754e-1
175	174	2.177950620018849e2	2.409670444666857e-1
176	1	2.193569982325046e2	2.410502734487832e-1
176	3	1.586376890088890e2	1.743261378620075e-1
176	5	1.295735644861826e2	1.423877213984396e-1
176	7	1.103961634412452e2	1.213137743478907e-1
176	9	9.827143060801387e1	1.079899680025558e-1
176	13	7.802401906514390e1	8.574019193721380e-2
176	15	7.413223659105994e1	8.146353225851606e-2
176	17	6.362607796669811e1	6.991836875926720e-2
176	19	5.718195653281009e1	6.283695696802172e-2
176	21	5.419273494381999e1	5.955211678862918e-2
176	23	5.412615359309667e1	5.947895088588723e-2
176	25	3.093905844799306e1	3.399877167917726e-2
176	27	3.698493304657196e1	4.064255207810388e-2
176	29	2.610723147271466e1	2.868910194886146e-2
176	31	3.476023197734425e1	3.819783955285892e-2
176	35	5.515801267471867e0	6.061285550616269e-3
176	37	3.011840385506502e1	3.309695858168662e-2
176	39	1.529296263250109e1	1.680535772329948e-2
176	41	2.057429436754705e1	2.260898591462436e-2
176	43	5.258290349460570e0	5.778308131601459e-3
176	45	3.774234521114546e1	4.147486839741438e-2
176	47	2.857826028794560e1	3.140450276310810e-2
176	49	1.821594208438709e1	2.001740476004585e-2
176	51	1.853395602542825e1	2.036686863886518e-2
176	53	1.520562258463080e1	1.670938019538014e-2
176	57	1.159257744152559e1	1.273902353137627e-2
176	59	6.389504324882692e1	7.021393331990483e-2
176	61	2.879052743380076e1	3.163776203436392e-2
176	63	2.043683303544196e1	2.245793036609134e-2
176	65	1.101055462882067e1	1.209944166580367e-2
176	67	5.318424112189935e0	5.844388813167194e-3
176	69	1.734398938075583e0	1.905922043340796e-3
176	71	1.628725294708769e1	1.789797821933917e-2
176	73	1.954915260983811e-1	2.148246292693474e-4
176	75	1.165199499628419e1	1.280431717569865e-2
176	79	1.174683171936695e1	1.290853276132522e-2
176	81	2.077050992613417e1	2.282460617945949e-2
176	83	2.660810916794309e1	2.923951386355787e-2
176	85	3.952260318193014e1	4.343118469516099e-2
176	87	7.100504478687616e1	7.802707732159035e-2
176	89	7.100504478687616e1	7.802707732159035e-2
176	91	3.952260318193014e1	4.343118469516099e-2
176	93	2.660810916794309e1	2.923951386355787e-2
176	95	2.077050992613417e1	2.282460617945949e-2
176	97	1.174683171936695e1	1.290853276132522e-2
176	101	1.165199499628419e1	1.280431717569865e-2
176	103	1.954915260983811e-1	2.148246292693474e-4
176	105	1.628725294708769e1	1.789797821933917e-2
176	107	1.734398938075583e0	1.905922043340796e-3
176	109	5.318424112189935e0	5.844388813167194e-3
176	111	1.101055462882067e1	1.209944166580367e-2
176	113	2.043683303544196e1	2.245793036609134e-2
176	115	2.879052743380076e1	3.163776203436392e-2
176	117	6.389504324882692e1	7.021393331990483e-2
176	119	1.159257744152559e1	1.273902353137627e-2
176	123	1.520562258463080e1	1.670938019538014e-2
176	125	1.853395602542825e1	2.036686863886518e-2
176	127	1.821594208438709e1	2.001740476004585e-2
176	129	2.857826028794560e1	3.140450276310810e-2
176	131	3.774234521114546e1	4.147486839741438e-2
176	133	5.258290349460570e0	5.778308131601459e-3
176	135	2.057429436754705e1	2.260898591462436e-2
176	137	1.529296263250109e1	1.680535772329948e-2
176	139	3.011840385506502e1	3.309695858168662e-2
176	141	5.515801267471867e0	6.061285550616269e-3
176	145	3.476023197734425e1	3.819783955285892e-2
176	147	2.610723147271466e1	2.868910194886146e-2
176	149	3.698493304657196e1	4.064255207810388e-2
176	151	3.093905844799306e1	3.399877167917726e-2
176	153	5.412615359309667e1	5.947895088588723e-2
176	155	5.419273494381999e1	5.955211678862918e-2
176	157	5.718195653281009e1	6.283695696802172e-2
176	159	6.362607796669811e1	6.991836875926720e-2
176	161	7.413223659105994e1	8.146353225851606e-2
176	163	7.802401906514390e1	8.574019193721380e-2
176	167	9.827143060801387e1	1.079899680025558e-1
176	169	1.103961634412452e2	1.213137743478907e-1
176	171	1.295735644861826e2	1.423877213984396e-1
176	173	1.586376890088890e2	1.743261378620075e-1
176	175	2.193569982325046e2	2.410502734487832e-1
177	1	2.209207430837689e2	2.411328605080919e-1
177	2	1.821858122102297e2	1.988540570207342e-1
177	4	1.432692109090789e2	1.563769620136748e-1
177	5	1.314329385970486e2	1.434577849345430e-1
177	7	1.125785104241349e2	1.228783584166124e-1
177	8	1.035814138159121e2	1.130581142370706e-1
177	10	9.461483869546367e1	1.032711839670843e-1
177	11	8.471261979160613e1	9.246300753089023e-2
177	13	8.057102904307806e1	8.794250117052667e-2
177	14	7.778626030292709e1	8.490295294706492e-2
177	16	6.151489112598676e1	6.714291041212252e-2
177	17	6.602797516280989e1	7.206889811396509e-2
177	19	6.080325981808658e1	6.636617170254820e-2
177	20	6.338718066905679e1	6.918649639195364e-2
177	22	4.044018805367215e1	4.414007525390935e-2
177	23	5.227662062306891e1	5.705942725241112e-2
177	25	3.660817254517598e1	3.995746728248550e-2
177	26	4.920398102693109e1	5.370567076587694e-2
177	28	4.291115778654974e1	4.683711488722147e-2
177	29	2.976848538965305e1	3.249201471442888e-2
177	31	3.999696495948093e1	4.365630152105959e-2
177	32	3.092310709140958e1	3.375227316668161e-2
177	34	2.516581801049394e1	2.746824765837166e-2
177	35	1.323422266298538e1	1.444502640531423e-2
177	37	3.496995702873146e1	3.816937084529753e-2
177	38	3.529356497630156e1	3.852258579918324e-2
177	40	2.723777255585408e1	2.972976606262575e-2
177	41	2.472807029852759e1	2.699045025241557e-2
177	43	8.704637673655965e0	9.501028072946845e-3
177	44	1.358078395716975e1	1.482329471566649e-2
177	46	3.069699421825397e1	3.350547314627320e-2
177	47	2.354654149584818e1	2.570082295899859e-2
177	49	1.726793715995565e1	1.884778687746503e-2
177	50	1.013097264009495e1	1.105785893318767e-2
177	52	9.724379255159450e0	1.061406617473226e-2
177	53	9.564182423125906e-1	1.043921287751184e-3
177	55	3.906489349433635e0	4.263895450578608e-3
177	56	1.013682620794052e-1	1.106424804603909e-4
177	58	2.103837428932699e1	2.296318264193830e-2
177	61	2.989788236404136e1	3.263325026406450e-2
177	62	2.697887813884052e1	2.944718530324283e-2
177	64	1.289322678291618e1	1.407283269079562e-2
177	65	1.193135275065056e1	1.302295646092654e-2
177	67	1.184262017348460e1	1.292610570869017e-2
177	68	9.216173028278869e-1	1.005936397925181e-3
177	70	7.270689037896232e0	7.935886966068935e-3
177	71	2.889458472973315e1	3.153816057205670e-2
177	73	4.679406421653062e0	5.107526980865195e-3
177	74	1.409497350286527e0	1.538452764593010e-3
177	76	1.147242540280819e1	1.252204168666896e-2
177	77	2.512129282236998e0	2.741964884493693e-3
177	79	6.581509466546511e0	7.183654110414067e-3
177	80	1.488764261992637e1	1.624971834267191e-2
177	82	2.013210469418134e1	2.197399811893442e-2
177	83	2.399349706422132e1	2.618867065142180e-2
177	85	3.521875400366243e1	3.844093034402742e-2
177	86	4.534009109144674e1	4.948827216479364e-2
177	88	9.093486046690246e1	9.925452322045629e-2
177	89	9.093486046690246e1	9.925452322045629e-2
177	91	4.534009109144674e1	4.948827216479364e-2
177	92	3.521875400366243e1	3.844093034402742e-2
177	94	2.399349706422132e1	2.618867065142180e-2
177	95	2.013210469418134e1	2.197399811893442e-2
177	97	1.488764261992637e1	1.624971834267191e-2
177	98	6.581509466546511e0	7.183654110414067e-3
177	100	2.512129282236998e0	2.741964884493693e-3
177	101	1.147242540280819e1	1.252204168666896e-2
177	103	1.409497350286527e0	1.538452764593010e-3
177	104	4.679406421653062e0	5.107526980865195e-3
177	106	2.889458472973315e1	3.153816057205670e-2
177	107	7.270689037896232e0	7.935886966068935e-3
177	109	9.216173028278869e-1	1.005936397925181e-3
177	110	1.184262017348460e1	1.292610570869017e-2
177	112	1.193135275065056e1	1.302295646092654e-2
177	113	1.289322678291618e1	1.407283269079562e-2
177	115	2.697887813884052e1	2.944718530324283e-2
177	116	2.989788236404136e1	3.263325026406450e-2
177	119	2.103837428932699e1	2.296318264193830e-2
177	121	1.013682620794052e-1	1.106424804603909e-4
177	122	3.906489349433635e0	4.263895450578608e-3
177	124	9.564182423125906e-1	1.043921287751184e-3
177	125	9.724379255159450e0	1.061406617473226e-2
177	127	1.013097264009495e1	1.105785893318767e-2
177	128	1.726793715995565e1	1.884778687746503e-2
177	130	2.354654149584818e1	2.570082295899859e-2
177	131	3.069699421825397e1	3.350547314627320e-2
177	133	1.358078395716975e1	1.482329471566649e-2
177	134	8.704637673655965e0	9.501028072946845e-3
177	136	2.472807029852759e1	2.699045025241557e-2
177	137	2.723777255585408e1	2.972976606262575e-2
177	139	3.529356497630156e1	3.852258579918324e-2
177	140	3.496995702873146e1	3.816937084529753e-2
177	142	1.323422266298538e1	1.444502640531423e-2
177	143	2.516581801049394e1	2.746824765837166e-2
177	145	3.092310709140958e1	3.375227316668161e-2
177	146	3.999696495948093e1	4.365630152105959e-2
177	148	2.976848538965305e1	3.249201471442888e-2
177	149	4.291115778654974e1	4.683711488722147e-2
177	151	4.920398102693109e1	5.370567076587694e-2
177	152	3.660817254517598e1	3.995746728248550e-2
177	154	5.227662062306891e1	5.705942725241112e-2
177	155	4.044018805367215e1	4.414007525390935e-2
177	157	6.338718066905679e1	6.918649639195364e-2
177	158	6.080325981808658e1	6.636617170254820e-2
177	160	6.602797516280989e1	7.206889811396509e-2
177	161	6.151489112598676e1	6.714291041212252e-2
177	163	7.778626030292709e1	8.490295294706492e-2
177	164	8.057102904307806e1	8.794250117052667e-2
177	166	8.471261979160613e1	9.246300753089023e-2
177	167	9.461483869546367e1	1.032711839670843e-1
177	169	1.035814138159121e2	1.130581142370706e-1
177	170	1.125785104241349e2	1.228783584166124e-1
177	172	1.314329385970486e2	1.434577849345430e-1
177	173	1.432692109090789e2	1.563769620136748e-1
177	175	1.821858122102297e2	1.988540570207342e-1
177	176	2.209207430837689e2	2.411328605080919e-1
178	1	2.224862863370143e2	2.412148143237405e-1
178	3	1.606827054595873e2	1.742087101213952e-1
178	5	1.326468186838259e2	1.438128087184078e-1
178	7	1.143109506931699e2	1.239334576552548e-1
178	9	1.018644011913674e2	1.104391781808751e-1
178	11	8.761786199528105e1	9.499338885373237e-2
178	13	8.138422864643023e1	8.823501854893229e-2
178	15	7.775272571792802e1	8.429782170396410e-2
178	17	6.956805099072048e1	7.542417458113411e-2
178	19	6.013597193515184e1	6.519811869457261e-2
178	21	6.011832703862299e1	6.517898847980728e-2
178	23	5.565418128974558e1	6.033905831755694e-2
178	25	4.020247714636700e1	4.358665524906113e-2
178	27	4.517145324724260e1	4.897391154824816e-2
178	29	3.324150503768086e1	3.603972000934914e-2
178	31	4.329638800533829e1	4.694100641230765e-2
178	33	3.529150129409221e1	3.826228156357272e-2
178	35	1.758741097352248e1	1.906789017093571e-2
178	37	3.567059476281433e1	3.867328649414464e-2
178	39	2.549808516049697e1	2.764447184076604e-2
178	41	1.601495469240209e1	1.736306711812020e-2
178	43	1.259151940456055e1	1.365145270402921e-2
178	45	4.849519413754015e1	5.257743945512736e-2
178	47	2.686192341841788e1	2.912311574987279e-2
178	49	2.026428855376318e1	2.197010288308038e-2
178	51	3.162385198934327e1	3.428589560012726e-2
178	53	8.205868479571141e0	8.896624930250750e-3
178	55	6.800639541295570e0	7.373106141703750e-3
178	57	4.029498013360231e0	4.368694498492627e-3
178	59	4.199588107170200e1	4.553102495372629e-2
178	61	3.396752405681501e1	3.682685410996814e-2
178	63	2.183917368975949e1	2.367755924776227e-2
178	65	1.670510655326520e1	1.811131482234548e-2
178	67	1.742824184290671e1	1.889532244588772e-2
178	69	2.333683447305062e0	2.530129064132014e-3
178	71	2.340217587641822e1	2.537213237606462e-2
178	73	4.151137297667889e0	4.500573176777991e-3
178	75	1.183820156772410e-1	1.283472181633748e-4
178	77	3.814848288680964e-1	4.135975914639230e-4
178	79	2.131843685064263e1	2.311298764190231e-2
178	81	7.532190584198043e0	8.166237942711754e-3
178	83	2.800458183400793e1	3.036196126295985e-2
178	85	3.420869175173577e1	3.708832290298434e-2
178	87	5.330861896367782e1	5.779605043027455e-2
178	91	5.330861896367782e1	5.779605043027455e-2
178	93	3.420869175173577e1	3.708832290298434e-2
178	95	2.800458183400793e1	3.036196126295985e-2
178	97	7.532190584198043e0	8.166237942711754e-3
178	99	2.131843685064263e1	2.311298764190231e-2
178	101	3.814848288680964e-1	4.135975914639230e-4
178	103	1.183820156772410e-1	1.283472181633748e-4
178	105	4.151137297667889e0	4.500573176777991e-3
178	107	2.340217587641822e1	2.537213237606462e-2
178	109	2.333683447305062e0	2.530129064132014e-3
178	111	1.742824184290671e1	1.889532244588772e-2
178	113	1.670510655326520e1	1.811131482234548e-2
178	115	2.183917368975949e1	2.367755924776227e-2
178	117	3.396752405681501e1	3.682685410996814e-2
178	119	4.199588107170200e1	4.553102495372629e-2
178	121	4.029498013360231e0	4.368694498492627e-3
178	123	6.800639541295570e0	7.373106141703750e-3
178	125	8.205868479571141e0	8.896624930250750e-3
178	127	3.162385198934327e1	3.428589560012726e-2
178	129	2.026428855376318e1	2.197010288308038e-2
178	131	2.686192341841788e1	2.912311574987279e-2
178	133	4.849519413754015e1	5.257743945512736e-2
178	135	1.259151940456055e1	1.365145270402921e-2
178	137	1.601495469240209e1	1.736306711812020e-2
178	139	2.549808516049697e1	2.764447184076604e-2
178	141	3.567059476281433e1	3.867328649414464e-2
178	143	1.758741097352248e1	1.906789017093571e-2
178	145	3.529150129409221e1	3.826228156357272e-2
178	147	4.329638800533829e1	4.694100641230765e-2
178	149	3.324150503768086e1	3.603972000934914e-2
178	151	4.517145324724260e1	4.897391154824816e-2
178	153	4.020247714636700e1	4.358665524906113e-2
178	155	5.565418128974558e1	6.033905831755694e-2
178	157	6.011832703862299e1	6.517898847980728e-2
178	159	6.013597193515184e1	6.519811869457261e-2
178	161	6.956805099072048e1	7.542417458113411e-2
178	163	7.775272571792802e1	8.429782170396410e-2
178	165	8.138422864643023e1	8.823501854893229e-2
178	167	8.761786199528105e1	9.499338885373237e-2
178	169	1.018644011913674e2	1.104391781808751e-1
178	171	1.143109506931699e2	1.239334576552548e-1
178	173	1.326468186838259e2	1.438128087184078e-1
178	175	1.606827054595873e2	1.742087101213952e-1
178	177	2.224862863370143e2	2.412148143237405e-1
179	1	2.240536178884015e2	2.412961434083671e-1
179	2	1.848774240771937e2	1.991050617862367e-1
179	3	1.622852335664363e2	1.747742409194736e-1
179	4	1.465195209033525e2	1.577952441081773e-1
179	5	1.345148453465145e2	1.448667230602534e-1
179	6	1.249022438025468e2	1.345143631986240e-1
179	7	1.149085384682023e2	1.237515708890704e-1
179	8	1.073779436498914e2	1.156414430350558e-1
179	9	1.044258034841078e2	1.124621146068073e-1
179	10	9.937732922023460e1	1.070251242049128e-1
179	11	8.933234362768044e1	9.620710525516656e-2
179	12	9.099411601556531e1	9.799676289246860e-2
179	13	8.332203048196079e1	8.973425560245028e-2
179	14	8.019816638856726e1	8.636998786434492e-2
179	15	8.148924820619469e1	8.776042764547505e-2
179	16	6.799090790665680e1	7.322329368893007e-2
179	17	6.513590641423467e1	7.014857944847659e-2
179	18	7.451066712965084e1	8.024479493174055e-2
179	19	6.229633558972203e1	6.709048337599496e-2
179	20	7.087544622686382e1	7.632981782694370e-2
179	21	5.309057638989295e1	5.717627528152330e-2
179	22	4.876505192236433e1	5.251787082427835e-2
179	23	5.596560042264080e1	6.027255293973084e-2
179	24	5.257234459936166e1	5.661816185481176e-2
179	25	4.298655591965399e1	4.629467829877685e-2
179	26	5.500545700936698e1	5.923851963589321e-2
179	27	4.582789323713704e1	4.935467680847477e-2
179	28	4.314353168102170e1	4.646373446570510e-2
179	29	3.404845717018714e1	3.666872903727579e-2
179	30	6.052012026037759e1	6.517757559582642e-2
179	31	4.249587797644535e1	4.576623918465923e-2
179	32	3.812191592153608e1	4.105566952186612e-2
179	33	3.620519631185181e1	3.899144465385988e-2
179	34	2.864611650050130e1	3.085063968322367e-2
179	35	2.053269704905902e1	2.211283467950096e-2
179	36	5.836383228137063e1	6.285534586208759e-2
179	37	3.691832500972264e1	3.975945369639082e-2
179	38	3.255512049503047e1	3.506046944333762e-2
179	39	2.820402046208304e1	3.037452119831897e-2
179	40	3.306583622182908e1	3.561048839155156e-2
179	41	2.160521682347057e1	2.326789250777321e-2
179	42	1.729331157593304e1	1.862415536673164e-2
179	43	1.519694164199335e1	1.636645479941094e-2
179	44	1.409376939623376e0	1.517838557327810e-3
179	45	5.864334640264477e1	6.315637059057569e-2
179	46	3.514172889238095e1	3.784613582387000e-2
179	47	2.663872314251284e1	2.868876307461900e-2
179	48	2.340913992879038e1	2.521064037509721e-2
179	49	2.501821270190719e1	2.694354278602762e-2
179	50	1.575816861379154e1	1.697087219355055e-2
179	51	4.971738199538667e-1	5.354348949554907e-4
179	52	1.883287684686609e1	2.028220117693872e-2
179	53	9.938193361059710e0	1.070300829359866e-2
179	54	1.346791053717400e1	1.450436240671490e-2
179	55	1.600599645115900e-1	1.723777215236215e-4
179	56	6.400978949418961e0	6.893579979155926e-3
179	57	1.185751807748878e0	1.277003874991277e-3
179	58	1.226418455167329e1	1.320800111266774e-2
179	59	2.927692019605711e1	3.152998822675479e-2
179	60	6.530331191258085e1	7.032886799510657e-2
179	61	3.878822620827516e1	4.177325714227020e-2
179	62	3.084364126403372e1	3.321727966646586e-2
179	63	2.192854508926102e1	2.361610319200779e-2
179	64	2.366176508320799e1	2.548270683875625e-2
179	65	6.375136852258701e0	6.865749148120380e-3
179	66	1.434046707843314e1	1.544406840341273e-2
179	67	3.932347842534196e0	4.234970083885593e-3
179	68	8.618115162406347e0	9.281340652903935e-3
179	69	7.994809300930651e0	8.610066955315937e-3
179	70	2.776476801739573e0	2.990146514198455e-3
179	71	1.100639883938215e1	1.185341980989596e-2
179	72	2.150959579569831e1	2.316491275923069e-2
179	73	8.141903976144439e0	8.768481615965034e-3
179	74	1.631757608385775e0	1.757333006230963e-3
179	75	8.055963041402581e-1	8.675926912722306e-4
179	76	7.628138795168195e0	8.215178536303016e-3
179	77	6.091314405110820e0	6.560084537323421e-3
179	78	6.429691100499029e0	6.924501735251065e-3
179	79	1.052843783561607e1	1.133867629450319e-2
179	80	7.680548403425482e0	8.271621438092380e-3
179	81	1.584463317960579e1	1.706399082501514e-2
179	82	1.927988948275007e1	2.076361462658603e-2
179	83	2.071151779418263e1	2.230541695764668e-2
179	84	2.640875644407017e1	2.844109879689146e-2
179	85	3.146399128734491e1	3.388537005303947e-2
179	86	3.717662104560305e1	4.003762745632829e-2
179	87	4.697897503797877e1	5.059434257200202e-2
179	88	6.110586324814429e1	6.580839568839461e-2
179	89	9.228065400623645e1	9.938230916671764e-2
179	90	9.228065400623645e1	9.938230916671764e-2
179	91	6.110586324814429e1	6.580839568839461e-2
179	92	4.697897503797877e1	5.059434257200202e-2
179	93	3.717662104560305e1	4.003762745632829e-2
179	94	3.146399128734491e1	3.388537005303947e-2
179	95	2.640875644407017e1	2.844109879689146e-2
179	96	2.071151779418263e1	2.230541695764668e-2
179	97	1.927988948275007e1	2.076361462658603e-2
179	98	1.584463317960579e1	1.706399082501514e-2
179	99	7.680548403425482e0	8.271621438092380e-3
179	100	1.052843783561607e1	1.133867629450319e-2
179	101	6.429691100499029e0	6.924501735251065e-3
179	102	6.091314405110820e0	6.560084537323421e-3
179	103	7.628138795168195e0	8.215178536303016e-3
179	104	8.055963041402581e-1	8.675926912722306e-4
179	105	1.631757608385775e0	1.757333006230963e-3
179	106	8.141903976144439e0	8.768481615965034e-3
179	107	2.150959579569831e1	2.316491275923069e-2
179	108	1.100639883938215e1	1.185341980989596e-2
179	109	2.776476801739573e0	2.990146514198455e-3
179	110	7.994809300930651e0	8.610066955315937e-3
179	111	8.618115162406347e0	9.281340652903935e-3
179	112	3.932347842534196e0	4.234970083885593e-3
179	113	1.434046707843314e1	1.544406840341273e-2
179	114	6.375136852258701e0	6.865749148120380e-3
179	115	2.366176508320799e1	2.548270683875625e-2
179	116	2.192854508926102e1	2.361610319200779e-2
179	117	3.084364126403372e1	3.321727966646586e-2
179	118	3.878822620827516e1	4.177325714227020e-2
179	119	6.530331191258085e1	7.032886799510657e-2
179	120	2.927692019605711e1	3.152998822675479e-2
179	121	1.226418455167329e1	1.320800111266774e-2
179	122	1.185751807748878e0	1.277003874991277e-3
179	123	6.400978949418961e0	6.893579979155926e-3
179	124	1.600599645115900e-1	1.723777215236215e-4
179	125	1.346791053717400e1	1.450436240671490e-2
179	126	9.938193361059710e0	1.070300829359866e-2
179	127	1.883287684686609e1	2.028220117693872e-2
179	128	4.971738199538667e-1	5.354348949554907e-4
179	129	1.575816861379154e1	1.697087219355055e-2
179	130	2.501821270190719e1	2.694354278602762e-2
179	131	2.340913992879038e1	2.521064037509721e-2
179	132	2.663872314251284e1	2.868876307461900e-2
179	133	3.514172889238095e1	3.784613582387000e-2
179	134	5.864334640264477e1	6.315637059057569e-2
179	135	1.409376939623376e0	1.517838557327810e-3
179	136	1.519694164199335e1	1.636645479941094e-2
179	137	1.729331157593304e1	1.862415536673164e-2
179	138	2.160521682347057e1	2.326789250777321e-2
179	139	3.306583622182908e1	3.561048839155156e-2
179	140	2.820402046208304e1	3.037452119831897e-2
179	141	3.255512049503047e1	3.506046944333762e-2
179	142	3.691832500972264e1	3.975945369639082e-2
179	143	5.836383228137063e1	6.285534586208759e-2
179	144	2.053269704905902e1	2.211283467950096e-2
179	145	2.864611650050130e1	3.085063968322367e-2
179	146	3.620519631185181e1	3.899144465385988e-2
179	147	3.812191592153608e1	4.105566952186612e-2
179	148	4.249587797644535e1	4.576623918465923e-2
179	149	6.052012026037759e1	6.517757559582642e-2
179	150	3.404845717018714e1	3.666872903727579e-2
179	151	4.314353168102170e1	4.646373446570510e-2
179	152	4.582789323713704e1	4.935467680847477e-2
179	153	5.500545700936698e1	5.923851963589321e-2
179	154	4.298655591965399e1	4.629467829877685e-2
179	155	5.257234459936166e1	5.661816185481176e-2
179	156	5.596560042264080e1	6.027255293973084e-2
179	157	4.876505192236433e1	5.251787082427835e-2
179	158	5.309057638989295e1	5.717627528152330e-2
179	159	7.087544622686382e1	7.632981782694370e-2
179	160	6.229633558972203e1	6.709048337599496e-2
179	161	7.451066712965084e1	8.024479493174055e-2
179	162	6.513590641423467e1	7.014857944847659e-2
179	163	6.799090790665680e1	7.322329368893007e-2
179	164	8.148924820619469e1	8.776042764547505e-2
179	165	8.019816638856726e1	8.636998786434492e-2
179	166	8.332203048196079e1	8.973425560245028e-2
179	167	9.099411601556531e1	9.799676289246860e-2
179	168	8.933234362768044e1	9.620710525516656e-2
179	169	9.937732922023460e1	1.070251242049128e-1
179	170	1.044258034841078e2	1.124621146068073e-1
179	171	1.073779436498914e2	1.156414430350558e-1
179	172	1.149085384682023e2	1.237515708890704e-1
179	173	1.249022438025468e2	1.345143631986240e-1
179	174	1.345148453465145e2	1.448667230602534e-1
179	175	1.465195209033525e2	1.577952441081773e-1
179	176	1.622852335664363e2	1.747742409194736e-1
179	177	1.848774240771937e2	1.991050617862367e-1
179	178	2.240536178884015e2	2.412961434083671e-1
180	1	2.256227277469912e2	2.413768561122396e-1
180	7	1.166481490615373e2	1.247931171338356e-1
180	11	9.052132007172187e1	9.684197983167669e-2
180	13	8.564695774050278e1	9.162726468834698e-2
180	17	6.866871672624903e1	7.346351638488686e-2
180	19	6.577332049490283e1	7.036594883705860e-2
180	23	5.831149598213630e1	6.238310171993412e-2
180	29	3.541868512524438e1	3.789179817357671e-2
180	31	4.272110464087969e1	4.570410982452571e-2
180	37	4.046743251929693e1	4.329307483329265e-2
180	41	2.523650581290715e1	2.699864722497586e-2
180	43	1.562462548360979e1	1.671561643999851e-2
180	47	3.224902613657812e1	3.450081744538469e-2
180	49	1.272312883088070e1	1.361152250828566e-2
180	53	1.729563526905646e1	1.850330464220926e-2
180	59	2.209869216559953e1	2.364173544212337e-2
180	61	4.480790687849397e1	4.793662322631460e-2
180	67	6.325701556513537e0	6.767394267689861e-3
180	71	5.666336325685130e0	6.061988797078071e-3
180	73	1.227200529141853e1	1.312889922489148e-2
180	77	2.081174746059548e1	2.226492970102572e-2
180	79	8.362777446253482e0	8.946709174647537e-3
180	83	2.595436667445185e1	2.776663278926702e-2
180	89	7.325538366455616e1	7.837044777720664e-2
180	91	7.325538366455616e1	7.837044777720664e-2
180	97	2.595436667445185e1	2.776663278926702e-2
180	101	8.362777446253482e0	8.946709174647537e-3
180	103	2.081174746059548e1	2.226492970102572e-2
180	107	1.227200529141853e1	1.312889922489148e-2
180	109	5.666336325685130e0	6.061988797078071e-3
180	113	6.325701556513537e0	6.767394267689861e-3
180	119	4.480790687849397e1	4.793662322631460e-2
180	121	2.209869216559953e1	2.364173544212337e-2
180	127	1.729563526905646e1	1.850330464220926e-2
180	131	1.272312883088070e1	1.361152250828566e-2
180	133	3.224902613657812e1	3.450081744538469e-2
180	137	1.562462548360979e1	1.671561643999851e-2
180	139	2.523650581290715e1	2.699864722497586e-2
180	143	4.046743251929693e1	4.329307483329265e-2
180	149	4.272110464087969e1	4.570410982452571e-2
180	151	3.541868512524438e1	3.789179817357671e-2
180	157	5.831149598213630e1	6.238310171993412e-2
180	161	6.577332049490283e1	7.036594883705860e-2
180	163	6.866871672624903e1	7.346351638488686e-2
180	167	8.564695774050278e1	9.162726468834698e-2
180	169	9.052132007172187e1	9.684197983167669e-2
180	173	1.166481490615373e2	1.247931171338356e-1
180	179	2.256227277469912e2	2.413768561122396e-1
181	1	2.271936060328615e2	2.414569606272512e-1
181	2	1.875761491013951e2	1.993522953354415e-1
181	3	1.643409491702101e2	1.746583752339270e-1
181	4	1.477770208819579e2	1.570545533202476e-1
181	5	1.348487004526301e2	1.433145849673127e-1
181	6	1.242074039235747e2	1.320052212844836e-1
181	7	1.188507097048862e2	1.263122305016927e-1
181	8	1.100224719884373e2	1.169297505810197e-1
181	9	1.001452425501702e2	1.064324225917935e-1
181	10	9.376474075549946e1	9.965134896248073e-2
181	11	9.316174676673232e1	9.901049863950484e-2
181	12	8.254912691772871e1	8.773161197637309e-2
181	13	8.898521498506472e1	9.457176161880403e-2
181	14	8.578582372980807e1	9.117151060892333e-2
181	15	6.843651364027441e1	7.273300014048795e-2
181	16	7.200082025543126e1	7.652107612144181e-2
181	17	7.108630685286984e1	7.554914900390036e-2
181	18	5.649074404306553e1	6.003726776640750e-2
181	19	6.007892417449156e1	6.385071605769393e-2
181	20	4.937330340723832e1	5.247298982135321e-2
181	21	5.900865161832273e1	6.271325113089531e-2
181	22	5.273344522625989e1	5.604408341445423e-2
181	23	6.039839103552361e1	6.419023924513244e-2
181	24	4.900190937552972e1	5.207827944346304e-2
181	25	4.745326471367142e1	5.043240991538381e-2
181	26	6.447604729134213e1	6.852389327353950e-2
181	27	4.721164532222710e1	5.017562150964711e-2
181	28	4.708609557962652e1	5.004218967683626e-2
181	29	4.018717739899513e1	4.271015316137904e-2
181	30	1.997572907000028e1	2.122981765102162e-2
181	31	4.516434780439614e1	4.799979339200335e-2
181	32	4.319490704630046e1	4.590670992945014e-2
181	33	4.409641478661572e1	4.686481488125489e-2
181	34	3.656777670992292e1	3.886352426659779e-2
181	35	2.433451285126877e1	2.586224856417073e-2
181	36	5.351658532770572e0	5.687638953407750e-3
181	37	4.285341781004855e1	4.554378178850420e-2
181	38	3.298884570485085e1	3.505990576751758e-2
181	39	3.188011475088949e1	3.388156800101309e-2
181	40	1.995770815451775e1	2.121066537135974e-2
181	41	2.578816461653215e1	2.740716148306759e-2
181	42	2.341373650193036e1	2.488366530819410e-2
181	43	1.549530721308157e1	1.646811214887373e-2
